df_hash,22ZHK4.YPQ43H
452.005,72
453.172,69
454.099,68
454.975,70
455.854,74
457.072,78
457.957,75
458.878,75
460.190,77
461.229,74
462.049,70
463.071,73
463.958,72
464.824,68
466.046,68
467.014,64
467.796,64
468.967,65
469.939,43
470.771,29
471.940,0
473.158,7
473.744,21
475.060,16
475.842,0
476.719,0
477.985,7
478.815,90
479.694,58
480.863,0
481.789,0
482.683,0
484.003,18
484.763,0
485.690,0
486.856,0
487.736,0
488.613,0
489.837,14
490.806,12
