df_hash,22ZHK4.YPQ43H
189.034,345
189.327,865
189.619,350
190.242,200
190.463,370
190.545,430
191.130,175
191.812,640
191.959,765
193.909,860
195.030,1085
196.006,1140
196.398,1035
196.896,430
197.039,370
197.662,135
197.675,660
197.809,155
198.053,330
198.637,10
198.882,750
199.612,390
200.012,325
200.734,375
201.416,825
202.245,675
202.636,885
202.931,330
204.344,275
204.586,1125
205.171,535
206.243,545
206.535,1135
206.828,285
208.339,385
208.343,1515
209.900,15
210.582,1485
210.975,775
212.776,375
213.361,1770
213.507,595
214.580,160
214.587,1040
215.018,10
216.140,400
216.433,1130
216.559,385
216.563,155
218.091,1185
218.334,270
218.921,260
219.455,530
220.040,605
220.284,595
220.722,210
221.259,410
221.844,620
222.091,625
222.526,215
223.062,365
223.647,605
224.187,590
224.332,615
225.210,10
225.451,570
225.988,585
226.525,560
227.645,555
228.622,1100
228.660,1025
228.666,10
228.681,10
228.721,20
229.059,10
229.595,310
230.278,670
230.424,650
230.482,195
230.876,10
231.987,340
233.643,1210
234.032,1620
234.617,445
235.007,595
235.592,350
235.842,565
236.665,215
237.108,950
237.787,440
238.371,620
238.907,525
239.478,620
240.029,515
240.175,565
240.178,215
240.183,15
240.565,355
240.568,10
240.613,20
240.617,15
240.719,155
241.689,270
242.808,540
243.197,1185
243.675,465
244.758,360
245.147,1190
245.586,405
246.415,400
246.951,840
247.539,520
247.829,580
248.463,375
248.902,680
250.169,460
250.412,1435
250.559,210
250.869,220
252.124,460
253.782,815
253.923,1760
253.971,10
253.975,10
254.069,20
254.072,195
255.142,290
255.145,825
255.442,260
256.709,340
257.384,910
257.387,665
257.391,10
257.677,320
257.921,235
258.759,895
259.188,10
259.726,345
259.870,570
259.874,115
260.720,20
260.992,835
261.528,300
262.260,560
262.406,680
262.799,240
263.337,345
263.917,590
264.600,585
265.136,605
265.724,610
266.404,620
266.988,625
267.671,585
268.207,655
268.893,590
269.182,665
269.621,325
269.868,390
270.990,260
272.107,1230
272.546,1140
273.131,325
273.375,535
273.765,340
274.057,345
274.499,290
275.182,535
276.252,640
276.693,1090
276.982,460
278.789,260
280.054,1900
281.153,1240
281.955,1105
282.736,750
283.369,700
283.515,720
284.204,190
284.346,830
286.002,725
286.294,1020
288.000,225
290.050,1650
290.731,2090
291.279,665
291.998,660
292.682,720
293.217,615
293.948,620
294.046,650
294.050,220
294.192,10
295.021,330
295.703,590
295.853,630
295.998,180
296.001,35
296.324,15
296.971,400
297.413,645
297.510,440
297.516,10
297.804,170
298.921,655
299.457,660
300.042,625
300.725,565
301.261,645
302.013,550
302.382,760
302.388,440
302.971,45
303.504,445
304.625,580
304.628,1100
304.773,235
304.917,145
305.161,185
306.286,560
306.673,600
306.965,370
307.550,270
308.527,660
308.924,680
309.083,625
309.208,350
310.183,290
310.328,670
310.334,125
310.380,15
310.387,30
310.718,10
311.307,395
311.990,620
312.283,585
312.289,320
312.303,15
312.328,15
312.331,10
312.522,230
313.644,610
314.329,600
314.912,590
315.447,615
316.130,610
316.715,615
316.959,650
317.398,190
317.934,385
318.080,625
318.226,250
318.230,10
319.063,330
319.738,590
320.323,620
320.469,615
320.567,165
320.615,15
320.619,10
320.664,15
320.668,10
320.671,30
320.676,30
320.877,20
321.544,265
322.126,620
322.845,590
323.012,645
323.101,145
323.105,10
323.108,45
323.112,15
323.115,15
323.394,345
324.467,625
325.202,570
325.737,605
326.026,640
326.031,270
326.173,15
326.273,275
327.538,595
328.074,590
328.662,605
329.342,635
329.926,615
330.611,635
331.294,650
331.833,605
332.559,665
333.927,670
334.217,1405
334.363,475
337.142,950
337.678,1845
337.970,545
338.272,330
339.482,255
339.921,1260
340.459,355
340.993,515
341.433,565
342.115,535
343.089,715
343.529,880
344.069,435
344.594,635
344.800,305
346.014,335
346.161,1400
346.851,475
347.282,265
348.283,385
348.501,955
348.955,330
349.768,400
350.210,785
351.865,520
353.523,1655
354.103,1620
354.789,565
355.179,765
355.472,320
355.765,320
356.011,250
356.840,175
357.130,960
357.570,295
358.105,420
358.397,515
359.373,350
359.518,925
359.522,220
360.201,10
360.591,635
361.033,445
361.713,360
362.980,810
363.370,1270
363.967,355
364.787,565
365.613,540
365.905,1160
366.152,530
367.270,575
367.855,580
368.099,560
368.391,235
368.981,335
369.249,590
369.389,285
369.512,10
370.195,260
370.829,595
371.316,580
371.853,575
372.437,580
373.016,595
373.657,570
373.808,615
374.242,180
374.790,365
375.314,550
375.903,585
376.435,550
377.024,570
377.556,570
378.093,590
378.385,580
378.824,290
379.360,320
379.960,615
380.628,615
381.164,615
381.847,625
382.431,605
382.968,620
383.800,565
384.089,860
384.772,280
385.211,695
385.755,430
386.283,585
387.014,555
387.550,620
388.233,630
388.916,625
389.795,700
390.183,600
390.768,675
391.011,615
391.065,205
391.160,50
391.304,10
391.986,320
392.572,610
393.108,640
393.790,570
394.375,615
394.911,615
395.594,595
396.179,610
396.862,615
397.398,655
398.129,615
398.667,635
399.348,615
399.494,640
399.933,200
400.469,375
401.006,615
401.737,585
401.883,590
402.273,240
402.812,320
403.394,620
404.118,605
404.662,625
405.345,640
405.881,635
406.563,635
407.148,630
407.835,610
408.367,600
408.955,585
409.517,580
409.812,615
410.073,220
410.756,360
411.292,595
411.877,590
412.146,600
412.562,280
412.571,295
413.145,10
413.835,600
414.363,685
415.045,595
415.632,665
416.167,600
416.849,620
417.142,635
417.434,265
418.165,345
418.653,620
419.336,640
420.508,640
421.140,1205
421.732,595
422.412,610
422.992,645
423.528,595
424.210,625
424.357,610
424.410,220
424.796,15
425.478,385
426.031,630
426.599,585
426.993,625
426.996,235
427.136,15
427.821,310
428.403,600
428.939,565
429.503,575
430.061,560
430.597,555
431.202,605
431.864,605
432.401,595
432.986,640
433.669,615
434.215,605
434.790,635
435.182,580
435.188,215
435.472,15
436.009,355
436.596,580
436.842,595
437.130,220
437.430,20
437.814,325
438.251,600
438.933,575
439.519,580
439.664,605
440.058,185
440.640,375
441.176,610
441.858,575
442.443,605
442.446,590
442.979,10
443.662,580
444.255,610
444.783,610
445.466,620
446.051,630
446.734,610
447.270,630
448.002,625
448.545,620
448.719,595
449.074,195
449.659,390
449.958,595
450.196,260
450.222,10
451.026,310
451.469,605
452.048,600
452.681,630
453.266,635
453.948,620
454.634,635
455.218,635
455.752,625
456.435,630
457.020,615
457.702,615
458.387,620
458.970,635
459.507,615
460.205,640
460.358,635
460.919,175
461.456,500
462.284,665
462.290,640
462.431,185
462.436,15
462.480,45
462.486,10
462.723,15
463.406,335
463.409,695
463.552,10
463.698,150
463.702,45
463.796,25
463.981,10
464.673,340
464.677,620
465.210,10
465.746,630
466.477,585
467.018,580
467.549,595
467.847,595
468.135,250
468.821,345
469.960,705
470.913,1015
471.206,1040
471.596,245
471.889,415
472.181,350
472.572,265
473.288,370
474.089,755
475.203,845
477.163,1105
479.131,1985
479.254,2115
481.347,545
481.358,1485
481.367,20
481.375,10
481.410,10
481.592,10
483.393,15
483.397,2030
483.444,25
483.448,15
483.454,15
483.632,15
483.691,20
483.728,20
483.765,25
483.776,25
483.780,25
483.803,30
483.833,30
483.836,40
483.845,25
483.848,20
483.851,15
483.881,10
483.885,10
483.888,10
483.892,10
483.929,10
483.933,15
483.936,10
483.940,10
484.274,15
485.369,125
485.491,1410
485.636,70
485.640,200
485.782,30
485.939,50
486.611,255
487.001,610
487.147,585
487.294,190
487.442,45
487.446,75
488.124,275
488.134,390
488.141,15
488.145,15
489.097,25
489.100,890
489.390,40
489.780,295
489.926,545
490.222,245
490.368,80
