df_hash,22ZHK4.YPQ43H
13.742,1.009
13.772,1.006
13.802,1.007
13.832,1.009
13.862,1.011
13.892,1.007
13.922,1.013
13.952,1.009
13.982,1.000
14.012,0.998
14.042,1.009
14.072,1.011
14.102,1.013
14.132,1.009
14.162,1.006
14.192,1.004
14.222,1.001
14.252,1.012
14.282,1.013
14.312,1.010
14.342,1.005
14.372,1.002
14.402,1.013
14.432,1.007
14.462,1.010
14.492,1.011
14.522,1.005
14.552,1.004
14.582,1.010
14.612,1.013
14.642,1.009
14.672,1.008
14.702,1.004
14.732,1.006
14.762,1.006
14.792,1.003
14.822,1.013
14.852,1.009
14.882,1.006
14.912,1.004
14.942,1.010
14.972,1.010
15.002,1.012
15.032,1.008
15.062,1.006
15.092,1.003
15.122,1.003
15.152,1.012
15.182,1.011
15.212,1.011
15.242,1.006
15.272,1.003
15.302,1.003
15.332,1.005
15.362,1.009
15.392,1.010
15.422,1.006
15.452,1.006
15.482,1.004
15.512,1.010
15.542,1.008
15.572,1.005
15.602,1.009
15.632,1.003
15.662,1.004
15.692,1.012
15.722,1.012
15.752,1.007
15.782,1.005
15.812,1.003
15.842,1.004
15.872,1.010
15.902,1.007
15.932,1.006
15.962,1.014
15.992,1.009
16.022,1.006
16.052,1.013
16.082,1.010
16.112,1.011
16.142,1.008
16.172,1.006
16.202,1.000
16.232,1.001
16.262,1.008
16.292,1.006
16.322,1.005
16.352,1.010
16.382,1.008
16.412,1.004
16.442,1.006
16.472,1.005
16.502,1.008
16.532,1.006
16.562,1.004
16.592,1.005
16.622,1.009
16.652,1.010
16.682,1.008
16.712,1.009
16.742,1.005
16.772,1.009
16.802,1.002
16.832,1.011
16.862,1.010
16.892,1.007
16.922,1.009
16.952,1.007
16.982,1.003
17.012,1.010
17.042,1.005
17.072,1.009
17.102,1.006
17.132,1.005
17.162,1.004
17.192,1.007
17.222,1.009
17.252,1.006
17.282,1.009
17.312,1.008
17.342,1.002
17.372,0.999
17.402,1.012
17.432,1.008
17.462,1.005
17.492,1.008
17.522,1.013
17.552,1.001
17.582,1.007
17.612,1.004
17.642,1.009
17.672,1.011
17.702,1.012
17.732,1.008
17.762,1.002
17.792,1.006
17.822,1.008
17.852,1.014
17.882,1.012
17.912,1.002
17.942,1.000
17.972,1.004
18.002,1.009
18.032,1.005
18.062,1.005
18.092,1.010
18.122,1.004
18.152,1.005
18.182,1.001
18.212,1.012
18.242,1.014
18.272,1.007
18.302,1.007
18.332,1.004
18.362,1.011
18.392,1.009
18.422,1.008
18.452,1.009
18.482,1.002
18.512,1.001
18.542,1.008
18.572,1.017
18.602,1.007
18.632,1.009
18.662,1.006
18.692,1.008
18.722,1.003
18.752,1.003
18.782,1.017
18.812,1.008
18.842,1.005
18.872,1.005
18.902,1.010
18.932,1.008
18.962,1.006
18.992,1.014
19.022,0.997
19.052,1.000
19.082,1.008
19.112,1.011
19.142,1.006
19.172,1.008
19.202,1.009
19.232,1.004
19.262,1.002
19.292,0.996
19.322,1.013
19.352,1.012
19.382,1.008
19.412,1.006
19.442,1.007
19.472,1.007
19.502,1.012
19.532,1.011
19.562,1.003
19.592,0.998
19.622,1.004
19.652,1.011
19.682,1.007
19.712,1.004
19.742,1.011
19.772,1.001
19.802,1.007
19.832,1.005
19.862,1.010
19.892,1.010
19.922,1.008
19.952,1.004
19.982,1.010
20.012,1.010
20.042,1.010
20.072,1.009
20.102,1.005
20.132,1.002
20.162,0.997
20.192,1.015
20.222,1.011
20.252,1.006
20.282,1.011
20.312,1.004
20.342,1.003
20.372,1.007
20.402,1.004
20.432,1.010
20.462,1.010
20.492,1.003
20.522,1.006
20.552,1.012
20.582,1.007
20.612,1.012
20.642,1.010
20.672,1.003
20.702,0.999
20.732,1.006
20.762,1.010
20.792,1.006
20.822,1.007
20.852,1.008
20.882,1.000
20.912,1.006
20.942,1.005
20.972,1.007
21.002,1.010
21.032,1.003
21.062,1.005
21.092,1.006
21.122,1.011
21.152,1.009
21.182,1.010
21.212,1.011
21.242,1.002
21.272,0.997
21.302,1.014
21.332,1.011
21.362,1.004
21.392,1.006
21.422,1.005
21.452,0.998
21.482,1.009
21.512,1.008
21.542,1.010
21.572,1.004
21.602,1.008
21.632,1.002
21.662,1.013
21.692,1.011
21.722,1.011
21.752,1.007
21.782,1.000
21.812,1.003
21.842,1.017
21.872,1.015
21.902,1.009
21.932,1.008
21.962,1.002
21.992,1.000
22.022,1.001
22.052,1.007
22.082,1.012
22.112,1.007
22.142,1.006
22.172,1.004
22.202,1.009
22.232,1.004
22.262,1.006
22.292,1.013
22.322,1.006
22.352,1.001
22.382,1.003
22.412,1.008
22.442,1.007
22.472,1.005
22.502,1.005
22.532,1.007
22.562,1.004
22.592,1.001
22.622,1.013
22.652,1.007
22.682,1.005
22.712,1.007
22.742,1.007
22.772,1.011
22.802,1.011
22.832,1.010
22.862,0.995
22.892,1.005
22.922,1.013
22.952,1.010
22.982,1.007
23.012,1.006
23.042,1.005
23.072,1.004
23.102,1.008
23.132,1.007
23.162,1.013
23.192,1.009
23.222,1.005
23.252,1.003
23.282,1.005
23.312,1.012
23.342,1.003
23.372,1.012
23.402,1.002
23.432,0.998
23.462,1.012
23.492,1.013
23.522,1.010
23.552,1.008
23.582,1.004
23.612,1.004
23.642,1.006
23.672,1.007
23.702,1.007
23.732,1.011
23.762,1.006
23.792,1.006
23.822,1.009
23.852,1.007
23.882,1.010
23.912,1.009
23.942,1.009
23.972,1.002
24.002,1.004
24.032,1.010
24.062,1.006
24.092,1.009
24.122,1.008
24.152,1.004
24.182,1.009
24.212,1.001
24.242,1.008
24.272,1.008
24.302,1.010
24.332,1.008
24.362,1.008
24.392,1.008
24.422,1.008
24.452,1.008
24.482,1.008
24.512,1.009
24.542,1.007
24.572,1.003
24.602,1.003
24.632,1.003
24.662,1.010
24.692,1.009
24.722,1.009
24.752,1.009
24.782,1.004
24.812,1.005
24.842,1.007
24.872,1.005
24.902,1.009
24.932,1.011
24.962,1.007
24.992,1.006
25.022,1.008
25.052,1.004
25.082,1.004
25.112,1.007
25.142,1.009
25.172,1.011
25.202,1.011
25.232,1.006
25.262,1.001
25.292,0.997
25.322,1.004
25.352,1.014
25.382,1.012
25.412,1.008
25.442,1.013
25.472,1.003
25.502,1.012
25.532,1.009
25.562,1.003
25.592,1.001
25.622,1.006
25.652,1.004
25.682,1.003
25.712,1.010
25.742,1.003
25.772,1.008
25.802,1.004
25.832,1.005
25.862,1.015
25.892,1.007
25.922,1.009
25.952,1.004
25.982,1.004
26.012,1.002
26.042,1.013
26.072,1.011
26.102,1.009
26.132,1.009
26.162,1.005
26.192,1.006
26.222,1.008
26.252,1.002
26.282,1.014
26.312,1.008
26.342,1.008
26.372,1.007
26.402,1.005
26.432,1.009
26.462,1.008
26.492,1.007
26.522,1.005
26.552,1.009
26.582,1.007
26.612,1.001
26.642,1.003
26.672,1.008
26.702,1.014
26.732,1.011
26.762,1.009
26.792,1.007
26.822,1.000
26.852,1.008
26.882,1.005
26.912,1.005
26.942,1.015
26.972,1.010
27.002,1.006
27.032,1.005
27.062,1.003
27.092,1.006
27.122,1.011
27.152,1.008
27.182,1.013
27.212,1.005
27.242,0.993
27.272,1.005
27.302,1.004
27.332,1.012
27.362,1.011
27.392,1.007
27.422,1.013
27.452,1.004
27.482,1.005
27.512,1.006
27.542,1.003
27.572,1.009
27.602,1.008
27.632,1.009
27.662,1.007
27.692,1.006
27.722,1.010
27.752,1.007
27.782,1.012
27.812,1.005
27.842,1.002
27.872,1.006
27.902,1.002
27.932,1.011
27.962,1.013
27.992,1.005
28.022,1.009
28.052,1.008
28.082,1.008
28.112,1.008
28.142,1.006
28.172,1.005
28.202,1.010
28.232,1.008
28.262,1.005
28.292,1.003
28.322,1.010
28.352,1.012
28.382,1.008
28.412,1.009
28.442,1.005
28.472,1.002
28.502,1.001
28.532,1.010
28.562,1.009
28.592,1.005
28.622,1.010
28.652,1.007
28.682,1.001
28.712,1.008
28.742,1.001
28.772,1.009
28.802,1.009
28.832,1.005
28.862,1.008
28.892,1.008
28.922,1.001
28.952,1.008
28.982,1.011
29.012,1.008
29.042,1.008
29.072,1.006
29.102,1.002
29.132,0.998
29.162,1.007
29.192,1.010
29.222,1.008
29.252,1.009
29.282,1.010
29.312,1.003
29.342,1.008
29.372,1.003
29.402,1.009
29.432,1.010
29.462,1.004
29.492,1.004
29.522,1.004
29.552,1.006
29.582,1.012
29.612,1.014
29.642,1.007
29.672,1.004
29.702,1.000
29.732,1.002
29.762,0.996
29.792,1.014
29.822,1.014
29.852,1.001
29.882,1.010
29.912,1.005
29.942,1.006
29.972,1.006
30.002,1.008
30.032,1.010
30.062,1.006
30.092,1.007
30.122,1.005
30.152,1.007
30.182,1.008
30.212,1.009
30.242,1.013
30.272,1.007
30.302,1.003
30.332,1.007
30.362,1.005
30.392,1.014
30.422,1.007
30.452,1.007
30.482,1.007
30.512,1.006
30.542,1.008
30.572,1.010
30.602,1.002
30.632,1.014
30.662,1.012
30.692,1.003
30.722,1.005
30.752,1.007
30.782,1.005
30.812,1.009
30.842,1.010
30.872,1.008
30.902,1.003
30.932,1.002
30.962,1.012
30.992,1.010
31.022,1.009
31.052,1.012
31.082,1.010
31.112,1.004
31.142,1.010
31.172,1.007
31.202,1.011
31.232,1.010
31.262,1.007
31.292,1.007
31.322,1.005
31.352,1.009
31.382,1.013
31.412,1.009
31.442,1.009
31.472,1.001
31.502,1.004
31.532,1.009
31.562,1.010
31.592,1.007
31.622,1.011
31.652,1.006
31.682,1.004
31.712,1.008
31.742,1.009
31.772,1.011
31.802,1.009
31.832,1.005
31.862,1.008
31.892,1.010
31.922,1.014
31.952,1.010
31.982,1.008
32.012,1.011
32.042,1.001
32.072,1.007
32.102,1.011
32.132,1.010
32.162,1.004
32.192,1.010
32.222,1.009
32.252,1.004
32.282,1.009
32.312,1.003
32.342,1.009
32.372,1.006
32.402,1.006
32.432,1.004
32.462,1.007
32.492,1.010
32.522,1.006
32.552,1.013
32.582,1.009
32.612,1.009
32.642,1.004
32.672,1.007
32.702,1.013
32.732,1.009
32.762,1.006
32.792,1.008
32.822,1.004
32.852,1.004
32.882,1.011
32.912,1.004
32.942,1.005
32.972,1.008
33.002,1.006
33.032,1.009
33.062,1.005
33.092,1.006
33.122,1.011
33.152,1.012
33.182,1.015
33.212,1.006
33.242,1.004
33.272,1.000
33.302,0.997
33.332,1.015
33.362,1.010
33.392,1.004
33.422,1.010
33.452,1.005
33.482,1.003
33.512,1.013
33.542,1.009
33.572,1.011
33.602,1.008
33.632,1.006
33.662,1.004
33.692,1.004
33.722,1.007
33.752,1.013
33.782,1.010
33.812,1.009
33.842,1.009
33.872,1.006
33.902,1.004
33.932,1.008
33.962,1.013
33.992,1.013
34.022,1.005
34.052,1.013
34.082,1.009
34.112,1.007
34.142,1.008
34.172,1.004
34.202,1.011
34.232,1.009
34.262,1.008
34.292,1.009
34.322,1.006
34.352,1.008
34.382,1.011
34.412,1.011
34.442,1.011
34.472,1.006
34.502,1.002
34.532,1.005
34.562,1.008
34.592,1.011
34.622,1.007
34.652,1.011
34.682,1.014
34.712,1.006
34.742,1.009
34.772,1.010
34.802,1.010
34.832,1.010
34.862,1.012
34.892,1.007
34.922,1.005
34.952,1.009
34.982,1.011
35.012,1.009
35.042,1.009
35.072,1.007
35.102,1.006
35.132,1.002
35.162,1.001
35.192,1.013
35.222,1.005
35.252,1.008
35.282,1.011
35.312,1.007
35.342,1.009
35.372,1.007
35.402,1.008
35.432,1.009
35.462,1.009
35.492,1.008
35.522,1.006
35.552,1.005
35.582,1.004
35.612,1.009
35.642,1.015
35.672,1.011
35.702,1.006
35.732,1.006
35.762,0.998
35.792,1.001
35.822,1.008
35.852,1.010
35.882,1.006
35.912,1.009
35.942,1.007
35.972,1.003
36.002,1.010
36.032,1.008
36.062,1.011
36.092,1.008
36.122,1.008
36.152,1.006
36.182,1.007
36.212,1.006
36.242,1.007
36.272,1.007
36.302,1.010
36.332,1.008
36.362,1.008
36.392,1.006
36.422,1.000
36.452,0.997
36.482,1.011
36.512,1.013
36.542,1.009
36.572,1.013
36.602,1.011
36.632,1.004
36.662,1.007
36.692,1.005
36.722,1.009
36.752,1.009
36.782,1.004
36.812,1.002
36.842,1.007
36.872,1.002
36.902,1.006
36.932,1.010
36.962,1.010
36.992,1.009
37.022,1.006
37.052,1.005
37.082,1.003
37.112,1.004
37.142,1.006
37.172,1.011
37.202,1.008
37.232,1.003
37.262,1.009
37.292,1.001
37.322,1.005
37.352,1.006
37.382,1.009
37.412,1.014
37.442,1.009
37.472,1.009
37.502,1.008
37.532,1.007
37.562,1.011
37.592,1.009
37.622,1.012
37.652,1.004
37.682,1.005
37.712,0.999
37.742,1.003
37.772,1.016
37.802,1.006
37.832,1.009
37.862,1.006
37.892,1.003
37.922,1.011
37.952,1.003
37.982,1.003
38.012,1.011
38.042,1.010
38.072,1.009
38.102,1.006
38.132,1.003
38.162,1.013
38.192,1.011
38.222,1.014
38.252,1.009
38.282,1.004
38.312,1.002
38.342,1.009
38.372,1.010
38.402,1.006
38.432,1.010
38.462,1.010
38.492,1.008
38.522,1.007
38.552,1.007
38.582,1.003
38.612,1.012
38.642,1.012
38.672,1.007
38.702,1.006
38.732,1.005
38.762,1.010
38.792,1.009
38.822,1.014
38.852,1.011
38.882,1.002
38.912,1.000
38.942,1.008
38.972,1.013
39.002,1.006
39.032,1.009
39.062,1.007
39.092,1.005
39.122,1.011
39.152,1.009
39.182,1.009
39.212,1.011
39.242,1.012
39.272,1.003
39.302,1.000
39.332,1.010
39.362,1.009
39.392,1.007
39.422,1.011
39.452,1.007
39.482,1.003
39.512,1.001
39.542,1.009
39.572,1.009
39.602,1.004
39.632,1.011
39.662,1.008
39.692,1.000
39.722,1.005
39.752,1.004
39.782,1.009
39.812,1.011
39.842,1.008
39.872,1.004
39.902,1.010
39.932,1.011
39.962,1.010
39.992,1.008
40.022,1.010
40.052,1.005
40.082,1.002
40.112,1.007
40.142,1.012
40.172,1.008
40.202,1.007
40.232,1.010
40.262,1.005
40.292,1.003
40.322,1.006
40.352,1.006
40.382,1.010
40.412,1.010
40.442,1.010
40.472,1.005
40.502,1.003
40.532,1.010
40.562,1.015
40.592,1.006
40.622,1.010
40.652,1.010
40.682,1.001
40.712,1.001
40.742,1.010
40.772,1.008
40.802,1.009
40.832,1.011
40.862,1.007
40.892,1.004
40.922,1.004
40.952,1.009
40.982,1.011
41.012,1.015
41.042,1.009
41.072,1.007
41.102,1.000
41.132,1.012
41.162,1.012
41.192,1.006
41.222,1.013
41.252,1.009
41.282,0.999
41.312,1.003
41.342,1.015
41.372,1.012
41.402,1.010
41.432,1.005
41.462,1.005
41.492,1.006
41.522,1.002
41.552,1.008
41.582,1.011
41.612,1.008
41.642,1.011
41.672,1.006
41.702,1.008
41.732,1.003
41.762,1.011
41.792,1.015
41.822,1.008
41.852,1.005
41.882,0.998
41.912,1.017
41.942,1.008
41.972,1.013
42.002,1.009
42.032,1.005
42.062,1.001
42.092,1.007
42.122,1.005
42.152,1.013
42.182,1.008
42.212,1.005
42.242,1.009
42.272,1.007
42.302,1.006
42.332,1.006
42.362,1.010
42.392,1.000
42.422,1.005
42.452,1.012
42.482,1.008
42.512,1.003
42.542,1.011
42.572,1.007
42.602,1.003
42.632,1.010
42.662,1.004
42.692,1.007
42.722,1.009
42.752,1.008
42.782,1.008
42.812,1.010
42.842,1.008
42.872,1.013
42.902,1.006
42.932,1.010
42.962,1.000
42.992,1.005
43.022,1.011
43.052,1.006
43.082,1.006
43.112,1.009
43.142,1.007
43.172,1.012
43.202,1.005
43.232,1.001
43.262,1.005
43.292,1.006
43.322,1.010
43.352,1.008
43.382,0.996
43.412,1.006
43.442,1.017
43.472,1.010
43.502,1.002
43.532,1.009
43.562,1.006
43.592,1.010
43.622,1.008
43.652,1.016
43.682,1.012
43.712,1.014
43.742,1.015
43.772,1.011
43.802,0.998
43.832,1.012
43.862,1.008
43.892,1.005
43.922,1.009
43.952,1.004
43.982,1.004
44.012,1.006
44.042,1.015
44.072,1.010
44.102,1.009
44.132,1.004
44.162,1.002
44.192,1.010
44.222,1.010
44.252,1.006
44.282,1.008
44.312,1.008
44.342,1.006
44.372,1.009
44.402,1.008
44.432,1.014
44.462,1.014
44.492,1.009
44.522,1.015
44.552,1.014
44.582,1.013
44.612,1.020
44.642,1.025
44.672,1.006
44.702,1.006
44.732,1.003
44.762,1.004
44.792,1.001
44.822,1.012
44.852,1.024
44.882,0.994
44.912,1.003
44.942,1.006
44.972,1.003
45.002,1.004
45.032,1.009
45.062,1.004
45.092,1.006
45.122,1.013
45.152,1.010
45.182,1.019
45.212,1.030
45.242,1.020
45.272,1.014
45.302,1.007
45.332,1.010
45.362,1.003
45.392,1.013
45.422,1.013
45.452,1.013
45.482,1.016
45.512,1.014
45.542,1.013
45.572,1.012
45.602,1.005
45.632,1.013
45.662,1.014
45.692,1.014
45.722,1.026
45.752,1.018
45.782,1.021
45.812,1.009
45.842,1.012
45.872,1.010
45.902,1.019
45.932,1.017
45.962,1.012
45.992,1.019
46.022,1.016
46.052,1.016
46.082,1.018
46.112,1.021
46.142,1.016
46.172,1.015
46.202,1.015
46.232,1.010
46.262,1.012
46.292,1.011
46.322,1.014
46.352,1.007
46.382,1.014
46.412,1.016
46.442,1.018
46.472,1.018
46.502,1.018
46.532,1.013
46.562,1.015
46.592,1.020
46.622,1.015
46.652,1.016
46.682,1.012
46.712,1.012
46.742,1.012
46.772,1.010
46.802,1.015
46.832,1.014
46.862,1.019
46.892,1.007
46.922,1.012
46.952,1.019
46.982,1.016
47.012,1.016
47.042,1.016
47.072,1.010
47.102,1.010
47.132,1.007
47.162,1.012
47.192,1.021
47.222,1.015
47.252,1.010
47.282,1.017
47.312,1.014
47.342,1.018
47.372,1.017
47.402,1.015
47.432,1.011
47.462,1.010
47.492,1.017
47.522,1.019
47.552,1.011
47.582,1.016
47.612,1.012
47.642,1.012
47.672,1.010
47.702,1.013
47.732,1.023
47.762,1.013
47.792,1.014
47.822,1.012
47.852,1.016
47.882,1.010
47.912,1.019
47.942,1.019
47.972,1.011
48.002,1.012
48.032,1.016
48.062,1.021
48.092,1.017
48.122,1.015
48.152,1.018
48.182,1.015
48.212,1.013
48.242,1.010
48.272,1.013
48.302,1.015
48.332,1.014
48.362,1.014
48.392,1.011
48.422,1.016
48.452,1.014
48.482,1.017
48.512,1.019
48.542,1.016
48.572,1.011
48.602,1.013
48.632,1.018
48.662,1.014
48.692,1.004
48.722,1.015
48.752,1.013
48.782,1.011
48.812,1.015
48.842,1.012
48.872,1.018
48.902,1.017
48.932,1.015
48.962,1.014
48.992,1.011
49.022,1.016
49.052,1.019
49.082,1.017
49.112,1.013
49.142,1.012
49.172,1.009
49.202,1.009
49.232,1.017
49.262,1.021
49.292,1.013
49.322,1.013
49.352,1.013
49.382,1.013
49.412,1.017
49.442,1.014
49.472,1.018
49.502,1.017
49.532,1.019
49.562,1.012
49.592,1.011
49.622,1.014
49.652,1.019
49.682,1.017
49.712,1.014
49.742,1.014
49.772,1.007
49.802,1.012
49.832,1.019
49.862,1.020
49.892,1.014
49.922,1.016
49.952,1.012
49.982,1.015
50.012,1.013
50.042,1.013
50.072,1.018
50.102,1.015
50.132,1.009
50.162,1.013
50.192,1.012
50.222,1.018
50.252,1.015
50.282,1.018
50.312,1.012
50.342,1.016
50.372,1.008
50.402,1.008
50.432,1.018
50.462,1.018
50.492,1.011
50.522,1.011
50.552,1.011
50.582,1.015
50.612,1.014
50.642,1.016
50.672,1.018
50.702,1.016
50.732,1.013
50.762,1.010
50.792,1.014
50.822,1.020
50.852,1.015
50.882,1.016
50.912,1.015
50.942,1.015
50.972,1.011
51.002,1.009
51.032,1.020
51.062,1.015
51.092,1.016
51.122,1.018
51.152,1.009
51.182,1.011
51.212,1.016
51.242,1.017
51.272,1.015
51.302,1.016
51.332,1.012
51.362,1.013
51.392,1.014
51.422,1.019
51.452,1.017
51.482,1.018
51.512,1.014
51.542,1.011
51.572,1.010
51.602,1.014
51.632,1.020
51.662,1.016
51.692,1.016
51.722,1.016
51.752,1.012
51.782,1.013
51.812,1.016
51.842,1.020
51.872,1.017
51.902,1.014
51.932,1.011
51.962,1.013
51.992,1.015
52.022,1.019
52.052,1.014
52.082,1.014
52.112,1.016
52.142,1.008
52.172,1.006
52.202,1.011
52.232,1.018
52.262,1.013
52.292,1.016
52.322,1.016
52.352,1.017
52.382,1.013
52.412,1.016
52.442,1.014
52.472,1.012
52.502,1.015
52.532,1.013
52.562,1.013
52.592,1.010
52.622,1.013
52.652,1.020
52.682,1.014
52.712,1.015
52.742,1.012
52.772,1.009
52.802,1.007
52.832,1.017
52.862,1.019
52.892,1.011
52.922,1.017
52.952,1.012
52.982,1.016
53.012,1.017
53.042,1.013
53.072,1.015
53.102,1.014
53.132,1.016
53.162,1.013
53.192,1.012
53.222,1.009
53.252,1.014
53.282,1.017
53.312,1.017
53.342,1.014
53.372,1.013
53.402,1.008
53.432,1.006
53.462,1.019
53.492,1.018
53.522,1.012
53.552,1.013
53.582,1.014
53.612,1.011
53.642,1.014
53.672,1.018
53.702,1.020
53.732,1.016
53.762,1.011
53.792,1.010
53.822,1.010
53.852,1.019
53.882,1.020
53.912,1.016
53.942,1.013
53.972,1.016
54.002,1.005
54.032,1.009
54.062,1.020
54.092,1.020
54.122,1.015
54.152,1.010
54.182,1.011
54.212,1.015
54.242,1.012
54.272,1.012
54.302,1.019
54.332,1.015
54.362,1.015
54.392,1.011
54.422,1.013
54.452,1.015
54.482,1.021
54.512,1.011
54.542,1.014
54.572,1.002
54.602,1.013
54.632,1.024
54.662,1.019
54.692,1.017
54.722,1.015
54.752,1.007
54.782,1.012
54.812,1.009
54.842,1.013
54.872,1.021
54.902,1.013
54.932,1.013
54.962,1.010
54.992,1.015
55.022,1.014
55.052,1.017
55.082,1.016
55.112,1.018
55.142,1.007
55.172,1.012
55.202,1.018
55.232,1.016
55.262,1.014
55.292,1.013
55.322,1.011
55.352,1.013
55.382,1.011
55.412,1.016
55.442,1.015
55.472,1.016
55.502,1.012
55.532,1.014
55.562,1.017
55.592,1.016
55.622,1.015
55.652,1.013
55.682,1.011
55.712,1.006
55.742,1.015
55.772,1.019
55.802,1.015
55.832,1.016
55.862,1.010
55.892,1.016
55.922,1.016
55.952,1.014
55.982,1.018
56.012,1.017
56.042,1.018
56.072,1.010
56.102,1.011
56.132,1.015
