df_hash,22ZHK4.JCYLLW
365.850,775
366.571,800
367.548,900
368.667,975
369.645,1050
370.766,1055
371.630,1050
372.427,830
373.249,835
374.224,870
375.200,935
376.174,985
377.149,1010
378.271,1035
379.103,1035
380.026,825
380.767,865
381.732,920
382.707,965
383.682,970
384.511,925
385.339,905
386.315,885
387.149,850
388.022,840
388.801,860
389.488,875
390.364,715
391.194,770
392.022,835
392.994,910
393.825,935
394.651,865
395.480,875
396.162,800
396.991,755
397.820,780
398.797,810
399.526,850
400.355,895
401.335,885
402.012,865
402.890,820
403.670,820
404.498,850
405.327,840
406.157,835
407.131,865
408.106,905
409.108,945
409.910,960
410.939,925
411.713,925
412.543,905
413.420,875
414.346,835
415.226,910
416.156,905
417.165,940
417.953,930
418.977,905
419.668,885
420.488,820
421.317,770
422.146,815
422.975,815
423.806,860
424.486,805
425.610,835
426.290,865
427.268,925
428.240,910
429.215,965
430.190,1010
431.168,990
432.034,990
432.972,915
433.846,875
434.528,845
435.357,790
436.283,820
437.165,905
438.136,940
439.062,915
440.043,955
440.928,970
441.867,925
442.718,875
443.698,925
444.620,925
445.598,990
446.584,1010
447.545,935
448.421,960
449.348,950
450.179,890
451.055,855
452.030,920
452.956,915
453.931,935
454.808,965
455.735,945
456.614,925
457.148,875
457.539,520
458.416,370
459.391,900
460.220,920
461.052,875
462.025,930
462.998,970
463.973,960
464.802,955
465.631,850
466.314,865
466.367,700
466.482,10
466.606,220
468.410,910
469.238,860
470.067,870
470.896,870
471.875,905
472.846,935
473.821,950
474.796,955
475.625,950
476.600,965
477.428,905
478.111,875
478.940,725
479.821,800
480.743,850
481.719,975
482.694,930
482.748,985
483.963,10
485.083,1280
486.886,1070
487.179,1880
488.840,250
488.985,1740
