df_hash,22ZHK4.JCYLLW
392.092,0.450
393.007,0.450
393.923,0.460
395.492,0.460
402.061,0.450
402.913,0.450
403.721,0.450
404.603,0.440
405.379,0.430
406.207,0.430
407.329,0.430
408.206,0.430
409.130,0.430
409.959,0.430
410.945,0.430
411.762,0.430
413.520,0.430
414.641,0.430
416.450,0.430
418.005,0.430
418.984,0.430
419.813,0.430
420.542,0.420
421.564,0.420
423.026,0.420
426.346,0.420
427.417,0.420
428.438,0.420
429.221,0.420
430.196,0.420
431.415,0.420
432.049,0.420
433.025,0.420
433.853,0.410
434.675,0.410
435.510,0.400
436.481,0.400
437.313,0.400
438.188,0.390
439.212,0.380
440.098,0.370
440.971,0.370
441.893,0.370
442.767,0.370
443.897,0.370
444.671,0.380
445.716,0.380
446.621,0.390
447.598,0.390
448.428,0.380
449.497,0.380
450.190,0.380
451.301,0.380
452.081,0.380
453.054,0.380
454.029,0.380
454.959,0.380
455.786,0.380
456.665,0.380
457.200,0.390
459.442,0.390
460.271,0.390
461.101,0.390
462.036,0.390
463.055,0.390
464.023,0.390
464.951,0.380
465.683,0.380
466.362,0.380
469.290,0.380
471.043,0.380
471.926,0.380
472.995,0.380
474.017,0.380
474.847,0.380
475.921,0.380
476.651,0.380
477.529,0.380
478.162,0.380
479.037,0.380
481.037,0.370
481.770,0.370
482.743,0.380
