df_hash,22ZHK4.JCYLLW
429.610,76
431.021,82
431.706,86
432.609,89
433.801,83
434.777,73
435.555,67
436.774,75
437.700,80
438.578,71
439.749,74
440.920,84
441.554,92
442.867,88
443.693,85
444.526,86
445.748,86
446.579,80
447.502,86
448.674,90
449.550,90
450.475,82
451.645,80
452.569,83
453.447,85
454.617,84
455.543,90
456.425,91
457.837,68
458.662,63
459.691,62
460.564,62
461.587,62
462.368,68
463.830,82
464.512,80
465.350,86
466.563,78
467.470,75
468.317,79
469.556,83
470.414,80
471.292,80
472.556,84
473.386,82
474.264,84
475.483,89
476.359,93
477.285,93
478.845,83
479.333,57
480.214,59
481.429,69
482.307,57
483.233,57
484.403,5
485.281,45
486.207,23
487.379,0
488.303,15
489.277,16
