df_hash,22ZHK4.JCYLLW
393.058,0.521
393.931,0.523
395.532,0.523
402.079,0.523
403.037,0.524
403.727,0.523
404.614,0.521
405.388,0.522
406.213,0.521
407.333,0.521
408.212,0.520
409.134,0.520
409.971,0.520
411.037,0.522
411.768,0.523
413.536,0.527
414.645,0.532
416.455,0.532
418.008,0.527
419.026,0.526
419.817,0.530
420.546,0.530
421.567,0.526
423.029,0.526
426.367,0.525
427.432,0.525
428.442,0.525
429.224,0.532
430.200,0.537
431.419,0.541
432.055,0.543
433.031,0.543
434.041,0.542
434.679,0.539
435.520,0.539
436.485,0.539
437.317,0.539
438.202,0.542
439.222,0.543
440.106,0.543
440.976,0.543
442.036,0.543
442.771,0.543
443.904,0.546
444.677,0.548
445.721,0.551
446.865,0.555
447.604,0.555
448.435,0.556
449.503,0.556
450.196,0.558
451.305,0.560
452.085,0.562
453.057,0.565
454.040,0.567
454.963,0.567
455.793,0.571
456.669,0.575
457.204,0.577
459.449,0.580
460.275,0.580
461.106,0.580
462.039,0.580
463.094,0.580
464.026,0.577
464.955,0.575
465.707,0.573
466.366,0.573
469.297,0.575
471.053,0.573
471.930,0.569
472.998,0.561
474.022,0.556
474.851,0.549
475.931,0.541
476.656,0.538
477.532,0.537
478.170,0.537
479.041,0.537
481.045,0.535
481.773,0.537
482.746,0.537
