df_hash,22ZHK4.Z5RDGQ
260.566,610
260.570,250
260.618,10
260.621,10
260.859,10
261.395,255
262.078,585
262.663,610
263.498,625
263.930,615
264.613,620
265.154,625
265.734,640
266.420,600
267.252,650
267.392,640
268.220,360
268.757,835
269.048,595
269.488,230
270.024,360
270.170,555
270.173,175
270.177,25
270.560,10
271.151,380
271.876,535
271.982,585
272.266,335
272.949,260
273.095,640
273.098,185
273.195,10
274.228,390
274.460,700
274.508,255
274.512,20
274.560,15
274.563,15
274.753,25
275.436,255
276.215,680
276.702,675
277.385,655
277.970,600
278.213,675
278.217,170
278.220,20
278.652,15
278.945,435
278.948,270
279.385,10
279.923,355
280.603,670
280.992,705
280.996,420
281.190,10
281.285,215
282.555,650
283.089,585
283.822,615
284.365,615
285.051,650
285.721,695
286.452,675
286.696,750
287.431,230
287.574,480
287.817,310
288.508,340
289.085,735
289.378,445
289.475,325
289.485,170
289.624,10
289.632,10
289.913,10
290.596,435
291.478,705
292.190,745
292.839,715
293.521,680
294.207,770
294.935,690
295.617,670
296.300,745
296.984,675
297.713,675
298.280,685
298.932,630
299.712,685
300.346,730
301.028,700
301.759,715
302.442,655
302.978,630
303.661,625
304.392,655
305.034,670
305.611,635
306.342,705
307.024,700
307.711,655
308.292,670
308.975,650
309.657,665
310.242,675
311.071,650
311.607,725
312.290,625
312.874,650
313.557,640
314.324,600
314.824,615
315.068,670
315.074,325
315.117,15
315.218,20
315.360,245
316.628,625
316.774,640
317.116,155
317.311,45
317.846,445
318.578,645
319.261,635
319.797,655
320.487,660
321.210,660
322.017,755
322.673,635
323.307,690
323.859,755
325.110,560
325.939,1245
326.622,815
327.304,735
327.987,720
328.718,665
329.401,675
330.177,675
330.674,655
331.206,605
331.886,620
332.578,655
333.983,650
333.986,1315
333.991,180
334.001,25
334.132,15
334.421,10
335.104,395
335.787,655
336.469,655
337.054,670
337.736,680
338.419,685
339.150,650
339.687,660
340.369,650
340.954,620
341.686,640
342.221,660
342.904,620
343.635,670
344.466,610
344.903,650
345.565,675
346.073,675
346.805,635
347.633,710
348.315,710
348.998,705
349.147,700
349.193,220
349.195,10
349.199,10
349.316,30
349.339,15
349.583,15
350.314,330
350.801,655
351.730,600
352.152,630
352.751,665
353.336,645
353.881,610
354.555,595
355.289,620
355.969,685
356.840,665
356.944,765
356.948,255
357.090,10
357.334,125
357.919,280
358.668,650
359.284,660
359.869,650
360.600,630
361.234,650
361.917,695
362.063,685
362.066,185
362.112,15
362.117,10
363.379,15
364.013,1155
364.696,675
365.280,710
365.963,680
366.791,690
367.398,765
368.060,625
368.595,650
369.328,635
369.863,615
370.546,625
370.691,615
370.695,180
370.840,15
371.130,10
371.959,450
372.642,745
372.934,695
373.227,265
373.910,365
374.445,610
375.031,590
375.284,585
375.287,225
375.642,10
376.116,330
376.688,580
377.423,580
377.955,605
378.638,660
379.321,655
380.003,675
380.588,685
381.271,635
381.953,675
382.651,725
383.367,660
383.952,650
384.488,625
385.170,625
385.855,645
386.444,635
387.124,605
387.656,660
388.343,670
389.085,640
389.757,700
390.435,765
391.167,695
391.849,685
392.385,610
392.971,590
393.517,620
394.190,545
394.775,625
395.457,620
395.993,645
396.750,645
397.260,635
398.089,640
398.674,725
399.366,595
399.893,675
400.624,650
401.307,695
402.148,710
402.672,750
403.501,650
404.232,755
404.914,665
405.599,720
406.182,710
406.947,660
407.547,670
408.132,665
408.825,625
409.497,650
410.184,685
410.472,680
410.914,270
411.447,315
411.983,650
412.568,605
413.252,610
413.836,600
414.518,620
415.084,625
415.640,605
416.322,615
416.859,610
417.443,605
418.126,615
418.662,610
419.247,615
419.930,595
420.515,615
421.197,655
421.885,675
422.416,645
422.709,635
423.147,205
423.686,395
424.512,645
425.195,815
425.929,710
426.468,635
427.047,620
427.729,580
428.266,615
428.851,605
429.680,635
430.365,760
431.099,730
431.630,630
432.313,660
433.007,605
434.411,695
434.799,1230
435.383,585
435.920,620
436.456,570
437.041,580
437.724,590
438.406,615
439.235,670
439.966,840
440.648,730
441.185,685
441.927,655
442.452,605
442.989,600
443.721,620
444.403,670
445.133,710
445.670,640
446.224,580
446.498,595
446.897,230
447.474,395
448.156,640
448.843,690
449.525,670
450.111,660
450.795,655
451.471,695
452.203,665
453.041,655
453.421,630
454.006,625
454.689,645
455.372,655
456.054,695
456.785,675
457.322,655
458.004,640
458.735,660
459.429,680
460.106,725
460.834,705
461.520,715
462.050,660
462.736,660
463.464,665
464.006,625
464.683,630
465.269,640
465.956,665
466.632,690
467.415,655
467.900,630
468.584,635
469.267,660
469.858,670
470.586,680
471.225,655
471.996,645
472.631,690
473.312,795
474.046,690
474.286,670
474.725,215
475.408,420
475.411,755
475.944,10
476.094,550
476.142,210
477.211,395
477.821,660
478.479,610
479.162,630
479.746,680
480.429,625
481.115,675
481.699,640
482.285,610
482.916,620
483.456,645
484.183,620
484.720,660
485.402,595
486.036,605
486.235,620
486.669,305
487.205,310
487.937,650
488.473,600
489.010,595
489.740,665
489.984,630
490.472,255
490.960,400
491.691,665
491.788,620
491.791,185
491.838,15
491.937,10
492.228,10
492.812,390
493.495,605
494.031,580
494.617,595
495.298,615
495.689,655
495.981,360
496.719,310
496.811,700
496.818,10
496.848,135
497.497,455
498.491,265
499.052,925
499.735,675
500.426,640
500.563,670
501.148,240
501.594,435
502.221,545
502.806,665
503.646,600
503.689,820
504.073,10
504.756,410
505.487,645
506.075,600
506.568,680
506.950,595
507.243,375
508.522,290
509.192,1320
510.461,660
510.996,1215
511.586,595
512.268,600
512.566,610
512.800,295
513.483,360
514.067,655
514.070,580
514.214,10
514.360,190
515.432,440
516.018,655
516.701,635
517.237,655
518.212,600
518.504,920
519.494,360
520.112,660
