df_hash,22ZHK4.Z7HMM1
15.352,0.848
15.382,0.959
15.412,1.066
15.442,1.072
15.472,1.104
15.502,1.026
15.532,1.021
15.562,1.085
15.592,1.071
15.622,0.866
15.652,0.916
15.682,1.135
15.712,1.139
15.742,0.943
15.772,0.949
15.802,0.910
15.832,0.727
15.862,0.792
15.892,0.903
15.922,0.901
15.952,0.845
15.982,0.884
16.012,1.035
16.042,0.999
16.072,0.994
16.102,1.008
16.132,0.954
16.162,0.981
16.192,0.991
16.222,0.979
16.252,0.919
16.282,0.962
16.312,1.004
16.342,1.009
16.372,1.018
16.402,1.007
16.432,0.992
16.462,0.972
16.492,0.967
16.522,0.970
16.552,0.959
16.582,0.931
16.612,0.980
16.642,0.956
16.672,0.979
16.702,0.960
16.732,0.954
16.762,1.008
16.792,1.007
16.822,0.913
16.852,0.960
16.882,0.869
16.912,0.982
16.942,1.006
16.972,0.895
17.002,0.987
17.032,0.964
17.062,0.958
17.092,1.022
17.122,0.952
17.152,0.893
17.182,0.907
17.212,0.982
17.242,0.947
17.272,1.001
17.302,1.038
17.332,1.017
17.362,0.968
17.392,0.933
17.422,0.945
17.452,0.951
17.482,0.928
17.512,0.858
17.542,0.966
17.572,0.994
17.602,0.978
17.632,1.004
17.662,0.984
17.692,0.930
17.722,0.917
17.752,0.937
17.782,0.839
17.812,0.964
17.842,0.995
17.872,1.114
17.902,0.984
17.932,0.997
17.962,1.032
17.992,1.031
18.022,0.971
18.052,0.947
18.082,0.961
18.112,0.973
18.142,0.956
18.172,0.989
18.202,0.958
18.232,0.950
18.262,0.937
18.292,0.954
18.322,0.955
18.352,0.950
18.382,0.967
18.412,0.935
18.442,0.967
18.472,0.998
18.502,0.978
18.532,0.953
18.562,0.968
18.592,0.951
18.622,0.955
18.652,0.938
18.682,0.957
18.712,0.961
18.742,0.961
18.772,0.968
18.802,0.937
18.832,0.943
18.862,0.957
18.892,0.969
18.922,0.941
18.952,0.952
18.982,0.980
19.012,0.973
19.042,0.994
19.072,0.972
19.102,0.987
19.132,0.961
19.162,0.944
19.192,0.901
19.222,0.917
19.252,0.930
19.282,0.950
19.312,0.986
19.342,1.031
19.372,1.016
19.402,0.963
19.432,0.938
19.462,0.937
19.492,0.937
19.522,0.963
19.552,0.984
19.582,0.971
19.612,0.975
19.642,0.962
19.672,0.948
19.702,0.950
19.732,0.957
19.762,0.962
19.792,0.963
19.822,0.970
19.852,0.977
19.882,0.957
19.912,0.951
19.942,0.958
19.972,0.969
20.002,0.971
20.032,0.951
20.062,0.960
20.092,0.974
20.122,0.964
20.152,0.959
20.182,0.965
20.212,0.969
20.242,0.965
20.272,0.973
20.302,0.965
20.332,0.965
20.362,0.966
20.392,0.973
20.422,0.975
20.452,0.977
20.482,0.976
20.512,0.967
20.542,0.967
20.572,0.965
20.602,0.968
20.632,0.963
20.662,0.961
20.692,0.975
20.722,0.965
20.752,0.959
20.782,0.964
20.812,0.965
20.842,0.962
20.872,0.970
20.902,0.968
20.932,0.964
20.962,0.964
20.992,0.966
21.022,0.962
21.052,0.963
21.082,0.967
21.112,0.968
21.142,0.961
21.172,0.960
21.202,0.965
21.232,0.968
21.262,0.968
21.292,0.971
21.322,0.967
21.352,0.962
21.382,0.961
21.412,0.964
21.442,0.967
21.472,0.966
21.502,0.963
21.532,0.967
21.562,0.974
21.592,0.970
21.622,0.967
21.652,0.964
21.682,0.966
21.712,0.958
21.742,0.961
21.772,0.965
21.802,0.979
21.832,0.967
21.862,0.964
21.892,0.967
21.922,0.967
21.952,0.961
21.982,0.964
22.012,0.963
22.042,0.963
22.072,0.966
22.102,0.968
22.132,0.961
22.162,0.962
22.192,0.965
22.222,0.968
22.252,0.959
22.282,0.962
22.312,0.970
22.342,0.970
22.372,0.967
22.402,0.965
22.432,0.964
22.462,0.962
22.492,0.971
22.522,0.958
22.552,0.959
22.582,0.974
22.612,0.970
22.642,0.967
22.672,0.968
22.702,0.962
22.732,0.953
22.762,0.960
22.792,0.967
22.822,0.965
22.852,0.971
22.882,0.965
22.912,0.965
22.942,0.968
22.972,0.967
23.002,0.964
23.032,0.963
23.062,0.963
23.092,0.967
23.122,0.969
23.152,0.962
23.182,0.961
23.212,0.964
23.242,0.964
23.272,0.961
23.302,0.965
23.332,0.964
23.362,0.963
23.392,0.964
23.422,0.966
23.452,0.959
23.482,0.961
23.512,0.973
23.542,0.966
23.572,0.967
23.602,0.967
23.632,0.959
23.662,0.954
23.692,0.964
23.722,0.970
23.752,0.962
23.782,0.967
23.812,0.968
23.842,0.964
23.872,0.966
23.902,0.963
23.932,0.964
23.962,0.964
23.992,0.967
24.022,0.967
24.052,0.963
24.082,0.958
24.112,0.968
24.142,0.974
24.172,0.972
24.202,0.968
24.232,0.958
24.262,0.964
24.292,0.959
24.322,0.961
24.352,0.964
24.382,0.960
24.412,0.968
24.442,0.968
24.472,0.968
24.502,0.969
24.532,0.960
24.562,0.963
24.592,0.961
24.622,0.968
24.652,0.970
24.682,0.970
24.712,0.967
24.742,0.964
24.772,0.963
24.802,0.965
24.832,0.964
24.862,0.973
24.892,0.956
24.922,0.967
24.952,0.958
24.982,0.952
25.012,0.955
25.042,0.955
25.072,0.969
25.102,0.970
25.132,0.978
25.162,0.972
25.192,0.969
25.222,0.958
25.252,1.026
25.282,0.995
25.312,0.968
25.342,0.964
25.372,0.964
25.402,0.963
25.432,0.960
25.462,0.970
25.492,0.959
25.522,0.953
25.552,0.955
25.582,0.958
25.612,0.955
25.642,0.972
25.672,0.957
25.702,0.939
25.732,0.940
25.762,0.923
25.792,0.933
25.822,0.947
25.852,0.960
25.882,0.974
25.912,0.960
25.942,0.958
25.972,0.979
26.002,0.986
26.032,0.993
26.062,0.966
26.092,0.959
26.122,0.970
26.152,0.961
26.182,0.952
26.212,0.958
26.242,0.958
26.272,0.965
26.302,0.998
26.332,1.013
26.362,0.976
26.392,0.970
26.422,0.948
26.452,0.920
26.482,0.932
26.512,0.938
26.542,0.948
26.572,0.969
26.602,0.968
26.632,0.971
26.662,0.963
26.692,0.954
26.722,0.957
26.752,0.966
26.782,0.963
26.812,0.953
26.842,0.952
26.872,0.949
26.902,0.945
26.932,0.960
26.962,0.962
26.992,0.971
27.022,0.976
27.052,0.959
27.082,0.967
27.112,0.968
27.142,0.951
27.172,0.939
27.202,0.962
27.232,0.967
27.262,0.962
27.292,0.968
27.322,0.981
27.352,0.955
27.382,0.949
27.412,0.955
27.442,0.963
27.472,0.953
27.502,0.951
27.532,0.960
27.562,0.963
27.592,0.949
27.622,0.958
27.652,0.959
27.682,0.959
27.712,0.964
27.742,0.961
27.772,0.957
27.802,0.960
27.832,0.960
27.862,0.959
27.892,0.962
27.922,0.957
27.952,0.954
27.982,0.954
28.012,0.956
28.042,0.954
28.072,0.950
28.102,0.951
28.132,0.964
28.162,0.967
28.192,0.958
28.222,0.957
28.252,0.955
28.282,0.956
28.312,0.963
28.342,0.961
28.372,0.953
28.402,0.966
28.432,0.955
28.462,0.931
28.492,0.938
28.522,0.948
28.552,0.970
28.582,0.977
28.612,0.981
28.642,0.977
28.672,0.967
28.702,0.953
28.732,0.950
28.762,0.953
28.792,0.952
28.822,0.956
28.852,0.963
28.882,0.957
28.912,0.966
28.942,0.962
28.972,0.956
29.002,0.958
29.032,0.954
29.062,0.953
29.092,0.958
29.122,0.958
29.152,0.957
29.182,0.963
29.212,0.961
29.242,0.958
29.272,0.958
29.302,0.957
29.332,0.958
29.362,0.956
29.392,0.962
29.422,0.962
29.452,0.956
29.482,0.958
29.512,0.960
29.542,0.958
29.572,0.959
29.602,0.963
29.632,0.949
29.662,0.904
29.692,0.944
29.722,0.962
29.752,0.985
29.782,0.985
29.812,0.995
29.842,0.976
29.872,0.962
29.902,0.964
29.932,0.957
29.962,0.948
29.992,0.958
30.022,0.957
30.052,0.954
30.082,0.957
30.112,0.962
30.142,0.963
30.172,0.962
30.202,0.961
30.232,0.959
30.262,0.960
30.292,0.962
30.322,0.961
30.352,0.961
30.382,0.959
30.412,0.959
30.442,0.962
30.472,0.957
30.502,0.957
30.532,0.959
30.562,0.961
30.592,0.960
30.622,0.959
30.652,0.961
30.682,0.961
30.712,0.957
30.742,0.960
30.772,0.958
30.802,0.954
30.832,0.954
30.862,0.960
30.892,0.967
30.922,0.968
30.952,0.964
30.982,0.960
31.012,0.953
31.042,0.951
31.072,0.961
31.102,0.966
31.132,0.962
31.162,0.964
31.192,0.959
31.222,0.959
31.252,0.961
31.282,0.960
31.312,0.961
31.342,0.958
31.372,0.953
31.402,0.960
31.432,0.961
31.462,0.954
31.492,0.959
31.522,0.962
31.552,0.958
31.582,0.958
31.612,0.962
31.642,0.956
31.672,0.962
31.702,0.950
31.732,0.958
31.762,0.960
31.792,0.965
31.822,0.963
31.852,0.959
31.882,0.958
31.912,0.958
31.942,0.958
31.972,0.960
32.002,0.957
32.032,0.961
32.062,0.958
32.092,0.951
32.122,0.961
32.152,0.963
32.182,0.960
32.212,0.963
32.242,0.963
32.272,0.961
32.302,0.961
32.332,0.957
32.362,0.952
32.392,0.953
32.422,0.952
32.452,0.953
32.482,0.958
32.512,0.954
32.542,0.953
32.572,0.946
32.602,0.963
32.632,0.962
32.662,0.958
32.692,0.977
32.722,0.966
32.752,0.964
32.782,0.965
32.812,0.945
32.842,0.951
32.872,0.963
32.902,0.958
32.932,0.977
32.962,0.984
32.992,0.963
33.022,0.966
33.052,0.967
33.082,0.956
33.112,0.961
33.142,0.964
33.172,0.958
33.202,0.964
33.232,0.950
33.262,0.956
33.292,0.960
33.322,0.962
33.352,0.952
33.382,0.954
33.412,0.961
33.442,0.962
33.472,0.957
33.502,0.969
33.532,0.972
33.562,0.960
33.592,0.960
33.622,0.952
33.652,0.955
33.682,0.946
33.712,0.955
33.742,0.961
33.772,0.958
33.802,0.959
33.832,0.956
33.862,0.960
33.892,0.951
33.922,0.956
33.952,0.966
33.982,0.963
34.012,0.957
34.042,0.958
34.072,0.958
34.102,0.966
34.132,0.958
34.162,0.950
34.192,0.962
34.222,0.970
34.252,0.961
34.282,0.953
34.312,0.957
34.342,0.964
34.372,0.959
34.402,0.953
34.432,0.958
34.462,0.959
34.492,0.961
34.522,0.958
34.552,0.957
34.582,0.964
34.612,0.958
34.642,0.958
34.672,0.964
34.702,0.964
34.732,0.959
34.762,0.958
34.792,0.952
34.822,0.953
34.852,0.963
34.882,0.958
34.912,0.956
34.942,0.956
34.972,0.957
35.002,0.961
35.032,0.958
35.062,0.957
35.092,0.956
35.122,0.960
35.152,0.959
35.182,0.961
35.212,0.951
35.242,0.956
35.272,0.958
35.302,0.964
35.332,0.953
35.362,0.957
35.392,0.962
35.422,0.969
35.452,0.961
35.482,0.956
35.512,0.958
35.542,0.956
35.572,0.959
35.602,0.961
35.632,0.957
35.662,0.964
35.692,0.960
35.722,0.955
35.752,0.958
35.782,0.959
35.812,0.953
35.842,0.957
35.872,0.961
35.902,0.958
35.932,0.955
35.962,0.956
35.992,0.961
36.022,0.957
36.052,0.953
36.082,0.954
36.112,0.966
36.142,0.965
36.172,0.950
36.202,0.958
36.232,0.957
36.262,0.951
36.292,0.957
36.322,0.954
36.352,0.954
36.382,0.959
36.412,0.954
36.442,0.957
36.472,0.959
36.502,0.956
36.532,0.956
36.562,0.958
36.592,0.959
36.622,0.959
36.652,0.954
36.682,0.957
36.712,0.960
36.742,0.959
36.772,0.957
36.802,0.953
36.832,0.958
36.862,0.956
36.892,0.955
36.922,0.960
36.952,0.954
36.982,0.958
37.012,0.959
37.042,0.955
37.072,0.954
37.102,0.955
37.132,0.958
37.162,0.959
37.192,0.962
37.222,0.958
37.252,0.950
37.282,0.952
37.312,0.958
37.342,0.958
37.372,0.956
37.402,0.957
37.432,0.960
37.462,0.956
37.492,0.957
37.522,0.957
37.552,0.954
37.582,0.957
37.612,0.959
37.642,0.956
37.672,0.955
37.702,0.954
37.732,0.958
37.762,0.960
37.792,0.958
37.822,0.954
37.852,0.956
37.882,0.954
37.912,0.954
37.942,0.960
37.972,0.960
38.002,0.961
38.032,0.952
38.062,0.951
38.092,0.964
38.122,0.960
38.152,0.961
38.182,0.957
38.212,0.957
38.242,0.948
38.272,0.954
38.302,0.959
38.332,0.961
38.362,0.961
38.392,0.957
38.422,0.956
38.452,0.956
38.482,0.954
38.512,0.959
38.542,0.953
38.572,0.956
38.602,0.964
38.632,0.957
38.662,0.958
38.692,0.953
38.722,0.959
38.752,0.957
38.782,0.958
38.812,0.952
38.842,0.954
38.872,0.960
38.902,0.962
38.932,0.963
38.962,0.942
38.992,0.947
39.022,0.970
39.052,0.968
39.082,0.958
39.112,0.957
39.142,0.957
39.172,0.954
39.202,0.958
39.232,0.960
39.262,0.955
39.292,0.964
39.322,0.962
39.352,0.954
39.382,0.957
39.412,0.958
39.442,0.959
39.472,0.964
39.502,0.963
39.532,0.957
39.562,0.954
39.592,0.956
39.622,0.957
39.652,0.959
39.682,0.958
39.712,0.955
39.742,0.952
39.772,0.965
39.802,0.965
39.832,0.959
39.862,0.958
39.892,0.954
39.922,0.947
39.952,0.956
39.982,0.953
40.012,0.951
40.042,0.958
40.072,0.951
40.102,0.957
40.132,0.958
40.162,0.956
40.192,0.955
40.222,0.962
40.252,0.959
40.282,0.953
40.312,0.955
40.342,0.956
40.372,0.967
40.402,0.957
40.432,0.948
40.462,0.953
40.492,0.965
40.522,0.961
40.552,0.962
40.582,0.957
40.612,0.952
40.642,0.949
40.672,0.954
40.702,0.952
40.732,0.954
40.762,0.957
40.792,0.958
40.822,0.957
40.852,0.961
40.882,0.950
40.912,0.960
40.942,0.958
40.972,0.958
41.002,0.956
41.032,0.959
41.062,0.959
41.092,0.957
41.122,0.959
41.152,0.969
41.182,0.958
41.212,0.948
41.242,0.957
41.272,0.966
41.302,0.958
41.332,0.963
41.362,0.964
41.392,0.963
41.422,0.964
41.452,0.959
41.482,0.958
41.512,0.953
41.542,0.957
41.572,0.957
41.602,0.957
41.632,0.955
41.662,0.952
41.692,0.947
41.722,0.957
41.752,0.957
41.782,0.952
41.812,0.960
41.842,0.964
41.872,0.961
41.902,0.958
41.932,0.956
41.962,0.958
41.992,0.950
42.022,0.948
42.052,0.962
42.082,0.963
42.112,0.956
42.142,0.955
42.172,0.949
42.202,0.956
42.232,0.958
42.262,0.958
42.292,0.955
42.322,0.958
42.352,0.960
42.382,0.959
42.412,0.958
42.442,0.951
42.472,0.956
42.502,0.959
42.532,0.961
42.562,0.958
42.592,0.955
42.622,0.960
42.652,0.959
42.682,0.956
42.712,0.958
42.742,0.954
42.772,0.961
42.802,0.961
42.832,0.955
42.862,0.961
42.892,0.957
42.922,0.958
42.952,0.959
42.982,0.956
43.012,0.954
43.042,0.956
43.072,0.954
43.102,0.953
43.132,0.961
43.162,0.955
43.192,0.956
43.222,0.957
43.252,0.954
43.282,0.957
43.312,0.959
43.342,0.959
43.372,0.957
43.402,0.958
43.432,0.958
43.462,0.960
43.492,0.959
43.522,0.956
43.552,0.954
43.582,0.949
43.612,0.957
43.642,0.965
43.672,0.962
43.702,0.956
43.732,0.957
43.762,0.953
43.792,0.953
43.822,0.962
43.852,0.962
43.882,0.960
43.912,0.960
43.942,0.958
43.972,0.961
44.002,0.957
44.032,0.956
44.062,0.957
44.092,0.958
44.122,0.956
44.152,0.958
44.182,0.957
44.212,0.956
44.242,0.958
44.272,0.965
44.302,0.953
44.332,0.949
44.362,0.960
44.392,0.966
44.422,0.958
44.452,0.957
44.482,0.958
44.512,0.955
44.542,0.958
44.572,0.956
44.602,0.952
44.632,0.959
44.662,0.960
44.692,0.955
44.722,0.955
44.752,0.955
44.782,0.957
44.812,0.958
44.842,0.957
44.872,0.956
44.902,0.956
44.932,0.955
44.962,0.958
44.992,0.961
45.022,0.955
45.052,0.955
45.082,0.960
45.112,0.960
45.142,0.960
45.172,0.957
45.202,0.951
45.232,0.955
45.262,0.958
45.292,0.952
45.322,0.955
45.352,0.958
45.382,0.955
45.412,0.960
45.442,0.958
45.472,0.956
45.502,0.949
45.532,0.968
45.562,0.963
45.592,0.947
45.622,0.949
45.652,0.954
45.682,0.959
45.712,0.953
45.742,0.962
45.772,0.966
45.802,1.013
45.832,0.977
45.862,0.965
45.892,0.934
45.922,0.916
45.952,0.927
45.982,0.942
46.012,0.962
46.042,0.967
46.072,0.962
46.102,0.960
46.132,0.964
46.162,0.958
46.192,0.954
46.222,0.956
46.252,0.959
46.282,0.981
46.312,0.966
46.342,0.947
46.372,0.937
46.402,0.949
46.432,0.944
46.462,0.954
46.492,0.958
46.522,0.962
46.552,0.953
46.582,0.955
46.612,0.969
46.642,0.965
46.672,0.965
46.702,0.961
46.732,0.952
46.762,0.938
46.792,0.950
46.822,0.953
46.852,0.962
46.882,0.968
46.912,0.965
46.942,0.955
46.972,0.951
47.002,0.958
47.032,0.958
47.062,0.958
47.092,0.954
47.122,0.943
47.152,0.962
47.182,0.958
47.212,0.961
47.242,0.956
47.272,0.968
47.302,0.952
47.332,0.945
47.362,0.957
47.392,0.966
47.422,0.961
47.452,0.959
47.482,0.953
47.512,0.952
47.542,0.956
47.572,0.966
47.602,0.953
47.632,0.958
47.662,0.960
47.692,0.955
47.722,0.962
47.752,0.958
47.782,0.957
47.812,0.952
47.842,0.955
47.872,0.955
47.902,0.952
47.932,0.955
47.962,0.954
47.992,0.957
48.022,0.952
48.052,0.966
48.082,0.957
48.112,0.952
48.142,0.960
48.172,0.961
48.202,0.958
48.232,0.958
48.262,0.954
48.292,0.952
48.322,0.957
48.352,0.952
48.382,0.952
48.412,0.961
48.442,0.961
48.472,0.958
48.502,0.953
48.532,0.953
48.562,0.958
48.592,0.958
48.622,0.959
48.652,0.956
48.682,0.954
48.712,0.955
48.742,0.958
48.772,0.958
48.802,0.960
48.832,0.953
48.862,0.958
48.892,0.954
48.922,0.953
48.952,0.963
48.982,0.967
49.012,0.955
49.042,0.958
49.072,0.956
49.102,0.952
49.132,0.956
49.162,0.957
49.192,0.946
49.222,0.958
49.252,0.960
49.282,0.960
49.312,0.955
49.342,0.957
49.372,0.959
49.402,0.957
49.432,0.948
49.462,0.949
49.492,0.948
49.522,0.963
49.552,0.977
49.582,0.966
49.612,0.961
49.642,0.950
49.672,0.946
49.702,0.957
49.732,0.962
49.762,0.961
49.792,0.959
49.822,0.965
49.852,0.955
49.882,0.953
49.912,0.965
49.942,0.965
49.972,0.968
50.002,0.958
50.032,0.948
50.062,0.955
50.092,0.953
50.122,0.958
50.152,0.964
50.182,0.959
50.212,0.953
50.242,0.959
50.272,0.957
50.302,0.956
50.332,0.953
50.362,0.961
50.392,0.954
50.422,0.955
50.452,0.966
50.482,0.959
50.512,0.958
50.542,0.958
50.572,0.950
50.602,0.953
50.632,0.959
50.662,0.962
50.692,0.966
50.722,0.963
50.752,0.954
50.782,0.955
50.812,0.960
50.842,0.952
50.872,0.954
50.902,0.958
50.932,0.960
50.962,0.958
50.992,0.955
51.022,0.959
51.052,0.957
51.082,0.960
51.112,0.958
51.142,0.956
51.172,0.956
51.202,0.963
51.232,0.961
51.262,0.955
51.292,0.957
51.322,0.952
51.352,0.954
51.382,0.961
51.412,0.961
51.442,0.961
51.472,0.962
51.502,0.956
51.532,0.955
51.562,0.955
51.592,0.957
51.622,0.961
51.652,0.958
51.682,0.957
51.712,0.958
51.742,0.956
51.772,0.957
51.802,0.961
51.832,0.953
51.862,0.959
51.892,0.953
51.922,0.952
51.952,0.966
51.982,0.965
52.012,0.958
52.042,0.957
52.072,0.952
52.102,0.953
52.132,0.963
52.162,0.956
52.192,0.952
52.222,0.962
52.252,0.956
52.282,0.956
52.312,0.958
52.342,0.959
52.372,0.959
52.402,0.957
52.432,0.955
52.462,0.956
52.492,0.957
52.522,0.955
52.552,0.956
52.582,0.958
52.612,0.957
52.642,0.957
52.672,0.948
52.702,0.952
52.732,0.971
52.762,0.962
52.792,0.956
52.822,0.958
52.852,0.954
52.882,0.951
52.912,0.960
52.942,0.952
52.972,0.955
53.002,0.964
53.032,0.957
53.062,0.958
53.092,0.954
53.122,0.956
53.152,0.964
53.182,0.958
53.212,0.953
53.242,0.961
53.272,0.957
53.302,0.958
53.332,0.960
53.362,0.958
53.392,0.958
53.422,0.955
53.452,0.950
53.482,0.957
53.512,0.968
53.542,0.963
53.572,0.957
53.602,0.956
53.632,0.951
53.662,0.956
53.692,0.961
53.722,0.961
53.752,0.965
53.782,0.963
53.812,0.955
53.842,0.957
53.872,0.952
53.902,0.957
53.932,0.961
53.962,0.956
53.992,0.959
54.022,0.955
54.052,0.956
54.082,0.956
54.112,0.958
54.142,0.958
54.172,0.961
54.202,0.954
54.232,0.962
54.262,0.953
54.292,0.957
54.322,0.963
54.352,0.961
54.382,0.958
54.412,0.958
54.442,0.955
54.472,0.951
54.502,0.961
54.532,0.957
54.562,0.958
54.592,0.962
54.622,0.959
54.652,0.957
54.682,0.956
54.712,0.953
54.742,0.959
54.772,0.959
54.802,0.959
54.832,0.949
54.862,0.972
54.892,0.969
54.922,0.956
54.952,0.941
54.982,0.942
55.012,0.974
55.042,0.988
55.072,0.960
55.102,0.952
55.132,0.944
55.162,0.949
55.192,1.013
55.222,1.005
55.252,0.949
55.282,0.916
55.312,0.940
55.342,0.945
55.372,1.018
55.402,1.040
55.432,0.984
55.462,0.910
55.492,0.928
55.522,0.958
55.552,0.976
55.582,0.979
55.612,0.968
55.642,0.943
55.672,0.946
55.702,0.953
55.732,0.962
55.762,0.966
55.792,0.951
55.822,0.955
55.852,0.947
55.882,0.955
55.912,0.970
55.942,0.962
55.972,0.977
56.002,0.979
56.032,0.840
56.062,0.906
56.092,1.013
56.122,1.023
56.152,0.941
56.182,0.930
56.212,0.956
56.242,0.957
56.272,0.999
56.302,1.009
56.332,1.015
56.362,1.004
56.392,0.953
56.422,0.902
56.452,0.919
56.482,0.959
56.512,0.979
56.542,0.971
56.572,0.961
56.602,0.947
56.632,0.936
56.662,0.945
56.692,0.967
56.722,0.972
56.752,0.963
56.782,0.966
56.812,0.963
56.842,0.961
56.872,0.949
56.902,0.957
56.932,0.954
56.962,0.965
56.992,0.957
57.022,0.967
57.052,0.962
57.082,0.942
57.112,0.969
57.142,0.965
57.172,0.977
57.202,0.973
57.232,0.968
57.262,0.976
57.292,0.949
57.322,0.958
57.352,0.954
57.382,0.966
57.412,0.977
57.442,0.963
57.472,0.945
57.502,0.954
57.532,0.946
57.562,0.950
57.592,0.960
57.622,0.960
57.652,0.968
57.682,0.964
57.712,0.951
57.742,0.952
