df_hash,22ZHK4.M833G2
452.165,71
453.332,69
454.259,63
455.144,70
456.207,52
457.425,50
458.156,31
459.135,39
460.206,36
461.133,26
462.010,0
463.180,47
464.108,58
465.127,68
466.154,55
467.324,54
467.960,60
469.179,59
470.057,54
471.077,45
472.198,25
473.028,31
473.906,27
475.124,30
476.005,0
476.879,35
478.099,27
478.975,29
480.149,25
481.073,20
482.194,0
482.875,0
484.068,0
484.923,0
485.875,1
487.019,0
487.945,0
488.823,16
489.993,0
