df_hash,22ZHK4.M833G2
451.282,116
452.159,115
453.169,114
454.256,113
455.133,112
456.068,111
457.231,110
458.110,110
459.131,110
460.203,110
461.129,110
462.007,110
463.177,109
464.103,109
465.084,108
466.150,108
467.321,109
467.954,110
469.173,111
470.051,111
470.949,111
472.149,110
473.024,110
473.902,110
475.121,110
475.998,110
476.876,107
478.094,108
478.972,107
480.145,107
481.068,107
482.189,107
482.872,107
484.065,107
484.919,107
485.872,107
487.016,107
487.942,107
488.819,107
489.989,107
