df_hash,22ZHK4.P6Z1T7
278.907,765
279.590,690
280.281,695
281.101,775
281.981,725
282.517,695
283.203,715
283.890,735
284.199,765
284.321,220
284.324,10
285.306,470
286.134,685
286.805,745
287.487,740
288.219,710
288.902,720
289.730,730
290.413,750
290.562,735
291.117,215
291.244,490
291.826,10
292.509,710
293.338,720
294.169,735
294.751,705
295.437,700
296.116,725
296.799,730
297.628,765
298.506,765
299.187,790
300.020,815
300.857,800
301.527,780
302.258,740
302.990,750
304.453,700
306.110,1440
306.403,1690
306.695,275
306.842,345
307.524,190
308.499,595
309.035,985
309.864,645
310.159,780
310.304,350
310.449,255
311.960,840
312.256,650
312.405,275
312.643,10
313.325,415
314.739,670
315.031,1405
315.275,320
315.278,240
316.837,40
318.200,1555
319.029,1350
319.321,875
319.324,280
319.469,160
319.481,10
321.271,400
322.392,1345
323.078,1125
323.811,760
324.586,750
325.326,795
325.618,705
326.004,195
326.707,480
327.379,685
327.511,670
327.519,210
327.657,20
327.999,20
328.633,410
329.071,685
329.074,430
329.315,15
330.436,255
330.875,1070
330.878,485
331.265,10
331.704,410
331.708,305
332.386,10
333.073,755
333.807,740
334.580,720
335.363,735
336.140,700
336.579,940
337.167,355
337.798,630
338.480,650
339.213,690
340.044,745
340.869,785
341.697,795
341.704,830
341.844,90
341.847,145
341.850,10
342.819,415
343.355,520
343.796,575
344.356,365
345.013,645
345.159,660
345.305,235
345.744,410
345.747,15
345.841,125
345.848,15
346.134,345
346.817,10
347.652,725
348.084,805
348.824,420
349.059,930
351.160,1080
351.984,955
352.818,940
353.642,890
354.324,760
355.892,740
357.541,1565
358.224,1575
358.228,705
359.506,10
360.174,1295
360.856,655
361.307,750
361.540,395
362.807,375
363.635,1160
363.639,835
363.643,15
364.074,20
365.294,400
365.448,1350
365.454,10
365.488,85
365.732,10
366.561,305
366.706,755
366.710,150
366.714,40
367.538,10
367.929,490
368.512,715
369.193,555
369.729,670
370.558,655
371.971,755
372.290,1415
372.948,330
372.958,655
373.629,425
374.215,260
374.750,615
375.871,500
376.555,1220
377.944,690
378.650,1315
378.654,715
379.333,15
380.162,760
380.308,815
380.314,125
380.359,15
380.364,10
380.844,15
381.434,545
382.404,550
382.794,980
382.797,345
383.282,10
383.390,450
383.476,180
383.492,35
383.628,15
384.598,10
384.890,1205
384.895,200
384.988,15
385.355,15
386.027,450
386.304,650
386.311,255
386.319,10
386.402,255
387.377,310
388.412,580
388.812,665
389.630,785
390.009,755
390.337,490
391.569,245
393.286,1270
393.519,1755
394.738,255
395.177,1215
396.011,425
396.107,875
396.542,10
397.154,460
397.956,690
399.077,760
399.906,1080
400.981,860
401.422,1120
401.465,400
401.470,15
401.475,25
401.479,10
401.563,15
401.566,160
403.077,760
403.367,775
404.001,205
404.342,635
405.317,400
405.853,1000
406.438,465
407.416,685
407.511,645
408.534,350
409.363,1100
410.728,720
411.415,1500
412.824,725
413.507,1390
415.019,625
415.311,1575
416.432,225
416.773,1445
417.952,265
418.001,970
418.012,10
418.090,150
419.748,1010
421.307,670
421.996,1500
423.501,795
423.848,1540
424.086,265
424.089,230
424.093,15
424.333,15
425.624,285
426.431,1235
427.111,910
427.254,630
427.258,210
427.840,450
428.138,10
429.792,355
430.473,1575
431.301,775
432.281,865
433.982,895
434.226,1760
435.072,265
435.737,840
436.566,645
436.712,945
437.687,10
437.690,1000
437.979,275
438.126,230
439.350,325
440.922,905
441.051,1465
441.441,210
442.281,480
442.416,730
442.465,250
443.934,400
444.073,1060
444.219,315
444.224,15
444.515,210
446.611,1135
447.486,895
447.684,965
447.848,460
449.095,265
449.928,905
450.314,805
450.660,520
450.664,275
451.581,10
451.584,955
452.433,10
452.463,750
452.467,10
452.470,10
452.483,35
452.558,20
453.092,15
453.097,690
453.239,130
453.249,10
454.362,605
455.334,550
456.310,940
456.608,905
