df_hash,22ZHK4.P6Z1T7
423.843,43
425.307,35
425.894,32
426.867,53
427.988,36
428.869,23
429.744,29
430.967,1
431.840,0
432.718,26
433.936,10
434.814,3
435.691,0
436.962,0
437.788,0
438.665,0
439.885,4
440.913,0
441.690,9
442.860,0
443.927,0
444.807,30
445.863,7
446.711,0
447.635,39
448.809,31
449.923,35
450.609,34
451.779,45
452.656,45
453.680,43
454.754,55
455.680,27
456.602,38
