df_hash,22ZHK4.SNEL2E
432.179,88
433.098,88
434.306,88
435.137,88
436.072,88
437.233,88
438.108,88
439.035,82
440.234,79
441.107,76
442.074,74
443.312,75
444.105,75
444.982,75
446.152,74
447.082,74
447.967,74
449.418,74
450.101,74
450.938,74
452.247,74
453.078,74
454.294,74
455.122,74
456.106,74
456.926,74
458.096,74
459.120,74
459.900,74
461.077,74
462.045,74
462.874,74
464.050,74
464.997,88
465.851,87
467.018,91
467.944,93
468.825,91
470.040,91
470.918,91
471.795,91
472.997,91
473.892,91
474.769,95
475.988,96
476.865,97
477.796,98
479.209,99
479.843,100
480.742,100
481.939,101
482.911,101
483.739,101
484.919,101
485.789,101
486.713,101
487.883,101
488.809,101
489.687,102
490.861,102
491.784,102
492.661,102
493.889,102
494.757,102
495.634,102
496.804,102
497.731,102
498.657,102
499.841,102
500.759,102
501.607,102
502.801,102
503.714,102
504.556,102
505.825,102
506.652,102
507.578,102
508.748,102
509.821,102
510.552,102
511.722,103
512.648,102
513.526,102
514.696,102
515.573,102
516.514,102
517.670,102
518.606,102
519.474,102
520.644,102
521.570,102
522.447,102
