df_hash,22ZHK4.EBWR1B
319.497,31.859
320.444,31.859
321.474,31.891
322.495,31.875
323.467,31.875
324.518,31.844
325.466,31.844
326.490,31.859
327.465,31.859
328.488,31.859
329.661,31.891
330.533,31.906
331.463,31.891
332.489,31.938
333.461,31.953
334.485,31.953
335.488,31.969
336.521,31.984
337.458,32.000
338.482,32.031
339.460,32.031
340.481,32.000
341.456,32.031
342.480,32.031
343.457,32.031
344.478,32.062
345.453,32.062
346.477,32.031
347.453,32.031
348.478,32.031
349.451,32.000
350.497,31.984
351.598,32.000
352.505,31.969
353.448,31.953
354.473,31.953
355.447,31.953
356.472,31.984
357.451,31.984
358.469,32.000
359.444,32.031
360.468,32.062
361.469,32.094
362.466,32.125
363.465,32.125
364.466,32.125
365.489,32.125
366.464,32.125
367.536,32.125
368.463,32.125
369.438,32.125
370.490,32.125
371.636,32.125
372.461,32.125
373.484,32.062
374.459,32.062
375.482,32.062
376.460,32.062
377.484,32.031
378.457,32.031
379.480,32.094
380.455,32.062
381.485,32.031
382.503,32.094
383.497,32.125
384.453,32.094
385.477,32.094
386.451,32.156
387.478,32.156
388.453,32.156
389.474,32.156
390.449,32.125
391.482,32.188
392.448,32.156
393.767,32.188
394.447,32.219
395.471,32.219
396.746,32.219
397.570,32.219
398.444,32.250
399.468,32.250
400.443,32.250
401.466,32.188
402.443,32.219
403.514,32.250
404.440,32.281
405.464,32.281
406.439,32.312
407.609,32.281
408.684,32.281
409.467,32.250
410.640,32.250
411.460,32.281
412.446,32.281
413.460,32.250
414.437,32.219
415.458,32.219
416.481,32.188
417.457,32.219
418.483,32.219
419.455,32.219
420.434,32.188
422.093,32.188
422.505,32.250
423.456,32.250
424.477,32.188
425.451,32.250
426.475,32.281
427.450,32.281
428.474,32.281
429.474,32.312
430.473,32.406
431.579,32.406
432.471,32.375
433.446,32.344
434.470,32.469
435.533,32.438
436.469,32.406
437.444,32.375
438.467,32.375
439.588,32.375
440.466,32.312
441.441,32.344
442.465,32.344
443.440,32.344
444.467,32.281
445.585,32.281
446.506,32.281
447.486,32.312
448.461,32.344
449.444,32.344
450.460,32.312
451.435,32.281
452.490,32.312
453.435,32.344
454.460,32.375
455.725,32.375
456.489,32.375
457.449,32.344
458.455,32.344
459.430,32.312
460.515,32.375
461.429,32.375
462.453,32.375
463.428,32.375
464.451,32.375
465.475,32.344
466.450,32.344
467.433,32.344
468.451,32.375
469.667,32.344
470.495,32.250
471.471,32.219
472.546,32.219
473.567,32.188
474.445,32.219
475.468,32.219
476.444,32.188
477.468,32.219
478.539,32.219
479.476,32.219
480.539,32.281
481.514,32.375
482.489,32.375
483.464,32.438
484.685,32.375
485.608,32.406
486.489,32.438
487.465,32.438
488.731,32.438
489.460,32.438
490.435,32.469
491.460,32.375
492.531,32.406
493.457,32.375
494.433,32.375
495.457,32.375
496.724,32.375
497.458,32.375
498.430,32.344
499.454,32.375
500.431,32.344
501.452,32.344
502.427,32.344
503.451,32.344
504.426,32.344
505.451,32.344
506.425,32.344
507.608,32.344
508.424,32.375
509.447,32.375
510.425,32.375
511.446,32.375
512.570,32.344
513.445,32.344
514.522,32.344
515.444,32.375
516.419,32.375
517.591,32.344
518.422,32.344
519.444,32.312
520.465,32.250
521.440,32.250
