df_hash,22ZHK4.EBWR1B
225.629,45
225.632,15
225.674,10
226.114,10
227.137,560
227.141,890
227.235,115
227.238,10
227.384,75
227.387,15
227.820,10
228.648,575
229.477,840
230.306,810
231.145,860
231.321,865
231.438,10
232.116,235
232.938,635
232.941,845
233.768,10
234.747,920
235.576,855
236.399,845
236.403,855
237.229,10
237.232,830
238.061,10
238.793,825
239.621,770
240.446,825
240.449,860
240.495,10
240.763,15
240.836,360
240.841,10
242.250,930
242.834,405
243.224,695
244.640,315
244.646,1385
245.029,10
246.004,495
246.198,1005
246.204,135
246.299,10
246.446,15
246.599,10
246.686,465
247.807,855
247.953,335
248.929,10
249.221,995
249.227,285
249.513,10
249.615,385
249.757,10
249.761,120
250.196,20
250.200,500
250.489,10
250.878,195
251.561,450
252.387,685
252.974,735
253.387,755
253.803,390
254.492,455
255.415,665
255.759,880
255.924,560
256.875,875
257.264,10
257.557,465
258.386,310
258.971,850
259.215,545
259.361,265
260.336,180
260.628,1175
260.727,115
260.774,65
260.777,10
261.019,230
261.311,365
262.287,10
262.968,975
263.316,650
263.797,275
264.629,560
266.039,880
267.164,1325
267.466,1180
267.473,245
267.479,10
267.504,15
267.511,10
268.380,10
268.867,905
269.260,400
269.940,425
270.086,815
270.184,10
270.329,335
271.792,505
271.796,885
272.598,10
272.622,810
273.401,10
273.595,860
273.599,115
273.696,15
273.702,10
274.230,10
274.961,630
275.107,800
275.209,205
275.302,15
275.500,295
275.594,10
275.598,10
275.601,10
275.818,225
275.961,10
276.667,815
277.349,10
277.354,750
278.130,10
278.230,820
278.959,10
279.104,830
279.107,110
279.153,15
279.156,20
279.159,10
279.251,10
279.254,10
279.403,165
279.787,130
280.518,315
280.523,800
281.201,10
281.205,680
281.347,170
282.175,780
283.005,10
283.151,775
283.687,200
284.426,485
285.393,515
285.783,1220
285.787,485
285.930,15
286.079,270
286.319,155
286.336,10
286.368,10
286.372,15
286.375,15
286.469,120
286.616,185
286.761,120
286.953,145
288.415,1075
289.390,500
289.396,970
290.463,10
290.512,1020
290.515,10
290.805,10
291.634,385
292.489,845
292.612,795
292.754,220
292.757,10
293.145,505
293.150,10
293.314,55
293.973,330
294.561,380
294.704,610
294.708,15
294.850,40
294.854,250
295.533,10
296.424,690
296.428,820
296.431,20
296.508,10
296.511,10
296.557,15
296.560,15
297.239,90
297.353,705
298.068,10
298.071,795
298.753,10
299.043,725
299.047,255
299.053,10
300.262,335
300.408,1020
301.384,930
301.919,10
303.577,635
303.728,1630
303.775,145
303.783,15
303.786,15
303.790,10
303.869,10
303.921,10
304.039,20
304.210,315
304.215,10
304.309,10
304.313,25
304.319,15
304.377,160
304.381,10
306.014,795
306.019,805
306.794,10
306.941,790
307.530,200
307.818,625
308.452,205
308.891,660
308.897,500
309.427,10
309.430,535
309.573,10
309.719,175
309.768,15
310.694,10
310.698,1075
310.840,10
310.844,140
310.987,10
310.990,15
311.008,55
311.084,10
311.380,170
312.205,295
312.209,765
313.034,10
313.038,795
313.083,10
313.087,10
313.090,75
313.180,10
313.205,25
313.233,40
313.240,10
313.863,10
314.009,700
314.985,200
316.447,975
317.504,1390
319.030,1080
319.034,1590
319.177,10
319.324,110
319.329,80
319.345,10
319.566,10
319.664,365
319.713,10
320.396,750
321.134,10
321.295,710
321.377,280
321.422,15
321.517,130
322.639,255
323.320,835
323.325,750
323.328,20
323.470,10
324.051,20
325.563,665
327.074,1525
327.077,1530
327.513,10
327.952,335
327.960,425
327.977,10
328.782,10
328.785,860
329.172,10
329.179,480
329.473,230
330.297,500
331.120,360
331.126,790
331.949,10
331.954,700
331.960,10
332.122,260
332.148,35
332.151,35
332.241,55
332.245,20
332.290,20
332.294,15
332.297,15
332.486,25
332.536,195
332.544,15
334.217,860
335.313,835
335.459,1160
335.849,120
335.878,350
335.906,15
335.930,10
335.938,10
335.947,10
336.002,15
336.141,130
336.146,20
336.150,30
336.483,25
336.971,10
337.653,855
337.799,705
337.802,155
338.385,15
339.213,580
340.291,755
340.320,1140
340.325,10
340.578,20
342.235,355
342.238,1605
342.967,10
343.649,725
343.654,655
343.698,10
343.800,175
345.306,995
345.997,515
346.832,780
347.695,780
347.698,765
347.792,110
347.796,10
347.890,25
347.893,20
348.381,10
348.475,570
348.622,10
349.060,225
349.064,515
349.206,10
349.210,50
349.256,15
349.259,15
349.264,50
349.355,10
349.889,10
349.894,605
350.597,10
350.718,745
350.721,70
350.864,120
350.867,10
350.921,10
350.950,15
352.132,495
352.278,820
352.283,70
352.327,15
352.336,15
352.473,30
352.479,15
353.114,15
353.130,640
353.146,10
353.643,60
353.648,700
354.485,10
355.203,785
355.206,765
356.031,10
356.035,785
356.038,25
356.129,15
356.422,20
356.568,345
356.573,175
356.861,235
358.128,620
358.811,710
359.493,590
359.643,760
359.785,120
359.826,90
360.032,10
360.322,620
360.906,10
360.910,590
361.031,15
361.034,10
361.741,10
361.881,745
362.418,195
363.101,550
363.941,660
364.758,880
364.904,785
364.907,180
365.492,30
365.586,505
365.590,160
365.635,10
365.733,25
365.736,30
365.782,15
366.318,15
367.146,550
367.177,835
367.391,10
367.439,375
367.975,555
368.511,10
369.487,440
369.687,1100
369.690,10
369.693,110
369.948,185
371.290,1410
371.302,20
371.339,10
371.346,10
371.354,10
371.436,10
371.440,10
371.443,10
371.447,15
371.520,15
371.534,20
371.537,15
371.541,10
371.545,15
371.585,15
371.589,10
371.592,20
371.646,25
371.651,30
371.655,20
371.680,15
371.683,10
371.687,15
371.692,15
371.729,15
371.741,10
371.875,235
372.855,900
373.094,10
373.097,375
373.387,230
374.898,765
375.777,760
376.752,810
377.140,1015
377.144,480
377.969,15
378.115,790
378.658,210
379.383,455
380.065,740
380.896,755
381.040,805
381.043,15
381.046,50
381.244,195
381.293,15
381.299,10
381.323,10
381.330,10
381.334,10
381.337,15
381.577,330
381.924,10
382.844,260
384.647,1015
384.745,1765
386.455,10
387.580,1825
388.109,1215
388.450,450
389.084,270
389.087,780
389.185,10
389.191,10
389.230,20
389.235,15
389.840,15
390.010,580
390.059,225
390.065,15
390.159,10
390.165,15
390.672,15
391.180,580
391.186,510
391.367,10
391.375,250
391.717,10
392.594,310
392.642,845
392.648,15
392.743,20
392.748,55
392.984,10
392.989,345
393.812,10
394.544,780
394.788,765
395.373,310
395.519,465
396.348,205
396.361,840
397.179,10
397.577,415
397.713,765
398.152,250
399.126,395
400.491,895
400.494,1515
400.638,10
400.802,260
400.930,10
400.975,115
401.223,315
402.734,10
402.737,1520
403.124,10
403.562,330
404.391,415
404.395,840
404.977,30
405.805,615
406.634,760
407.465,840
407.620,645
407.999,430
408.974,345
409.122,970
409.660,180
410.241,480
410.245,680
411.220,10
411.314,930
412.045,10
412.049,805
412.196,10
412.212,15
412.216,135
412.242,10
412.248,15
412.728,530
413.557,10
413.560,785
413.850,10
414.141,550
414.190,20
414.288,195
415.960,1505
416.091,205
416.095,10
416.142,10
416.627,10
417.360,550
417.749,690
417.755,325
417.760,15
418.140,105
418.188,305
418.870,10
420.396,775
420.673,1620
420.681,255
420.725,10
420.728,10
422.331,10
422.335,1295
422.383,10
423.452,400
423.598,1105
423.697,170
423.709,20
423.845,35
424.281,15
424.964,510
425.256,770
426.085,285
426.378,870
427.210,260
428.035,865
428.043,745
428.330,10
428.335,95
428.455,10
429.157,355
430.278,655
430.521,1180
431.106,290
431.788,520
432.325,755
434.031,470
436.517,1680
437.883,2520
437.933,1400
437.944,15
437.949,10
437.955,10
437.980,10
437.986,10
438.028,10
438.033,25
438.175,40
438.473,15
439.592,400
439.640,1165
439.735,185
440.563,300
440.568,535
441.248,10
441.929,710
442.758,615
443.196,835
444.708,475
445.588,1565
445.708,875
445.731,10
445.745,20
445.750,45
445.757,30
445.851,20
446.124,20
446.172,375
446.175,15
446.419,200
446.464,10
447.389,980
447.392,15
448.071,60
449.192,600
449.196,1145
449.487,10
449.728,295
449.881,340
451.056,65
452.215,1155
452.361,1205
452.367,200
452.459,15
452.653,205
453.922,1285
454.053,165
455.731,865
456.166,870
456.261,375
456.267,10
456.407,230
456.414,10
458.216,700
459.179,1145
459.335,790
459.869,10
460.043,845
460.063,180
460.067,10
460.070,10
460.073,10
460.697,15
460.700,590
461.575,10
461.581,805
461.702,10
462.404,215
463.232,650
463.980,840
464.061,800
464.892,10
464.902,840
465.572,10
467.330,755
467.961,1575
467.965,780
468.789,10
468.793,840
469.674,10
469.768,790
469.795,10
470.301,170
470.593,620
470.691,180
470.694,50
470.743,15
470.886,10
470.897,305
471.009,15
471.227,215
472.787,835
472.791,815
473.570,10
473.667,755
474.347,10
474.350,815
474.591,10
475.211,240
475.373,580
476.151,10
476.154,810
476.882,175
477.662,650
477.665,860
478.590,10
479.466,800
479.471,815
480.169,10
480.881,835
482.049,810
482.053,1085
482.147,15
482.150,135
482.154,15
482.391,15
482.394,250
483.219,865
484.146,10
484.150,780
484.926,10
484.930,785
485.760,10
486.029,840
486.032,370
486.144,10
486.147,10
486.242,10
486.245,15
486.486,375
487.266,10
487.270,825
487.461,10
487.558,140
487.562,10
487.607,25
487.610,45
487.615,10
487.705,10
487.735,15
487.802,170
487.913,15
488.000,25
488.010,20
488.014,10
488.018,10
488.094,10
488.144,235
489.655,765
489.898,780
489.901,295
490.200,20
490.484,25
491.026,550
491.849,580
492.142,760
492.534,340
493.652,405
493.656,1160
493.802,15
493.811,15
494.822,15
496.041,970
496.730,1305
497.554,685
497.601,845
497.747,10
497.751,90
497.991,10
499.063,270
499.067,1165
499.209,15
499.214,25
499.261,60
499.264,15
499.356,15
499.504,335
499.846,10
501.160,860
501.306,775
501.891,155
502.719,615
503.012,830
503.266,225
503.597,290
504.231,320
505.060,680
505.498,870
506.473,390
506.571,1095
508.133,1015
508.525,470
509.935,520
509.939,1300
510.763,15
511.741,830
512.421,1035
513.006,700
514.371,545
514.809,1365
515.347,505
516.467,565
516.613,1005
517.979,155
518.953,1460
519.245,920
519.636,390
521.084,305
