df_hash,22ZHK4.EBWR1B
431.301,74
432.179,74
433.105,73
434.275,73
435.201,73
436.078,73
437.250,73
438.246,73
439.052,73
440.226,73
441.148,73
442.027,73
443.228,73
444.122,73
445.026,64
446.218,74
447.096,72
447.973,68
449.436,68
450.070,70
450.952,70
452.166,69
453.054,69
453.970,69
455.140,69
456.117,69
456.943,69
458.116,69
459.039,62
459.917,60
461.087,59
462.013,60
462.891,60
464.110,65
464.987,69
465.864,71
467.120,72
468.061,74
468.838,75
470.129,75
470.935,75
471.814,75
473.031,75
473.908,75
475.176,75
476.102,75
476.887,75
477.808,75
478.979,74
479.891,74
480.831,74
481.952,74
482.918,73
483.805,73
485.075,73
485.878,73
486.729,73
488.098,75
488.923,75
489.703,75
490.899,76
491.799,78
492.677,79
493.847,79
494.773,78
495.651,78
496.821,78
497.797,78
498.624,78
500.090,71
500.721,73
501.674,74
502.817,74
503.694,73
504.572,75
505.791,76
506.668,75
507.619,74
508.764,74
509.642,74
510.568,74
511.790,74
512.616,74
513.542,74
514.712,74
515.589,74
516.516,74
517.685,74
518.591,74
519.489,74
520.739,74
521.586,74
