df_hash,22ZHK4.RZ8R6V
350.043,765
350.849,765
351.554,915
352.775,640
353.358,1145
354.634,670
356.136,1320
356.139,1480
356.334,95
356.338,15
357.700,355
358.086,1145
358.918,350
359.461,780
360.134,640
360.866,730
361.743,740
362.524,795
363.352,890
364.183,835
364.766,730
365.448,695
366.325,700
367.402,725
368.783,880
369.348,1630
370.178,625
370.717,785
371.396,670
372.224,670
372.809,740
372.876,685
373.081,10
373.086,155
373.091,20
373.641,10
373.789,290
374.467,415
375.189,715
375.734,755
376.564,550
377.246,785
378.220,780
378.620,940
378.913,620
380.589,585
381.438,1110
381.682,820
381.687,385
381.868,15
381.977,15
382.120,15
382.806,325
383.515,760
384.168,695
385.631,635
386.267,1430
387.242,720
388.214,860
388.750,840
389.628,745
390.043,685
390.847,685
391.579,715
392.260,775
393.093,665
393.629,810
394.357,595
394.942,725
395.599,615
396.407,645
396.843,640
397.525,620
398.111,640
398.793,635
399.329,655
400.063,645
400.745,675
401.279,685
401.962,585
402.698,660
403.229,660
403.913,655
404.691,645
405.228,640
405.725,610
406.447,545
408.397,725
409.079,1925
409.811,790
410.422,620
411.029,635
412.004,695
412.540,990
413.662,355
414.636,1275
415.173,935
415.856,580
416.489,650
417.321,665
417.900,670
418.585,690
419.514,710
419.755,660
420.438,635
420.731,615
421.030,310
421.852,340
422.410,735
423.119,620
423.363,660
423.659,325
424.926,320
425.313,1240
426.730,420
428.733,1345
429.213,1920
429.766,575
430.334,620
430.876,605
431.652,555
431.748,635
431.845,225
432.532,440
432.921,315
433.211,260
433.429,295
434.480,340
434.774,725
435.360,570
436.042,680
436.574,645
437.257,590
437.842,600
438.524,620
439.110,665
439.752,615
440.523,635
441.157,700
441.897,725
442.675,770
443.497,800
444.374,810
445.056,820
445.740,765
446.422,715
447.258,705
448.205,740
448.957,845
449.886,900
450.818,935
451.737,935
452.613,940
453.393,860
454.103,755
454.763,735
455.587,740
456.441,765
457.293,855
458.121,880
459.097,900
459.926,890
460.633,830
461.290,750
462.119,725
462.850,745
463.690,780
464.654,855
465.483,915
466.458,920
467.143,885
467.969,780
468.750,755
469.482,790
470.455,825
471.309,895
472.287,920
472.995,885
473.824,820
474.558,760
475.184,720
476.062,745
476.988,810
477.865,910
478.840,930
479.523,890
480.205,795
481.034,730
481.790,735
482.550,745
483.498,790
484.203,820
485.032,840
485.873,875
486.598,830
487.275,740
488.200,740
488.785,750
489.835,800
490.589,870
491.467,900
492.297,885
493.027,800
493.835,765
494.639,780
495.634,810
496.439,890
497.122,895
497.853,775
498.682,730
499.364,735
500.234,785
501.027,850
501.851,860
502.729,840
503.454,750
504.168,725
504.970,745
505.803,790
506.433,790
507.554,775
508.383,1105
509.065,890
509.509,715
510.484,395
510.869,990
510.872,375
511.357,10
512.137,400
512.673,785
513.404,620
514.769,695
515.598,1370
516.038,810
516.390,530
516.719,255
517.404,350
518.057,710
518.799,630
519.352,695
519.647,705
520.181,295
520.963,470
521.205,810
521.448,315
521.451,15
521.455,15
522.574,440
523.203,795
523.934,665
525.355,725
525.592,1400
526.031,320
527.301,420
527.542,1230
528.127,320
528.230,700
529.836,320
530.174,1080
531.296,565
532.124,1055
532.709,955
532.859,675
535.353,1180
536.582,1245
538.462,1260
538.562,1860
540.217,10
540.220,1840
540.266,35
540.316,20
540.325,10
540.330,15
540.336,10
540.363,10
540.461,15
540.467,105
540.472,20
540.515,15
540.584,10
540.625,10
540.665,10
540.728,15
540.755,65
540.773,15
540.778,15
540.784,10
540.790,15
540.794,10
540.797,10
540.801,10
540.805,10
540.812,15
540.902,15
540.905,15
540.913,15
540.916,10
540.919,10
540.924,10
540.928,15
542.271,115
542.410,1440
542.416,10
542.443,10
542.557,160
542.560,20
542.606,15
542.855,15
543.971,260
544.068,1230
544.071,10
546.020,10
546.024,2015
546.164,50
546.168,45
546.310,70
546.314,50
546.318,20
546.321,15
546.359,15
546.363,20
546.457,15
546.460,30
546.505,60
546.554,20
546.558,15
546.603,15
546.607,10
546.610,10
546.652,15
546.709,10
546.719,10
546.752,10
546.756,10
547.822,35
547.825,1220
547.873,40
548.115,25
548.260,285
548.264,130
548.268,35
548.407,20
548.651,40
549.090,265
549.510,505
549.626,315
549.631,25
549.772,235
549.810,50
549.918,140
550.502,320
550.515,275
550.518,20
550.552,15
550.749,30
551.039,515
551.043,50
551.195,60
551.354,220
551.639,240
551.805,70
552.281,480
552.404,265
552.408,50
552.551,40
552.554,40
552.558,30
552.697,55
553.379,775
553.383,25
553.672,270
553.818,160
553.934,45
553.983,30
554.013,35
554.118,120
554.208,30
554.212,25
554.254,60
554.355,185
555.060,415
555.184,250
555.866,105
555.869,715
555.874,65
556.012,20
556.312,45
556.451,385
556.597,75
556.841,195
556.987,295
557.133,30
557.279,220
557.284,40
557.572,75
557.962,305
558.111,425
558.499,55
558.547,415
558.550,25
558.554,20
558.645,60
558.937,105
559.083,305
559.376,125
559.383,250
559.390,20
559.668,230
559.671,25
559.675,20
559.678,40
559.914,230
559.917,25
559.920,40
560.740,600
561.180,130
561.326,655
561.423,30
561.716,250
562.156,125
562.301,570
562.305,20
562.398,20
562.402,30
563.129,690
563.133,60
563.227,45
563.230,95
563.520,230
563.665,230
563.960,245
564.056,40
564.348,335
564.495,30
564.787,90
565.177,305
565.180,370
565.326,25
565.469,45
565.473,295
565.476,20
565.616,20
565.619,15
566.006,35
566.155,505
566.158,30
566.300,45
566.742,160
566.980,450
566.986,175
567.324,35
567.331,280
567.334,20
567.337,15
567.342,20
567.566,15
567.809,460
567.813,35
568.102,250
568.105,35
568.300,20
568.786,30
568.931,720
568.934,35
569.077,75
569.080,30
569.125,20
569.129,15
569.132,15
569.135,10
569.226,15
569.229,15
569.349,30
569.352,45
569.355,20
569.400,15
569.409,10
569.428,15
569.454,10
569.518,10
569.522,10
570.052,20
570.198,840
570.202,30
570.247,15
570.250,15
570.259,10
570.588,10
570.592,10
570.628,20
570.637,405
570.735,30
571.030,80
571.319,555
571.324,40
571.486,185
571.573,145
571.709,30
571.713,25
571.762,35
571.766,45
572.002,225
572.010,40
573.123,510
573.126,580
573.270,25
573.367,270
573.416,30
573.513,30
574.098,605
574.101,25
574.197,20
574.206,35
575.223,540
575.226,470
575.243,45
575.318,30
575.609,90
575.612,260
575.758,50
576.146,85
576.149,395
576.585,60
576.877,415
577.121,335
577.267,285
577.272,25
577.414,20
577.706,150
577.998,590
578.011,35
578.388,185
578.392,30
578.395,20
578.419,210
578.535,40
578.827,310
579.217,80
579.509,345
579.513,300
579.607,20
579.728,20
580.046,40
580.194,465
580.198,115
580.777,55
580.781,555
580.877,25
581.020,215
581.024,35
581.121,35
581.313,255
581.606,40
581.850,255
581.853,260
581.996,60
582.288,270
582.434,125
582.440,40
582.827,60
582.971,310
583.409,275
583.818,335
584.774,425
754.750,7865
754.754,40
754.994,235
754.998,30
755.043,20
755.046,20
755.050,25
755.140,25
755.144,35
755.149,45
755.287,75
755.681,350
756.262,45
756.271,645
756.408,20
756.554,275
756.681,35
756.684,25
756.700,55
756.993,260
756.996,20
757.000,15
757.236,230
757.240,20
757.288,10
757.296,15
757.304,20
757.529,245
757.533,20
757.578,35
757.925,375
758.065,35
758.069,25
758.117,20
758.358,40
758.363,260
758.772,40
758.797,345
758.803,35
759.187,60
759.869,440
759.875,655
759.918,20
759.923,15
760.022,15
760.406,20
760.992,420
761.091,555
761.185,60
761.527,75
761.673,545
761.676,20
761.725,20
761.729,15
761.819,160
761.822,40
761.966,45
762.112,200
762.115,15
762.261,10
762.265,25
762.355,235
762.359,20
762.501,30
762.734,190
762.744,30
762.941,245
762.944,30
763.224,280
763.233,15
763.237,20
763.477,15
763.623,265
763.627,45
763.675,30
763.682,35
763.775,35
764.328,70
764.454,545
764.891,35
765.134,510
765.427,385
765.435,250
765.759,55
765.865,275
766.402,75
766.846,500
766.938,550
766.990,45
767.376,80
767.381,330
767.572,60
767.962,305
768.795,295
768.798,765
768.802,40
768.888,35
