df_hash,22ZHK4.RZ8R6V
332.837,35.844
333.664,35.875
334.646,35.875
335.662,35.906
336.650,35.875
337.709,35.906
338.781,35.906
339.685,35.906
340.634,35.906
341.658,35.938
342.685,35.938
343.657,35.875
344.632,35.875
345.655,35.812
346.664,35.875
347.654,35.875
348.642,35.875
349.802,35.844
350.628,35.844
351.652,35.781
352.630,35.812
353.706,35.844
354.726,35.844
355.649,35.875
356.673,35.875
357.696,35.875
358.623,35.906
359.648,35.938
360.671,36.000
361.651,36.000
362.818,35.969
363.891,35.938
364.719,35.938
365.894,35.938
366.667,35.906
367.739,35.938
368.763,35.875
369.697,35.875
370.616,35.875
371.776,35.875
372.615,35.906
373.784,35.906
374.694,35.906
375.637,35.906
376.661,35.875
377.636,35.875
378.659,35.875
379.901,35.906
380.658,35.906
381.633,35.938
382.706,35.938
383.927,35.938
384.656,35.969
385.636,35.938
386.654,35.969
387.630,36.000
388.653,36.000
389.656,35.938
390.652,35.906
391.627,35.938
392.651,35.938
393.625,35.969
394.651,35.938
395.627,35.938
396.648,35.938
397.623,35.938
398.646,35.938
399.622,35.969
400.646,35.969
401.671,35.938
402.644,35.938
403.619,35.938
404.697,35.938
405.718,35.969
406.642,35.969
407.617,35.969
408.641,36.000
409.616,36.000
410.640,36.000
411.614,36.062
412.688,36.062
413.613,36.094
414.661,36.062
415.622,36.062
416.712,36.062
417.611,36.031
418.688,36.062
419.658,36.031
420.633,36.062
421.608,36.031
422.681,36.031
423.655,36.000
424.923,36.031
425.703,35.969
426.629,36.000
427.702,36.031
428.682,35.969
429.749,35.938
430.773,35.969
431.655,36.000
432.626,36.000
433.675,36.031
434.722,36.031
435.746,36.094
436.672,36.062
437.646,36.062
438.643,36.094
439.651,36.125
440.648,36.125
441.645,36.062
442.669,36.031
443.643,36.031
444.619,36.062
445.691,36.031
446.863,36.000
447.641,36.000
448.616,36.000
449.640,36.000
450.809,36.031
451.638,36.000
452.618,36.031
453.637,36.000
454.660,36.000
455.646,36.000
456.634,36.000
457.638,36.000
458.632,35.969
459.682,36.000
460.707,36.000
461.778,36.000
462.607,36.000
463.641,35.969
464.606,35.969
465.781,35.969
466.704,35.969
467.629,35.938
468.706,35.938
469.627,35.906
470.651,35.906
471.633,35.938
472.650,35.906
473.628,35.906
474.807,35.875
475.818,35.844
476.669,35.875
477.622,35.906
478.646,35.938
480.020,35.938
480.645,35.906
481.620,35.906
482.890,36.031
483.636,36.031
484.642,36.094
485.868,36.125
486.744,36.125
487.616,36.125
488.640,36.125
489.615,36.125
490.787,36.125
491.613,36.156
492.637,36.000
493.831,36.031
494.635,36.000
495.646,36.000
496.690,36.000
497.610,36.000
498.636,35.969
499.633,36.000
500.632,36.000
501.630,36.000
502.631,36.031
503.614,36.000
504.653,36.031
505.800,36.031
506.631,36.031
507.851,36.031
508.627,36.062
509.650,36.031
510.626,36.062
511.901,36.062
512.625,36.062
513.605,36.062
514.623,36.062
515.893,36.031
516.622,36.062
517.630,36.094
518.794,36.062
519.620,36.062
520.620,36.031
521.664,35.969
522.918,35.969
523.642,35.969
524.621,35.969
525.642,36.031
526.640,36.000
527.640,36.031
528.615,36.000
529.644,36.031
530.613,36.031
531.637,36.094
532.612,36.094
533.636,36.094
534.614,36.062
535.930,35.938
536.610,35.812
537.634,35.688
538.608,35.531
539.634,35.375
540.809,35.188
541.631,35.000
542.609,34.781
543.630,34.594
544.605,34.375
545.969,34.250
546.759,34.094
547.627,33.938
548.602,33.781
549.636,33.656
550.601,33.531
551.777,33.406
552.605,33.312
553.625,33.156
554.598,33.031
555.820,32.906
556.600,32.812
557.621,32.688
558.604,32.625
559.659,32.531
560.599,32.406
561.618,32.344
562.594,32.250
563.617,32.188
564.592,32.125
565.911,32.062
566.737,31.984
567.615,31.906
568.590,31.797
569.614,31.719
570.688,31.656
571.621,31.594
572.636,31.453
573.611,31.375
574.634,31.312
575.755,31.234
576.633,31.156
577.625,31.062
578.632,31.062
579.611,30.984
580.631,30.906
581.705,30.844
582.703,30.828
583.605,30.797
584.628,30.719
747.585,26.734
748.608,26.703
749.583,26.656
750.607,26.625
751.582,26.625
752.606,26.594
753.581,26.578
754.604,26.594
755.677,26.562
756.603,26.562
757.581,26.531
758.602,26.547
759.577,26.547
760.601,26.547
761.577,26.547
762.621,26.547
763.574,26.547
764.598,26.500
765.745,26.516
766.597,26.484
767.601,26.516
768.790,26.516
