df_hash,22ZHK4.RZ8R6V
449.057,82
449.834,81
450.858,81
451.930,77
452.890,75
453.783,73
455.055,71
455.830,72
456.757,74
457.878,76
458.805,76
459.685,74
460.852,72
461.783,71
462.655,73
463.882,75
464.757,76
465.818,76
466.799,74
467.725,72
468.606,71
469.822,71
470.703,73
471.609,74
472.795,73
473.697,71
474.797,70
475.821,71
476.750,74
477.524,75
478.792,75
479.678,73
480.547,71
481.717,71
482.692,71
483.627,74
484.690,77
485.631,77
486.517,76
487.667,75
488.543,75
489.419,76
490.791,76
491.566,76
492.473,75
493.612,73
494.490,72
495.611,73
496.603,74
497.560,74
498.389,74
499.559,74
500.437,75
501.363,76
502.536,76
503.606,75
504.337,75
505.507,76
506.385,77
507.310,77
508.480,76
509.440,76
510.288,72
511.503,67
512.380,65
513.258,67
514.430,67
515.355,66
516.232,66
517.489,66
518.328,66
519.205,66
520.449,66
521.399,66
522.472,74
523.398,77
524.276,78
525.158,80
526.323,80
527.249,81
528.130,80
529.443,80
530.469,80
531.100,80
532.319,80
533.201,80
534.098,80
535.294,80
536.512,80
537.050,80
538.369,80
539.169,80
540.022,80
541.240,80
542.121,80
543.044,80
544.216,80
545.103,80
545.973,80
547.207,80
548.066,80
548.992,80
550.162,80
551.185,80
551.965,80
553.136,80
554.017,80
554.939,80
556.123,80
557.041,80
557.913,53
559.086,66
559.960,33
560.887,45
753.093,40
753.970,40
754.896,40
756.066,40
756.944,40
757.873,40
759.040,40
759.929,40
760.795,40
762.015,40
762.892,40
764.064,40
764.988,40
765.915,40
766.792,40
767.967,40
768.839,40
