df_hash,22ZHK4.UV7K0H
431.540,0.450
431.977,0.450
432.558,0.450
433.097,0.450
433.776,0.450
436.314,0.450
437.143,0.440
440.019,0.440
441.141,0.430
441.823,0.420
442.560,0.420
444.066,0.420
444.504,0.410
446.357,0.410
447.007,0.400
447.722,0.390
448.502,0.390
449.233,0.390
449.964,0.390
450.505,0.390
451.235,0.390
456.113,0.380
