df_hash,22ZHK4.UV7K0H
319.291,36.531
320.237,36.500
321.212,36.469
322.290,36.469
323.211,36.469
324.236,36.500
325.404,36.469
326.258,36.500
327.272,36.562
328.255,36.625
329.207,36.625
330.238,36.625
331.255,36.625
332.230,36.594
333.254,36.594
334.230,36.594
335.262,36.625
336.228,36.625
337.251,36.562
338.237,36.562
339.254,36.625
340.225,36.656
341.249,36.656
342.273,36.656
343.270,36.656
344.227,36.656
345.246,36.656
346.221,36.656
347.342,36.656
348.317,36.656
349.244,36.594
350.219,36.562
351.243,36.625
352.659,36.594
353.242,36.594
354.221,36.594
355.240,36.562
356.215,36.531
357.238,36.531
358.214,36.531
359.238,36.562
360.283,36.562
361.246,36.531
362.229,36.594
363.306,36.562
364.603,36.594
365.234,36.625
366.455,36.688
367.233,36.719
368.284,36.688
369.232,36.688
370.224,36.656
371.230,36.688
372.205,36.688
373.238,36.688
374.301,36.594
375.247,36.594
376.251,36.594
377.227,36.625
378.202,36.625
379.225,36.625
380.249,36.625
381.226,36.625
382.251,36.625
383.246,36.625
384.265,36.625
385.222,36.656
386.275,36.625
387.220,36.594
388.251,36.625
389.304,36.625
390.244,36.594
391.222,36.594
392.243,36.625
393.217,36.625
394.487,36.656
395.215,36.656
396.288,36.656
397.215,36.656
398.630,36.625
399.214,36.688
400.237,36.688
401.213,36.656
402.253,36.625
403.211,36.594
404.237,36.625
405.504,36.594
406.233,36.594
407.208,36.594
408.232,36.531
409.250,36.531
410.235,36.531
411.206,36.594
412.229,36.594
413.350,36.594
414.228,36.594
415.212,36.594
416.227,36.625
417.202,36.625
418.226,36.625
419.201,36.656
420.377,36.656
421.199,36.625
422.223,36.656
423.247,36.688
424.618,36.688
425.197,36.656
426.221,36.625
427.539,36.656
428.219,36.688
429.243,36.688
430.240,36.688
431.242,36.688
432.217,36.656
433.241,36.719
434.462,36.688
435.239,36.719
436.253,36.750
437.238,36.688
438.213,36.688
439.237,36.656
440.212,36.656
441.236,36.688
442.211,36.719
443.235,36.656
444.210,36.656
445.233,36.656
446.208,36.625
447.232,36.656
448.207,36.656
449.523,36.688
450.206,36.688
451.252,36.688
452.205,36.656
453.230,36.656
454.593,36.656
455.227,36.688
456.226,36.688
