df_hash,22ZHK4.9B8R50
278.754,1360
279.436,485
280.167,795
280.557,595
280.563,480
280.752,165
280.849,110
280.996,75
281.826,590
282.268,295
282.507,480
283.503,220
283.775,930
284.204,315
285.042,435
285.724,900
286.410,580
286.554,665
286.966,200
287.821,410
288.213,935
288.770,275
289.332,645
289.927,525
290.600,635
291.283,715
292.001,680
292.257,720
292.647,230
293.378,490
294.208,690
294.896,785
295.427,680
296.159,635
296.761,660
296.986,550
297.523,320
298.115,490
298.643,540
298.649,635
298.941,10
298.952,270
298.957,10
300.309,340
300.520,1030
300.740,375
301.959,730
302.731,590
303.080,750
303.083,355
303.226,195
304.640,655
304.643,655
305.177,10
305.713,525
306.985,615
307.275,1330
307.567,15
308.247,520
308.788,610
309.369,590
309.905,575
310.442,620
311.027,570
311.030,530
311.567,10
312.294,580
312.977,640
313.512,660
314.195,660
314.488,900
315.612,490
316.148,605
316.876,640
317.120,885
318.095,1100
321.167,1720
321.610,1280
321.702,435
322.310,15
323.168,670
323.555,670
323.956,660
324.530,410
325.657,570
326.050,1090
326.188,250
327.456,275
328.018,1270
328.674,590
329.259,625
329.601,620
329.942,265
330.721,420
331.453,760
332.209,745
332.867,735
333.013,670
333.073,150
333.112,15
334.085,15
334.088,1085
334.671,10
335.353,625
336.085,665
336.475,620
336.780,735
337.986,645
338.571,625
339.107,575
339.790,620
340.374,595
340.936,605
341.495,600
342.178,560
342.718,625
343.299,570
343.836,595
344.567,605
345.103,615
345.789,590
346.370,640
346.907,625
347.630,625
348.272,665
348.906,615
349.393,670
350.125,570
350.672,610
351.197,565
351.782,575
352.319,580
352.903,555
353.440,565
353.976,575
354.122,545
354.268,210
355.244,360
355.926,695
355.929,655
356.072,10
356.218,325
357.876,1030
358.169,675
358.851,175
359.435,770
359.880,545
360.016,540
361.240,685
361.629,555
361.633,260
361.835,10
362.391,305
362.897,585
363.336,595
363.579,660
364.414,785
365.579,545
365.824,895
366.358,425
366.363,95
366.797,20
366.803,470
367.479,10
368.162,720
368.925,670
369.576,640
370.405,780
371.233,800
371.531,790
371.916,315
372.745,420
372.891,790
372.897,245
373.038,15
373.045,10
373.050,145
373.344,195
374.695,730
375.426,670
376.110,675
376.791,750
377.083,730
377.623,240
378.351,535
378.887,760
379.589,545
380.301,740
380.838,635
381.523,620
382.251,665
382.788,725
383.323,530
384.055,605
384.458,695
384.748,290
385.127,330
385.468,410
386.010,265
386.541,605
387.224,605
387.516,890
388.540,590
389.028,415
389.759,585
390.002,965
390.733,420
390.739,320
390.785,10
390.790,15
390.978,260
393.220,1855
393.513,585
394.638,630
394.878,590
395.316,175
395.854,410
396.465,590
397.120,615
397.803,620
398.485,700
399.216,745
399.899,730
400.581,725
401.264,635
401.849,720
402.532,580
403.117,645
403.799,615
404.335,620
405.018,615
405.749,695
406.432,710
407.118,710
407.797,740
407.845,645
407.850,10
408.528,10
409.210,645
409.893,700
410.478,790
411.453,495
413.110,1015
413.647,1635
414.231,585
414.768,555
415.451,505
416.084,720
416.718,615
417.550,665
418.140,695
418.814,690
419.107,690
419.110,320
419.155,10
419.356,10
420.081,285
421.301,725
421.885,1200
422.568,560
423.835,725
424.225,1245
424.230,400
424.395,190
425.641,435
426.880,790
427.297,1305
428.134,370
428.808,830
429.103,735
430.616,280
430.906,1535
431.063,370
432.318,975
432.324,345
432.562,10
432.568,285
432.708,10
432.854,275
434.659,625
435.487,1190
435.779,830
436.196,300
437.583,325
437.875,1485
437.894,200
437.924,10
438.119,15
438.123,300
438.265,10
438.270,175
438.418,10
439.777,775
440.508,665
441.191,780
441.885,695
442.556,635
443.287,725
443.530,735
443.535,200
443.582,15
444.121,15
444.218,630
444.275,10
444.605,50
444.616,50
444.944,10
445.776,700
446.748,850
447.460,920
448.015,700
448.698,615
449.381,730
449.676,710
450.070,290
450.115,330
450.209,10
450.215,170
450.356,15
450.370,10
450.380,20
450.649,145
452.159,275
452.163,1420
452.988,10
453.963,860
454.012,965
454.695,10
454.956,740
455.377,300
456.059,360
457.327,670
457.345,1260
458.156,10
458.400,835
458.692,285
459.667,390
460.496,915
461.325,890
462.202,845
463.031,855
463.862,785
464.542,795
465.371,800
466.054,730
466.826,755
467.644,725
467.657,795
468.442,10
469.320,865
469.971,760
470.783,820
471.767,815
472.342,755
473.074,760
474.024,735
474.687,865
474.864,885
474.880,20
474.884,15
474.975,130
474.990,20
475.024,10
475.027,10
475.030,15
475.170,15
475.174,15
475.218,10
475.222,15
475.225,15
475.267,10
475.270,10
475.278,15
475.281,10
475.319,10
475.322,10
475.325,10
475.370,10
475.373,10
475.383,190
475.706,220
475.709,10
475.712,10
475.716,10
476.194,565
476.340,10
476.925,160
476.933,615
478.047,10
478.441,1120
478.874,405
478.878,415
478.973,10
478.976,75
479.118,220
480.923,755
481.703,970
482.043,735
482.873,465
482.882,820
483.311,15
483.314,395
483.609,240
485.663,1515
485.944,640
486.383,290
486.918,320
487.358,635
487.748,370
488.332,400
488.729,670
489.015,190
489.162,490
489.698,150
