df_hash,22ZHK4.VLRYU9
114.610,20
114.641,25
114.646,15
114.673,10
114.936,10
114.941,10
114.946,10
115.103,15
115.128,495
115.132,10
115.226,10
115.229,10
115.372,20
115.375,125
115.424,20
115.428,15
115.431,15
115.469,10
115.472,15
115.476,10
115.479,10
115.520,10
115.523,10
115.580,10
115.667,15
115.670,15
115.673,15
115.762,15
115.766,320
116.591,10
116.601,800
116.607,10
116.884,10
117.425,270
117.468,535
117.474,10
118.297,15
118.300,855
118.559,15
119.126,225
119.808,540
119.812,715
119.955,10
120.491,180
120.784,555
121.222,205
121.521,540
122.051,165
122.056,630
122.880,10
123.602,790
124.244,705
124.250,715
124.392,10
124.976,195
124.979,550
125.843,10
125.853,785
125.953,15
126.639,20
126.682,815
127.462,10
127.465,840
128.297,15
129.119,820
129.125,780
129.266,10
129.802,180
130.095,540
130.537,235
130.731,445
131.216,15
131.219,670
131.898,10
131.902,720
132.581,10
133.458,695
133.705,800
134.141,10
134.145,750
134.296,10
134.385,160
134.826,40
134.969,495
134.972,10
134.976,20
135.018,125
135.131,30
135.166,20
135.171,10
135.262,170
135.266,10
135.311,10
135.314,10
135.317,10
135.362,10
135.365,10
135.368,15
135.409,15
136.335,250
136.340,835
136.384,10
136.481,10
136.484,15
137.066,10
138.577,600
138.580,1600
139.259,10
139.263,640
139.991,15
140.238,755
140.819,10
140.823,730
141.648,10
141.652,830
141.794,10
142.477,235
142.624,570
143.164,235
143.308,520
143.891,10
144.156,730
144.573,230
144.577,485
144.723,10
145.402,10
145.406,725
146.085,10
146.088,735
146.302,10
146.767,195
146.771,540
146.913,10
146.917,135
147.059,20
147.063,15
147.111,10
147.118,15
147.125,15
147.498,15
147.502,465
148.183,10
148.376,710
149.085,10
149.107,750
149.175,10
149.838,190
150.131,625
150.667,260
150.670,575
151.398,10
151.642,740
152.082,200
152.909,515
152.914,755
153.592,10
153.600,745
154.427,10
154.469,780
155.172,10
155.252,795
155.399,10
155.835,190
156.079,505
156.663,155
156.666,580
156.764,15
156.766,15
157.346,20
157.349,685
158.028,10
158.034,685
158.274,10
158.280,65
158.328,225
158.470,190
158.614,100
159.734,630
159.738,500
159.742,10
159.979,10
160.124,350
160.128,10
160.132,15
161.003,760
161.006,15
161.009,10
161.051,15
161.054,45
161.057,20
161.060,15
161.099,15
161.103,55
161.262,45
161.269,15
161.685,20
161.689,465
161.782,10
162.367,235
162.513,515
162.517,170
162.662,10
162.907,10
163.049,400
163.053,10
163.732,10
163.735,730
163.738,10
163.878,10
163.882,115
163.927,15
163.930,10
163.934,10
163.976,10
163.980,10
164.024,10
164.028,10
164.031,10
164.073,15
164.096,10
164.122,20
164.125,20
164.128,35
164.132,50
164.171,20
164.317,15
165.194,265
165.197,755
165.293,10
165.296,10
165.343,130
165.347,20
165.349,10
165.828,15
165.832,525
165.977,10
166.657,10
167.096,805
167.102,475
167.486,10
167.492,355
167.642,10
167.780,215
167.785,15
167.792,15
167.830,10
168.217,20
168.900,425
168.906,705
168.948,20
168.954,10
168.973,10
168.997,10
169.054,150
169.192,10
169.198,10
169.729,505
169.737,95
169.875,15
169.881,55
170.024,25
170.265,10
170.313,495
170.320,10
170.999,10
171.678,680
171.681,645
172.361,10
172.364,715
173.231,15
173.239,825
173.336,15
173.966,170
174.119,570
174.457,10
174.461,460
174.507,20
174.514,10
174.517,10
174.557,15
174.561,20
174.564,20
174.604,10
174.749,225
175.606,765
175.725,10
176.115,155
176.119,510
176.943,10
176.947,755
177.675,10
177.680,710
177.919,10
178.357,330
178.361,375
179.040,10
179.247,755
179.381,10
179.868,10
180.697,700
180.865,700
181.428,285
181.435,610
181.480,10
181.483,10
181.575,10
181.623,70
181.629,30
181.769,15
181.775,15
181.781,10
181.819,15
181.827,15
181.833,15
181.842,10
181.867,15
181.870,15
181.967,225
182.001,15
183.378,840
183.768,660
184.208,365
184.792,405
184.796,520
184.799,10
184.896,250
185.039,10
186.070,370
186.160,625
186.694,10
186.702,805
186.888,10
187.522,10
187.529,750
188.401,10
188.408,850
188.450,20
188.454,10
188.501,10
188.936,115
188.941,365
188.985,10
188.988,10
188.991,10
189.083,215
190.058,840
190.155,10
190.204,150
190.740,25
191.471,575
192.153,760
192.258,725
192.401,10
192.988,200
193.129,530
193.665,225
193.668,505
193.957,10
194.347,210
194.353,520
195.090,10
195.762,685
196.151,680
196.160,415
196.298,15
196.395,185
196.592,10
197.126,790
197.273,15
197.278,95
197.567,10
197.570,95
197.585,10
197.911,15
197.957,405
198.566,10
198.569,700
198.572,10
198.589,15
198.686,60
198.930,10
198.933,300
198.978,25
198.982,15
198.985,10
199.080,10
199.087,10
199.090,15
199.094,165
199.311,15
200.058,690
200.490,270
201.318,395
201.322,790
201.370,15
201.373,10
201.562,20
202.148,85
202.589,655
202.684,495
202.738,10
202.852,280
202.979,10
202.982,10
203.810,895
203.954,10
204.048,10
204.053,130
204.058,20
204.062,55
204.248,10
204.536,10
205.365,560
205.369,825
205.608,10
205.613,280
206.193,15
206.197,430
206.730,10
207.022,665
207.170,160
207.182,10
207.187,20
207.413,15
207.461,10
207.466,475
208.290,10
208.875,755
208.878,635
209.512,10
210.337,670
210.342,770
210.532,10
211.069,210
211.077,560
211.086,15
211.216,15
211.225,40
211.231,20
211.351,115
211.363,15
211.367,15
211.459,175
212.875,470
213.021,920
214.384,15
214.388,1515
215.212,10
215.215,780
215.359,10
216.041,205
216.773,615
217.601,800
217.605,820
218.443,10
218.455,770
218.624,15
218.628,180
218.631,10
218.635,10
218.640,10
218.756,15
218.774,15
218.776,10
218.780,10
219.258,35
220.235,580
220.238,970
220.241,15
220.380,20
220.384,120
220.388,20
220.575,25
220.578,25
220.624,10
220.631,15
220.770,10
220.773,250
222.183,10
222.186,1390
222.190,15
222.330,10
222.333,100
222.380,20
222.386,10
222.389,10
222.427,15
222.431,20
222.434,15
222.437,15
222.514,15
222.525,15
222.528,15
222.531,10
222.534,15
222.674,10
222.877,20
223.012,350
223.046,10
223.259,190
223.451,30
224.426,465
224.429,870
224.477,10
225.255,10
225.260,850
226.087,10
226.278,900
227.063,15
227.087,860
227.887,10
227.892,840
228.033,10
228.039,125
228.082,10
228.088,20
228.094,30
228.717,10
228.735,645
229.404,10
229.545,750
229.602,20
229.691,20
230.130,180
230.135,465
230.278,10
230.812,180
230.816,510
231.495,15
231.498,710
231.641,10
231.841,10
231.844,165
231.847,25
232.349,40
232.352,495
233.055,10
233.058,795
233.302,10
233.886,180
233.893,630
233.908,10
234.030,10
234.041,115
234.127,15
234.131,15
234.135,10
234.177,15
234.184,10
234.188,15
234.192,15
234.276,25
234.615,25
234.619,435
234.722,10
234.858,15
234.862,115
234.886,20
234.910,15
234.917,15
234.919,15
234.922,10
235.398,20
235.402,520
235.628,10
236.126,150
236.129,630
236.224,10
236.370,10
236.907,210
236.961,540
237.101,15
237.930,160
238.613,765
239.005,765
239.019,350
239.736,10
239.978,715
240.123,385
240.127,15
240.173,10
240.182,15
240.192,25
240.272,20
240.276,10
240.416,10
240.419,100
240.708,15
240.724,435
241.392,15
242.074,730
242.220,615
243.488,210
244.565,1200
244.855,1100
244.999,320
245.002,10
245.005,10
245.294,95
245.340,15
245.554,270
246.705,250
246.708,1200
246.851,10
246.854,15
246.901,20
246.904,15
246.908,85
246.912,10
246.948,10
247.241,20
247.684,385
248.070,380
248.752,355
248.756,570
249.289,190
249.584,530
249.876,325
250.166,10
250.169,500
250.559,10
251.287,505
251.970,695
252.411,645
252.658,310
253.387,415
254.163,720
254.167,785
254.945,10
255.285,740
256.845,360
257.430,1555
258.356,585
258.654,885
258.669,345
258.681,15
258.766,10
258.892,235
261.041,510
261.671,1665
263.092,715
263.182,1320
263.768,10
264.597,675
265.425,840
266.452,905
267.627,1000
268.790,1110
269.352,1215
270.447,585
271.129,1030
271.134,800
271.226,10
271.290,15
271.373,130
271.421,30
271.568,235
272.689,855
272.933,235
274.590,340
274.883,1550
276.492,370
276.832,1465
277.807,450
277.811,955
277.954,230
278.004,10
278.100,70
278.251,165
278.295,10
279.465,540
279.946,730
280.733,450
280.880,785
281.025,290
281.037,10
281.317,290
281.433,15
281.707,25
281.710,20
281.713,10
281.716,10
281.954,315
282.396,10
282.691,650
282.782,10
283.224,250
284.196,565
284.340,815
284.343,335
284.486,10
285.169,210
286.290,645
286.293,1070
286.979,10
287.265,760
287.331,300
287.557,10
287.562,255
287.609,10
287.613,10
287.616,10
289.227,740
289.364,910
289.507,10
289.512,210
289.751,235
289.757,10
290.631,255
291.995,700
292.140,1545
294.090,1920
294.480,10
294.486,395
294.774,10
294.815,10
294.921,280
295.309,15
296.430,525
297.409,1045
297.454,1005
297.457,10
297.461,10
297.757,10
297.844,20
298.526,345
299.648,760
301.012,1195
302.427,1390
303.694,1280
304.526,1365
304.769,805
305.060,10
305.065,560
305.071,10
306.570,770
306.574,700
307.155,10
308.277,620
308.531,1145
308.573,225
308.614,10
308.625,10
308.628,10
309.495,15
310.178,970
310.470,610
310.616,490
310.620,10
312.420,845
312.423,950
312.426,10
312.566,15
312.569,100
312.875,10
312.910,260
312.917,10
312.920,45
312.924,20
313.013,10
313.018,15
313.255,20
313.264,10
313.267,10
313.543,15
314.224,625
314.907,680
315.784,670
315.882,795
316.320,175
316.323,475
317.295,15
318.563,970
319.786,1150
320.515,1325
321.761,725
322.706,1290
323.392,950
323.827,710
323.832,385
324.949,10
325.242,1100
326.193,280
326.367,945
326.460,10
326.947,330
326.950,335
326.953,10
327.052,220
328.849,765
330.233,975
330.802,1440
332.213,555
332.320,1375
332.363,220
332.847,460
333.578,10
334.138,715
334.796,595
334.800,715
334.942,15
334.946,25
334.971,15
334.997,15
335.000,20
335.917,15
336.454,1015
337.185,490
337.575,715
338.307,450
338.848,725
339.968,590
340.354,915
342.012,610
342.895,1600
344.010,910
344.157,1310
345.376,1165
345.384,15
345.388,10
345.424,15
345.428,20
345.814,10
346.351,385
347.716,610
348.301,1390
348.983,520
349.681,645
349.812,780
349.958,280
349.960,15
349.964,10
350.104,15
350.107,100
350.251,165
351.473,835
351.957,300
351.963,465
352.009,10
352.014,10
352.444,25
353.200,555
354.637,700
354.979,1195
355.668,655
356.490,680
357.319,770
357.323,870
357.370,15
357.373,10
357.924,20
358.587,580
359.415,715
359.423,780
360.244,10
360.248,845
360.292,15
360.296,10
360.300,10
360.537,10
360.559,10
360.566,260
360.588,10
360.731,10
360.735,20
360.739,40
360.880,30
360.884,15
360.890,10
360.957,205
361.755,820
361.758,10
361.806,20
362.048,240
362.051,10
362.194,120
362.340,150
362.345,10
362.518,170
363.023,540
363.559,15
364.863,570
364.976,1260
365.509,15
365.512,745
366.338,10
367.167,755
367.898,800
367.902,740
368.726,10
368.730,805
368.775,10
368.778,20
368.782,25
368.876,15
368.879,10
368.882,20
368.922,20
368.925,15
368.928,10
368.931,10
369.415,10
370.238,580
370.433,990
370.436,10
372.188,690
372.773,1050
373.455,645
373.822,725
374.430,280
375.715,675
376.235,1250
377.745,530
377.748,1395
377.755,200
377.765,10
378.038,10
378.042,200
378.189,30
378.192,10
378.579,10
378.772,575
379.013,15
379.988,370
381.353,975
381.791,1360
383.059,520
383.206,1200
383.600,105
383.744,455
383.747,10
384.181,10
385.403,580
385.549,1190
385.984,10
387.057,645
387.800,1010
388.768,810
389.452,885
390.968,685
391.103,1715
391.108,10
391.249,200
391.408,65
391.413,10
393.056,790
393.118,830
393.643,10
394.323,635
395.003,715
395.593,660
396.994,615
398.756,1345
400.170,1840
400.465,1425
400.854,280
401.684,330
402.266,945
402.270,490
402.949,10
403.778,720
404.315,800
404.365,635
404.467,10
404.606,10
404.610,240
404.613,15
405.045,330
406.557,10
407.679,1545
407.970,1165
408.509,300
409.481,565
409.485,870
409.534,15
409.547,15
409.552,10
409.921,20
410.466,410
411.435,550
411.578,1020
411.821,90
411.825,280
412.809,10
413.139,960
415.041,360
416.555,1860
416.990,1585
417.428,380
417.575,495
417.822,150
418.793,285
419.086,1005
420.743,290
421.377,1565
422.693,640
423.668,1350
425.228,1005
425.332,1580
425.374,30
425.377,35
425.380,10
425.765,10
425.916,630
426.043,20
426.057,10
426.072,10
426.081,10
426.106,20
426.155,15
426.161,10
426.164,120
427.198,995
427.275,15
427.294,15
427.299,20
427.326,20
427.332,15
427.861,15
428.835,550
428.839,1025
429.567,10
429.575,685
429.618,10
430.201,10
430.883,620
430.887,725
431.713,10
432.006,835
432.160,335
432.346,235
433.662,740
434.786,665
435.222,1190
435.368,360
435.563,295
436.092,10
436.248,545
436.782,10
436.894,630
437.026,205
437.638,95
438.000,585
438.004,480
438.293,10
439.132,280
439.950,765
439.954,805
440.097,10
440.100,125
440.194,15
440.197,10
440.528,10
440.535,430
440.540,15
440.636,55
440.780,195
441.224,470
442.242,10
442.247,1000
442.291,10
442.437,270
442.442,10
443.071,430
443.850,10
443.997,915
444.045,15
444.051,15
444.116,10
444.679,15
445.607,760
446.532,895
446.536,870
446.556,10
447.165,115
447.897,580
448.038,785
448.148,170
448.335,15
448.341,10
448.346,15
448.580,120
449.557,375
450.390,940
450.395,830
450.401,10
451.260,10
451.265,895
452.176,10
452.222,740
452.341,10
452.344,230
452.348,10
452.383,15
452.723,430
453.567,10
453.747,850
453.750,15
453.893,190
453.896,20
454.091,20
454.093,15
454.530,50
455.258,490
455.261,830
455.309,10
456.087,15
456.090,935
456.233,10
457.452,15
459.012,1375
459.015,1525
459.018,10
459.158,10
459.161,75
459.548,10
459.551,400
459.597,10
459.600,15
459.698,20
459.889,220
459.938,10
460.280,490
460.390,10
460.394,20
460.545,205
460.670,10
460.673,10
460.676,130
461.645,965
461.793,15
462.035,80
463.227,340
464.136,1055
466.081,1025
467.104,1930
467.107,975
467.156,110
467.202,10
468.323,1215
468.907,10
469.054,585
469.061,10
469.983,15
469.986,765
470.614,10
470.617,815
470.663,10
470.667,10
470.712,105
470.715,25
470.718,15
470.722,10
470.814,15
470.858,20
470.862,15
470.865,20
470.869,10
470.907,10
470.910,10
470.913,20
471.009,25
471.102,30
471.106,15
471.109,10
471.112,10
471.202,15
471.394,30
471.398,385
472.223,15
473.210,895
473.737,900
473.929,615
473.933,10
474.080,245
474.417,405
475.538,325
476.952,750
477.221,1450
477.345,235
478.317,10
478.609,1415
478.755,105
478.902,230
478.905,10
479.145,200
480.024,515
480.031,430
480.148,10
480.316,265
480.319,10
481.778,580
482.363,695
482.509,730
484.021,215
485.001,1565
485.434,890
485.825,455
486.409,405
486.799,625
487.774,370
488.898,1020
489.724,885
489.734,980
489.971,10
