df_hash,22ZHK4.VLRYU9
318.368,34.875
319.781,34.844
320.367,34.844
321.390,34.781
322.365,34.844
323.389,34.812
324.413,34.781
325.388,34.781
326.374,34.812
327.387,34.844
328.411,34.812
329.385,34.844
330.360,34.875
331.406,34.938
332.433,34.906
333.383,34.938
334.439,35.000
335.388,35.031
336.406,34.938
337.380,34.938
338.404,35.031
339.379,35.031
340.420,35.000
341.382,34.938
342.402,34.969
343.377,34.969
344.400,34.938
345.432,34.906
346.399,35.000
347.374,35.031
348.397,34.938
349.373,34.969
350.400,35.000
351.469,35.000
352.396,35.000
353.419,35.062
354.396,35.062
355.566,35.062
356.393,35.031
357.614,35.031
358.393,35.031
359.367,35.031
360.433,35.094
361.365,35.094
362.410,35.062
363.364,35.031
364.389,35.062
365.395,35.094
366.387,35.125
367.362,35.125
368.386,35.125
369.409,35.125
370.387,35.125
371.365,35.156
372.383,35.219
373.358,35.250
374.382,35.188
375.357,35.219
376.429,35.188
377.356,35.188
378.405,35.219
379.403,35.156
380.378,35.125
381.402,35.094
382.626,35.062
383.548,34.938
384.386,34.969
385.399,34.969
386.374,35.031
387.398,34.938
388.373,34.906
389.445,34.969
390.372,35.000
391.397,35.062
392.371,35.031
393.395,35.125
394.369,35.188
395.403,35.188
396.661,35.156
397.404,35.219
398.406,35.250
399.395,35.219
400.366,35.219
401.389,35.156
402.369,35.219
403.388,35.250
404.411,35.188
405.387,35.188
406.367,35.219
407.386,35.219
408.366,35.188
409.384,35.219
410.359,35.219
411.383,35.250
412.399,35.219
413.533,35.219
414.357,35.250
415.430,35.250
416.551,35.219
417.379,35.219
418.354,35.281
419.673,35.219
420.378,35.219
421.380,35.250
422.352,35.281
423.380,35.250
424.400,35.188
425.477,35.188
426.350,35.219
427.471,35.219
428.397,35.250
429.372,35.281
430.445,35.281
431.546,35.219
432.394,35.188
433.376,35.188
434.393,35.281
435.371,35.281
436.489,35.312
437.367,35.344
438.390,35.344
439.389,35.344
440.390,35.344
441.439,35.375
442.388,35.375
443.471,35.438
444.387,35.406
445.362,35.406
446.386,35.375
447.387,35.375
448.472,35.344
449.505,35.344
450.385,35.375
451.358,35.375
452.433,35.375
453.357,35.344
454.385,35.375
455.356,35.375
456.772,35.375
457.355,35.344
458.576,35.344
459.357,35.344
460.378,35.375
461.501,35.344
462.376,35.375
463.351,35.375
464.474,35.375
465.363,35.344
466.422,35.344
467.790,35.375
468.423,35.375
469.347,35.375
470.390,35.375
471.346,35.406
472.370,35.406
473.417,35.406
474.369,35.406
475.343,35.406
476.367,35.438
477.440,35.406
478.449,35.406
479.390,35.406
480.365,35.406
481.388,35.344
482.366,35.344
483.436,35.344
484.362,35.344
485.388,35.375
486.361,35.344
487.384,35.375
488.360,35.375
489.585,35.375
