df_hash,22ZHK4.YQ10CM
303.868,730
304.553,715
305.379,725
306.062,740
306.793,720
307.476,725
308.158,705
308.841,725
309.571,690
310.254,740
311.083,715
311.768,735
312.748,720
313.179,730
313.862,730
314.716,705
315.373,740
316.104,725
316.933,750
317.615,770
318.311,725
318.981,720
319.711,695
320.394,710
321.122,730
321.762,680
322.490,660
323.321,695
323.855,690
324.440,680
325.122,685
325.805,665
326.488,675
327.219,670
327.906,690
328.609,685
329.170,700
329.266,680
329.949,10
330.680,725
331.362,735
332.045,730
332.873,730
332.877,735
333.605,10
334.289,735
334.970,685
335.652,675
335.658,790
335.750,10
335.798,10
336.237,15
337.066,500
337.071,775
337.216,225
338.285,355
339.016,695
339.699,680
340.381,685
341.063,730
341.795,720
342.624,725
343.306,805
344.282,715
344.293,750
344.332,195
344.338,20
344.344,15
344.720,15
345.549,475
346.252,720
346.913,775
347.842,750
348.473,750
349.306,755
349.986,755
350.667,770
351.496,740
352.186,740
352.470,740
352.938,315
353.592,375
353.739,725
353.745,150
354.275,25
354.957,495
355.103,700
355.251,260
356.229,395
356.908,670
357.638,695
358.478,675
359.149,770
359.303,710
359.355,210
359.832,10
360.568,510
361.392,770
362.076,760
363.062,725
363.474,755
363.734,645
364.176,215
364.414,490
364.853,255
365.389,425
365.392,615
365.831,25
366.120,390
366.803,280
367.486,715
368.314,710
369.299,745
369.727,720
370.556,735
371.149,755
371.924,690
371.970,720
372.506,10
372.510,630
373.190,10
374.017,710
374.021,730
374.700,10
375.382,715
375.689,790
376.212,220
376.953,535
377.782,770
378.453,770
379.282,795
379.979,750
380.263,740
380.697,205
381.378,510
381.382,655
382.081,10
382.795,675
382.800,705
382.805,60
382.890,125
382.895,10
384.049,375
384.159,685
384.207,135
384.212,25
384.218,30
384.260,20
384.308,10
384.388,10
384.548,20
384.553,95
384.579,275
386.009,695
386.644,680
386.936,715
387.326,200
388.304,515
388.739,680
389.422,720
390.132,735
390.845,695
391.089,695
391.664,255
392.351,460
393.039,705
393.761,735
394.443,690
395.146,725
395.816,715
396.637,745
397.368,725
398.197,790
398.887,765
399.026,935
400.244,530
400.248,725
401.081,10
401.805,740
402.658,795
403.463,810
404.160,775
404.973,780
405.813,805
406.544,805
406.582,770
407.361,10
408.071,780
408.913,780
408.921,805
409.702,10
410.531,795
411.213,790
412.042,785
412.779,780
412.922,770
413.602,10
414.430,765
414.463,805
415.161,10
415.942,780
416.770,825
417.502,795
418.330,795
418.333,795
419.159,10
419.987,850
419.994,825
420.817,10
421.646,840
422.474,840
423.303,855
423.598,760
424.034,190
424.719,510
424.724,735
425.399,10
426.081,720
426.910,685
427.056,760
427.061,170
427.202,110
427.208,10
427.251,10
427.256,25
427.261,10
427.641,130
427.645,10
428.178,645
428.860,270
429.153,635
429.302,270
429.396,165
429.403,10
429.409,10
429.414,15
429.483,10
429.662,15
429.692,225
429.699,10
430.859,1270
431.104,245
432.516,700
433.199,720
433.881,700
434.568,680
435.295,740
436.125,725
436.806,765
437.635,740
437.638,760
438.324,10
439.000,680
439.146,720
439.731,175
440.582,560
441.242,775
441.927,700
442.254,725
442.610,295
442.666,380
443.582,10
443.587,990
444.021,10
444.703,395
444.708,800
444.899,10
444.904,150
445.435,10
446.263,520
446.268,795
446.956,10
447.628,720
447.774,730
447.920,155
447.925,15
448.167,10
448.170,25
448.511,85
449.042,445
449.724,675
450.407,705
450.702,705
451.244,10
451.918,730
452.747,690
453.331,735
453.337,685
454.014,10
454.161,705
454.697,175
455.428,540
456.111,730
456.649,695
456.793,375
457.484,335
457.621,725
457.773,10
457.817,170
457.821,10
457.824,20
457.854,15
457.914,15
457.917,15
457.927,20
457.965,30
457.969,15
458.208,10
458.304,360
458.898,10
459.571,685
460.401,720
461.083,730
461.814,750
462.496,715
463.325,740
464.008,730
464.739,775
465.568,720
466.250,735
466.981,725
467.615,685
467.619,725
468.346,10
468.350,675
469.029,10
469.033,690
469.711,10
470.394,690
471.225,710
471.394,705
471.810,245
471.956,485
472.490,10
472.494,725
473.467,10
474.001,700
474.732,740
475.415,715
476.097,745
476.926,725
476.929,745
477.517,10
478.340,675
478.352,760
478.745,10
479.022,390
479.705,315
479.708,735
480.534,10
481.267,745
481.947,710
482.634,740
483.459,765
484.141,755
484.972,760
485.701,775
485.756,770
486.530,10
487.212,750
487.896,745
488.726,750
489.455,755
489.699,750
490.386,185
490.399,540
490.415,10
490.457,155
490.496,15
490.966,15
491.843,620
492.331,770
492.623,540
493.062,375
493.452,385
494.296,445
494.574,820
495.048,300
496.234,460
497.749,1075
499.692,1615
499.696,2015
499.700,20
499.838,10
499.843,45
499.937,15
499.949,10
501.788,15
501.935,2010
501.939,45
501.943,30
501.956,30
501.983,20
501.987,20
501.991,15
502.114,15
502.130,15
502.133,15
502.137,15
502.140,15
502.178,20
502.182,25
502.185,25
502.227,20
502.236,15
502.275,10
502.279,15
502.291,10
502.324,10
502.329,15
502.333,15
502.336,20
502.389,20
502.394,20
502.421,15
502.426,20
502.430,10
502.435,15
502.470,10
502.474,15
502.477,10
502.481,10
502.621,10
502.624,10
503.884,20
503.898,1420
504.030,45
504.035,30
504.168,240
504.180,25
504.183,30
504.469,160
504.474,35
504.477,30
504.593,70
505.542,850
505.692,255
505.742,40
505.761,25
505.932,20
506.516,240
506.522,535
506.565,25
506.568,20
506.571,20
506.663,15
506.666,20
506.682,20
506.858,160
506.861,25
506.864,25
507.345,320
507.491,290
507.495,30
507.739,280
507.886,40
507.889,190
507.984,20
507.996,15
508.056,25
509.149,1240
509.295,30
509.299,30
509.441,25
509.445,25
509.449,90
509.493,45
509.497,25
509.539,45
510.514,725
511.027,295
511.260,440
511.504,315
511.927,275
512.464,375
512.470,535
512.808,25
512.812,315
513.049,25
513.738,225
513.781,695
514.268,45
514.420,720
514.576,55
515.242,300
515.535,420
515.539,260
515.682,45
515.977,405
515.990,40
516.365,275
516.804,35
517.046,690
517.050,75
517.778,680
517.781,25
518.607,595
518.893,200
519.143,265
519.146,20
519.179,30
519.435,345
519.439,40
519.584,175
520.118,70
520.124,625
520.167,30
520.657,40
520.801,555
520.956,240
521.099,55
521.425,335
522.068,40
522.215,620
522.458,480
522.507,40
522.604,90
522.899,210
523.046,25
523.049,55
523.434,255
523.580,345
523.729,285
523.912,40
524.167,30
524.170,60
524.262,330
524.311,35
524.847,30
524.994,580
525.396,45
525.406,345
525.460,45
525.532,20
525.972,50
526.116,525
526.212,205
526.505,80
526.516,280
526.797,305
526.944,165
527.485,285
527.531,260
527.569,35
527.772,25
528.016,165
528.021,380
528.162,20
528.455,30
528.601,285
528.753,225
528.991,95
528.994,275
529.137,45
529.287,45
529.430,260
529.434,35
529.776,50
529.792,260
530.112,60
530.116,345
530.551,55
530.556,345
530.697,50
530.716,25
531.088,55
531.380,505
531.792,225
531.797,440
531.818,15
532.357,40
532.373,505
532.751,55
532.794,340
532.800,40
532.805,25
532.917,25
532.940,35
532.946,30
533.725,40
533.866,865
533.872,30
534.177,35
534.210,270
534.451,55
534.455,280
534.841,30
534.844,345
535.134,265
535.137,80
535.280,65
535.283,30
535.287,55
535.524,170
536.273,520
536.499,205
536.502,350
536.645,30
536.938,340
537.378,505
537.474,20
537.478,45
537.627,150
537.718,45
537.913,220
538.157,235
538.891,545
539.034,45
539.181,250
539.278,255
539.283,20
539.717,60
539.867,615
540.009,90
540.131,135
540.135,30
540.253,170
540.838,385
541.082,350
541.085,35
541.130,60
541.374,175
541.377,110
541.670,235
541.716,30
541.813,55
542.184,190
542.368,375
542.498,25
542.502,15
542.506,10
542.642,255
542.789,205
543.178,335
543.617,95
543.621,310
543.867,60
544.009,460
544.154,65
544.446,255
544.451,25
544.739,280
544.749,85
545.274,295
545.280,190
545.665,30
545.713,375
546.250,95
546.542,790
546.554,35
546.654,30
546.786,175
546.932,210
547.521,275
547.762,190
547.909,340
548.740,165
549.028,750
549.032,300
549.080,30
549.084,15
549.565,45
549.568,445
549.614,55
549.617,30
549.863,45
550.299,280
550.567,295
550.576,335
550.686,25
550.979,65
551.127,330
551.135,100
551.376,50
551.808,300
551.815,330
552.100,30
552.344,330
552.783,240
552.929,480
553.075,45
553.319,415
553.465,245
553.758,230
554.294,505
554.297,35
554.301,35
554.588,210
554.977,420
555.269,45
555.863,235
556.098,590
556.145,300
556.268,125
556.402,240
556.683,220
556.829,70
557.901,925
557.907,235
558.359,50
558.633,430
558.734,280
559.023,55
559.173,320
559.462,175
559.709,250
559.754,290
559.758,30
559.998,25
560.211,265
560.466,45
560.588,295
560.681,45
561.008,335
561.120,210
561.802,90
561.806,740
561.952,35
562.240,25
562.342,425
562.392,35
562.633,40
563.098,220
563.102,425
563.106,30
563.364,70
563.606,295
563.609,260
563.752,25
564.044,50
564.289,615
565.410,1120
566.531,720
566.833,360
566.924,300
566.928,25
566.969,15
567.652,35
567.946,760
568.188,255
568.336,365
568.773,55
568.871,490
569.166,35
569.310,185
569.315,260
569.456,30
569.474,25
569.615,300
569.749,45
570.140,515
570.285,60
570.723,365
570.824,255
570.967,25
570.971,65
571.261,275
571.553,80
571.650,300
571.699,25
571.800,35
572.238,225
572.384,525
572.389,30
572.527,60
572.771,275
572.918,55
573.372,110
573.748,440
573.751,365
573.754,35
574.185,45
574.331,505
574.334,25
574.337,15
574.429,80
574.727,255
574.867,240
575.014,70
575.560,530
575.699,25
575.842,260
575.846,15
575.897,20
575.909,30
576.281,440
576.379,30
576.526,280
576.671,30
576.675,75
577.112,415
577.208,25
577.390,45
577.939,200
578.086,545
578.475,180
578.478,345
578.621,55
579.061,80
579.158,530
579.304,95
579.596,145
579.992,300
580.035,320
580.133,45
580.425,85
580.429,305
580.475,40
580.718,50
581.108,265
581.113,325
581.159,25
581.172,15
581.177,10
581.400,15
581.427,260
581.549,55
581.865,310
581.891,15
581.896,15
582.097,25
582.668,225
583.058,640
583.062,420
583.351,220
585.714,1165
585.983,1265
587.104,245
588.079,1180
589.207,990
589.446,1090
590.322,320
590.862,815
591.198,545
591.395,225
591.982,360
592.370,485
593.491,420
594.173,1175
594.759,630
595.735,630
597.245,945
598.369,1535
599.488,975
600.024,1270
600.414,540
601.291,395
601.974,935
602.511,715
603.485,575
604.080,985
605.436,475
607.239,1455
607.242,1790
607.678,10
608.653,345
609.043,1055
609.190,480
609.193,10
609.196,10
609.873,715
610.457,10
611.968,565
611.972,1545
612.407,10
612.413,395
612.459,10
612.464,75
612.651,165
613.626,1005
614.748,375
614.755,785
615.053,260
616.113,345
616.853,770
617.818,695
618.794,965
619.363,1055
620.012,500
620.746,665
621.280,735
622.401,650
622.938,1045
623.621,595
624.889,695
626.253,1265
626.301,1375
626.305,10
626.399,185
627.813,255
627.816,1060
628.105,15
628.353,305
628.655,500
630.592,790
630.982,1180
631.881,470
633.761,765
633.907,1975
634.492,250
635.028,550
635.565,555
636.832,460
638.782,1305
640.879,2015
641.025,2110
641.028,20
641.073,10
641.077,10
641.080,15
641.173,15
642.975,25
642.978,1970
643.072,45
643.076,40
643.124,35
643.132,30
643.218,25
643.222,15
643.267,20
643.270,15
643.285,10
643.316,15
643.319,10
643.323,10
643.327,10
643.367,10
643.370,10
643.374,15
643.414,10
643.422,20
643.426,20
643.462,20
643.465,20
643.469,15
643.472,10
643.560,15
643.663,255
643.709,15
643.716,10
643.721,15
643.836,15
643.847,10
643.859,10
643.862,15
643.866,25
643.869,55
643.901,20
643.904,25
644.633,785
644.781,15
644.829,115
644.832,20
644.877,15
645.022,135
645.026,20
645.071,15
645.075,10
645.078,15
645.120,10
645.123,10
645.127,10
645.132,10
645.174,10
645.187,10
645.191,10
645.217,10
645.221,10
645.224,10
645.227,10
645.266,10
645.269,10
645.273,10
645.276,10
645.464,10
645.914,20
646.582,690
646.827,675
647.947,335
648.240,1040
648.776,325
649.617,540
650.044,900
651.040,355
651.263,1020
653.214,230
655.309,2040
655.602,2085
655.992,280
656.292,360
656.940,370
656.967,685
658.704,555
660.623,1070
662.671,2000
664.767,2050
664.770,2125
664.821,25
664.832,10
664.913,15
664.916,10
665.062,15
665.065,15
665.304,35
666.869,475
666.964,1485
666.969,30
666.974,15
667.019,15
667.061,20
667.064,20
667.067,30
667.107,65
667.112,35
667.156,25
667.161,15
667.164,20
667.253,15
667.257,15
667.262,15
667.279,15
667.302,10
667.306,15
667.309,10
667.313,15
667.351,10
667.355,10
667.358,10
667.361,10
667.402,10
667.410,10
667.414,10
667.420,10
667.465,10
667.469,10
668.521,25
668.526,1165
668.911,45
668.960,335
668.963,20
669.011,15
669.018,20
669.203,200
669.207,30
669.255,25
669.258,40
669.350,160
670.033,625
670.042,30
671.982,540
671.986,1405
672.031,15
672.034,10
672.038,10
672.128,10
672.132,10
672.158,15
672.177,15
672.181,20
672.184,15
672.187,20
672.283,20
672.567,40
672.571,300
673.933,45
674.079,1375
674.083,120
674.128,35
674.371,30
674.375,240
674.480,40
674.518,75
674.564,30
674.591,20
674.712,15
674.717,15
674.722,15
674.772,20
676.029,160
676.175,1305
676.179,125
676.321,80
676.325,40
676.330,30
676.589,50
676.713,255
676.722,35
677.007,20
677.150,150
677.154,310
677.326,255
677.447,25
677.456,40
677.735,310
677.986,35
678.667,265
678.992,875
679.008,15
679.012,15
679.021,15
679.028,10
679.051,10
679.055,15
679.058,15
679.061,15
679.116,25
679.281,190
679.347,45
680.080,570
680.323,220
680.466,350
680.469,25
680.612,255
680.905,265
681.056,20
681.201,20
681.213,20
681.254,240
681.329,25
681.591,25
681.595,90
681.745,175
681.882,140
682.415,705
682.419,35
682.467,15
682.470,45
682.708,240
682.712,35
683.004,220
683.548,570
683.634,50
683.689,50
683.975,255
684.219,115
684.223,270
684.366,30
684.663,65
684.950,240
685.050,385
685.195,270
685.340,30
685.344,20
685.349,25
685.511,145
686.023,570
686.027,30
686.074,15
686.078,15
686.169,15
686.462,30
686.465,305
686.510,20
686.517,10
686.521,15
686.657,10
686.661,10
686.852,15
686.855,300
687.144,30
687.149,350
687.324,25
687.534,15
687.538,15
687.589,20
687.633,285
687.641,15
687.644,15
687.651,15
687.729,10
687.745,15
688.266,30
688.270,605
688.431,10
688.460,125
688.466,10
688.470,10
688.473,10
688.509,10
689.537,10
689.950,1130
690.752,335
690.755,920
690.898,25
690.902,15
690.949,20
690.957,15
690.964,10
690.995,10
691.000,10
691.003,10
691.006,15
691.044,15
691.062,15
691.095,20
691.100,10
691.102,15
691.108,10
691.142,15
691.146,10
691.149,10
691.152,15
691.192,10
691.195,15
691.240,10
691.243,15
691.247,10
691.250,10
691.340,10
691.350,10
692.166,25
692.416,980
692.848,235
692.853,320
693.287,185
694.430,385
694.457,1060
694.462,25
694.467,15
694.473,15
694.525,10
694.588,10
694.635,10
694.676,15
694.721,25
694.726,50
694.731,30
694.736,20
694.743,15
694.749,10
694.755,10
694.759,15
694.765,10
694.770,15
694.775,10
694.798,15
694.803,15
694.808,25
694.850,30
695.920,25
696.066,1245
696.070,25
696.215,20
696.505,25
696.508,460
696.512,15
696.602,10
696.613,15
696.896,320
696.903,10
696.906,20
697.138,250
697.142,15
697.287,15
697.870,25
697.886,665
697.892,20
697.918,10
697.924,10
697.967,15
697.973,15
698.601,15
698.605,595
698.609,25
698.654,20
698.676,15
698.845,265
698.850,15
698.996,125
700.065,1080
700.072,15
700.075,10
700.084,15
700.405,15
700.502,305
700.506,10
700.551,10
700.554,10
700.557,15
700.600,10
700.603,15
700.607,10
700.610,10
700.651,10
701.038,10
701.042,530
701.090,15
701.096,10
701.103,10
701.218,10
701.331,220
701.477,150
701.483,35
701.631,45
701.727,140
701.770,45
701.775,35
701.822,40
701.871,60
702.175,250
702.471,10
702.504,355
702.507,15
702.510,10
702.601,10
702.605,30
702.842,25
702.989,360
702.992,15
703.042,15
703.046,15
703.135,165
703.139,10
703.284,10
703.287,100
703.330,10
703.333,40
703.519,75
704.110,700
704.113,20
704.159,15
704.163,15
704.168,10
704.550,30
704.646,425
704.649,60
704.695,35
704.699,30
704.860,30
704.955,25
705.085,250
705.098,20
705.134,10
705.137,15
705.140,10
705.185,10
705.190,10
705.193,10
705.632,25
705.679,515
705.720,10
705.765,10
705.768,15
705.974,25
706.074,285
706.206,20
706.209,225
706.212,30
706.390,55
706.401,45
706.407,20
706.413,15
706.418,15
706.450,10
706.469,10
706.499,15
706.511,15
706.522,15
706.528,15
706.599,15
706.605,35
707.571,990
707.577,25
707.620,25
707.626,20
707.631,20
707.871,260
707.917,20
707.945,15
707.981,10
708.029,15
708.039,10
708.060,15
708.156,10
708.159,15
708.163,45
708.168,150
708.402,10
709.278,315
709.375,850
709.378,15
709.382,10
709.668,260
709.671,10
710.793,1125
710.838,20
710.843,15
710.849,15
710.854,10
710.889,15
710.894,15
710.901,15
710.936,15
710.945,20
710.951,25
710.958,25
710.984,20
710.990,15
711.033,10
711.038,10
711.044,10
711.082,10
711.089,10
711.108,15
711.118,10
711.130,15
711.136,10
711.141,10
711.146,15
711.179,10
711.183,15
711.228,20
711.231,15
711.235,20
711.238,25
712.593,55
712.598,1345
713.275,45
713.279,630
713.324,25
713.327,15
713.330,10
713.376,10
713.379,10
713.382,15
713.421,15
713.425,20
713.470,20
713.473,20
713.487,20
713.519,15
713.522,15
713.525,10
713.528,15
713.590,15
713.619,10
713.624,10
713.628,10
713.641,15
714.559,15
714.835,1025
714.839,50
714.847,265
714.956,35
715.225,30
715.230,45
715.303,190
715.405,185
715.521,25
715.531,20
715.535,40
716.055,640
716.067,15
716.073,15
716.077,10
716.200,10
716.205,15
716.347,15
716.350,25
716.354,95
716.639,55
717.175,335
717.179,510
717.227,25
717.230,20
717.471,15
717.565,25
717.569,275
717.614,15
717.617,10
717.621,10
717.664,10
717.667,10
717.858,20
718.004,315
718.008,25
718.202,25
718.355,60
718.443,315
718.472,15
718.687,35
718.690,310
718.736,25
718.833,20
719.180,45
719.272,320
719.275,35
719.279,30
719.418,25
719.424,35
719.477,40
719.482,65
719.488,45
719.613,30
720.393,40
721.758,875
721.764,1455
721.807,20
721.812,15
721.817,10
721.904,10
721.910,10
721.953,10
721.959,15
721.965,10
721.981,15
722.002,10
722.007,15
722.013,10
722.018,10
722.054,10
722.059,10
722.065,15
722.100,10
722.111,15
722.125,10
722.131,15
722.148,10
722.154,10
722.159,10
722.164,10
722.197,15
722.202,10
722.208,15
722.213,10
722.274,15
722.281,15
722.287,15
722.294,20
722.298,25
722.301,25
722.305,20
722.346,15
723.712,30
723.758,1410
723.762,40
723.765,25
724.001,235
724.004,30
724.050,20
724.053,15
724.057,20
724.149,20
724.161,30
724.268,160
724.293,30
724.297,15
724.391,45
724.686,250
725.814,40
725.951,1130
725.955,50
725.958,140
726.058,30
726.195,245
726.341,85
726.487,235
727.610,395
727.620,630
727.635,35
727.912,25
728.316,230
728.442,385
728.877,260
728.888,345
728.891,35
728.973,20
728.978,20
729.134,195
729.169,50
729.173,50
729.713,295
729.949,190
730.331,335
730.401,290
730.533,55
730.680,115
730.923,185
730.928,280
730.972,25
731.362,20
731.366,350
731.413,25
732.341,40
732.495,925
732.527,45
732.581,140
732.620,35
732.630,40
732.633,35
733.312,75
733.317,645
733.458,35
733.605,280
733.707,35
733.712,30
734.288,570
734.291,40
734.294,30
734.764,270
734.881,30
734.973,205
735.265,45
735.652,420
735.657,285
735.702,30
735.800,35
736.143,210
736.237,305
736.481,55
