df_hash,22ZHK4.QGNKHU
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.M000
person_label,V84
date_time_start,2025-11-03_17-16-01.922000_+03
date_time_start_unix,1762175761.922
date_time_end,2025-11-03_17-24-49.400000_+03
length_difference_noticed,no

time,acc_mag
248.708,1.073
248.738,1.050
248.768,1.037
248.798,1.044
248.828,1.050
248.858,1.043
248.888,1.045
248.918,1.042
248.948,1.052
248.978,1.046
249.008,1.053
249.038,1.054
249.068,1.033
249.098,1.046
249.128,1.052
249.158,1.047
249.188,1.034
249.218,1.037
249.248,1.044
249.278,1.050
249.308,1.056
249.338,1.059
249.368,1.040
249.398,1.050
249.428,1.049
249.458,1.055
249.488,1.051
249.518,1.054
249.548,1.046
249.578,1.049
249.608,1.056
249.638,1.062
249.668,1.052
249.698,1.033
249.728,1.053
249.758,1.054
249.788,1.044
249.818,1.046
249.848,1.062
249.878,1.054
249.908,1.046
249.938,1.045
249.968,1.049
249.998,1.042
250.028,1.053
250.058,1.049
250.088,1.043
250.118,1.043
250.148,1.039
250.178,1.019
250.208,1.043
250.238,1.058
250.268,1.036
250.298,1.043
250.328,1.048
250.358,1.065
250.388,1.048
250.418,1.024
250.448,1.048
250.478,1.080
250.508,1.084
250.538,1.065
250.568,1.078
250.598,1.075
250.628,1.062
250.658,1.057
250.688,1.078
250.718,1.075
250.748,1.071
250.778,1.067
250.808,1.059
250.838,1.053
250.868,1.055
250.898,1.061
250.928,1.067
250.958,1.057
250.988,1.069
251.018,1.076
251.048,1.074
251.078,1.088
251.108,1.079
251.138,1.041
251.168,1.052
251.198,1.074
251.228,1.073
251.258,1.079
251.288,1.098
251.318,1.084
251.348,1.062
251.378,1.060
251.408,1.066
251.438,1.044
251.468,1.062
251.498,1.075
251.528,1.083
251.558,1.063
251.588,1.048
251.618,1.045
251.648,1.062
251.678,1.051
251.708,1.045
251.738,1.050
251.768,1.050
251.798,1.042
251.828,1.021
251.858,1.038
251.888,1.052
251.918,1.053
251.948,1.048
251.978,1.033
252.008,1.031
252.038,1.021
252.068,1.030
252.098,1.028
252.128,1.027
252.158,1.028
252.188,1.016
252.218,1.018
252.248,1.014
252.278,1.008
252.308,1.033
252.338,1.040
252.368,1.048
252.398,1.031
252.428,1.023
252.458,1.011
252.488,1.020
252.518,1.060
252.548,1.049
252.578,1.023
252.608,1.069
252.638,1.049
252.668,1.018
252.698,1.036
252.728,1.086
252.758,1.046
252.788,1.044
252.818,1.060
252.848,1.045
252.878,1.025
252.908,1.025
252.938,1.045
252.968,1.030
252.998,1.043
253.028,1.041
253.058,1.030
253.088,1.015
253.118,1.026
253.148,1.020
253.178,1.032
253.208,1.046
253.238,1.045
253.268,1.060
253.298,1.057
253.328,1.060
253.358,1.053
253.388,1.059
253.418,1.050
253.448,1.047
253.478,1.055
253.508,1.062
253.538,1.052
253.568,1.050
253.598,1.046
253.628,1.051
253.658,1.048
253.688,1.051
253.718,1.056
253.748,1.043
253.778,1.034
253.808,1.031
253.838,1.050
253.868,1.032
253.898,1.022
253.928,1.041
253.958,1.056
253.988,1.036
254.018,1.037
254.048,1.042
254.078,1.036
254.108,1.031
254.138,1.045
254.168,1.062
254.198,1.063
254.228,1.057
254.258,1.049
254.288,1.056
254.318,1.068
254.348,1.054
254.378,1.054
254.408,1.047
254.438,1.038
254.468,1.033
254.498,1.023
254.528,1.047
254.558,1.030
254.588,1.030
254.618,1.043
254.648,1.072
254.678,1.062
254.708,1.034
254.738,1.052
254.768,1.043
254.798,1.054
254.828,1.054
254.858,1.045
254.888,1.052
254.918,1.056
254.948,1.071
254.978,1.066
255.008,1.048
255.038,1.027
255.068,1.044
255.098,1.032
255.128,1.025
255.158,1.029
255.188,1.028
255.218,1.016
255.248,1.016
255.278,1.042
255.308,1.035
255.338,1.021
255.368,1.017
255.398,1.027
255.428,1.026
255.458,1.038
255.488,1.036
255.518,1.049
255.548,1.037
255.578,1.028
255.608,1.051
255.638,1.029
255.668,1.022
255.698,1.047
255.728,1.039
255.758,1.044
255.788,1.031
255.818,1.041
255.848,1.035
255.878,1.033
255.908,1.038
255.938,1.046
255.968,1.066
255.998,1.051
256.028,1.042
256.058,1.059
256.088,1.076
256.118,1.085
256.148,1.076
256.178,1.065
256.208,1.071
256.238,1.059
256.268,1.050
256.298,1.056
256.328,1.065
256.358,1.069
256.388,1.065
256.418,1.052
256.448,1.048
256.478,1.058
256.508,1.040
256.538,1.025
256.568,1.037
256.598,1.040
256.628,1.036
256.658,1.053
256.688,1.056
256.718,1.047
256.748,1.062
256.778,1.051
256.808,1.047
256.838,1.057
256.868,1.064
256.898,1.059
256.928,1.058
256.958,1.073
256.988,1.071
257.018,1.064
257.048,1.063
257.078,1.060
257.108,1.047
257.138,1.055
257.168,1.058
257.198,1.055
257.228,1.053
257.258,1.069
257.288,1.065
257.318,1.030
257.348,1.043
257.378,1.062
257.408,1.066
257.438,1.040
257.468,1.053
257.498,1.060
257.528,1.046
257.558,1.059
257.588,1.055
257.618,1.060
257.648,1.062
257.678,1.073
257.708,1.050
257.738,1.051
257.768,1.060
257.798,1.057
257.828,1.065
257.858,1.057
257.888,1.059
257.918,1.052
257.948,1.064
257.978,1.053
258.008,1.054
258.038,1.052
258.068,1.064
258.098,1.058
258.128,1.053
258.158,1.056
258.188,1.051
258.218,1.057
258.248,1.056
258.278,1.061
258.308,1.056
258.338,1.046
258.368,1.056
258.398,1.062
258.428,1.045
258.458,1.050
258.488,1.050
258.518,1.062
258.548,1.051
258.578,1.057
258.608,1.047
258.638,1.047
258.668,1.046
258.698,1.054
258.728,1.049
258.758,1.049
258.788,1.050
258.818,1.055
258.848,1.058
258.878,1.052
258.908,1.050
258.938,1.056
258.968,1.051
258.998,1.046
259.028,1.051
259.058,1.062
259.088,1.055
259.118,1.060
259.148,1.051
259.178,1.052
259.208,1.044
259.238,1.045
259.268,1.057
259.298,1.046
259.328,1.051
259.358,1.055
259.388,1.044
259.418,1.043
259.448,1.047
259.478,1.055
259.508,1.039
259.538,1.059
259.568,1.057
259.598,1.045
259.628,1.053
259.658,1.060
259.688,1.054
259.718,1.046
259.748,1.050
259.778,1.047
259.808,1.045
259.838,1.044
259.868,1.054
259.898,1.051
259.928,1.045
259.958,1.049
259.988,1.057
260.018,1.059
260.048,1.051
260.078,1.046
260.108,1.045
260.138,1.048
260.168,1.039
260.198,1.038
260.228,1.044
260.258,1.055
260.288,1.061
260.318,1.065
260.348,1.062
260.378,1.058
260.408,1.049
260.438,1.065
260.468,1.060
260.498,1.055
260.528,1.050
260.558,1.057
260.588,1.062
260.618,1.056
260.648,1.059
260.678,1.063
260.708,1.065
260.738,1.062
260.768,1.066
260.798,1.062
260.828,1.054
260.858,1.062
260.888,1.066
260.918,1.066
260.948,1.062
260.978,1.062
261.008,1.067
261.038,1.067
261.068,1.063
261.098,1.059
261.128,1.062
261.158,1.064
261.188,1.064
261.218,1.062
261.248,1.061
261.278,1.061
261.308,1.059
261.338,1.062
261.368,1.063
261.398,1.059
261.428,1.058
261.458,1.062
261.488,1.057
261.518,1.064
261.548,1.067
261.578,1.056
261.608,1.064
261.638,1.067
261.668,1.059
261.698,1.054
261.728,1.058
261.758,1.061
261.788,1.062
261.818,1.062
261.848,1.063
261.878,1.060
261.908,1.063
261.938,1.059
261.968,1.056
261.998,1.062
262.028,1.062
262.058,1.066
262.088,1.062
262.118,1.068
262.148,1.062
262.178,1.062
262.208,1.062
262.238,1.069
262.268,1.064
262.298,1.065
262.328,1.062
262.358,1.064
262.388,1.069
262.418,1.065
262.448,1.058
262.478,1.058
262.508,1.065
262.538,1.059
262.568,1.061
262.598,1.068
262.628,1.066
262.658,1.074
262.688,1.062
262.718,1.051
262.748,1.049
262.778,1.055
262.808,1.023
262.838,1.042
262.868,1.067
262.898,1.050
262.928,1.033
262.958,1.053
262.988,1.050
263.018,1.028
263.048,1.038
263.078,1.056
263.108,1.026
263.138,1.040
263.168,1.063
263.198,1.029
263.228,1.057
263.258,1.064
263.288,1.069
263.318,1.049
263.348,1.071
263.378,1.089
263.408,1.075
263.438,1.065
263.468,1.086
263.498,1.080
263.528,1.070
263.558,1.087
263.588,1.086
263.618,1.087
263.648,1.084
263.678,1.068
263.708,1.074
263.738,1.072
263.768,1.065
263.798,1.060
263.828,1.073
263.858,1.076
263.888,1.066
263.918,1.074
263.948,1.076
263.978,1.062
264.008,1.063
264.038,1.059
264.068,1.062
264.098,1.067
264.128,1.066
264.158,1.066
264.188,1.074
264.218,1.073
264.248,1.068
264.278,1.069
264.308,1.074
264.338,1.072
264.368,1.070
264.398,1.070
264.428,1.068
264.458,1.062
264.488,1.073
264.518,1.071
264.548,1.068
264.578,1.063
264.608,1.070
264.638,1.071
264.668,1.067
264.698,1.063
264.728,1.058
264.758,1.062
264.788,1.074
264.818,1.071
264.848,1.071
264.878,1.073
264.908,1.066
264.938,1.067
264.968,1.066
264.998,1.064
265.028,1.070
265.058,1.067
265.088,1.064
265.118,1.069
265.148,1.070
265.178,1.068
265.208,1.062
265.238,1.066
265.268,1.072
265.298,1.070
265.328,1.064
265.358,1.066
265.388,1.062
265.418,1.067
265.448,1.066
265.478,1.074
265.508,1.076
265.538,1.063
265.568,1.068
265.598,1.063
265.628,1.064
265.658,1.075
265.688,1.068
265.718,1.065
265.748,1.070
265.778,1.067
265.808,1.062
265.838,1.066
265.868,1.070
265.898,1.064
265.928,1.070
265.958,1.067
265.988,1.064
266.018,1.059
266.048,1.068
266.078,1.070
266.108,1.066
266.138,1.068
266.168,1.071
266.198,1.064
266.228,1.068
266.258,1.062
266.288,1.067
266.318,1.070
266.348,1.071
266.378,1.065
266.408,1.062
266.438,1.062
266.468,1.072
266.498,1.067
266.528,1.067
266.558,1.070
266.588,1.060
266.618,1.062
266.648,1.067
266.678,1.063
266.708,1.062
266.738,1.068
266.768,1.071
266.798,1.065
266.828,1.064
266.858,1.069
266.888,1.064
266.918,1.066
266.948,1.062
266.978,1.065
267.008,1.061
267.038,1.060
267.068,1.065
267.098,1.070
267.128,1.061
267.158,1.068
267.188,1.067
267.218,1.062
267.248,1.062
267.278,1.070
267.308,1.071
267.338,1.069
267.368,1.065
267.398,1.065
267.428,1.067
267.458,1.065
267.488,1.071
267.518,1.070
267.548,1.069
267.578,1.067
267.608,1.067
267.638,1.068
267.668,1.068
267.698,1.064
267.728,1.067
267.758,1.060
267.788,1.064
267.818,1.069
267.848,1.066
267.878,1.067
267.908,1.064
267.938,1.062
267.968,1.064
267.998,1.062
268.028,1.066
268.058,1.065
268.088,1.062
268.118,1.064
268.148,1.068
268.178,1.068
268.208,1.070
268.238,1.068
268.268,1.063
268.298,1.067
268.328,1.070
268.358,1.065
268.388,1.061
268.418,1.065
268.448,1.062
268.478,1.061
268.508,1.067
268.538,1.063
268.568,1.064
268.598,1.067
268.628,1.060
268.658,1.067
268.688,1.065
268.718,1.068
268.748,1.062
268.778,1.064
268.808,1.061
268.838,1.075
268.868,1.074
268.898,1.068
268.928,1.065
268.958,1.067
268.988,1.068
269.018,1.066
269.048,1.061
269.078,1.057
269.108,1.067
269.138,1.071
269.168,1.068
269.198,1.069
269.228,1.069
269.258,1.063
269.288,1.062
269.318,1.063
269.348,1.069
269.378,1.067
269.408,1.066
269.438,1.062
269.468,1.061
269.498,1.071
269.528,1.067
269.558,1.069
269.588,1.063
269.618,1.063
269.648,1.067
269.678,1.068
269.708,1.062
269.738,1.069
269.768,1.064
269.798,1.069
269.828,1.064
269.858,1.067
269.888,1.065
269.918,1.066
269.948,1.066
269.978,1.068
270.008,1.066
270.038,1.061
270.068,1.064
270.098,1.062
270.128,1.068
270.158,1.068
270.188,1.065
270.218,1.066
270.248,1.063
270.278,1.059
270.308,1.062
270.338,1.059
270.368,1.066
270.398,1.066
270.428,1.060
270.458,1.065
270.488,1.071
270.518,1.071
270.548,1.067
270.578,1.065
270.608,1.062
270.638,1.066
270.668,1.067
270.698,1.061
270.728,1.059
270.758,1.064
270.788,1.077
270.818,1.071
270.848,1.065
270.878,1.066
270.908,1.063
270.938,1.066
270.968,1.067
270.998,1.064
271.028,1.069
271.058,1.064
271.088,1.062
271.118,1.065
271.148,1.062
271.178,1.063
271.208,1.064
271.238,1.069
271.268,1.069
271.298,1.064
271.328,1.060
271.358,1.061
271.388,1.063
271.418,1.069
271.448,1.070
271.478,1.067
271.508,1.063
271.538,1.067
271.568,1.073
271.598,1.067
271.628,1.052
271.658,1.066
271.688,1.082
271.718,1.072
271.748,1.066
271.778,1.066
271.808,1.061
271.838,1.054
271.868,1.059
271.898,1.058
271.928,1.063
271.958,1.067
271.988,1.072
272.018,1.062
272.048,1.070
272.078,1.071
272.108,1.064
272.138,1.066
272.168,1.071
272.198,1.069
272.228,1.066
272.258,1.064
272.288,1.066
272.318,1.067
272.348,1.068
272.378,1.064
272.408,1.070
272.438,1.072
272.468,1.062
272.498,1.063
272.528,1.063
272.558,1.072
272.588,1.064
272.618,1.061
272.648,1.062
272.678,1.067
272.708,1.073
272.738,1.064
272.768,1.062
272.798,1.068
272.828,1.067
272.858,1.066
272.888,1.059
272.918,1.063
272.948,1.067
272.978,1.064
273.008,1.069
273.038,1.067
273.068,1.067
273.098,1.055
273.128,1.062
273.158,1.068
273.188,1.073
273.218,1.067
273.248,1.070
273.278,1.062
273.308,1.067
273.338,1.077
273.368,1.068
273.398,1.070
273.428,1.071
273.458,1.061
273.488,1.062
273.518,1.063
273.548,1.057
273.578,1.066
273.608,1.072
273.638,1.071
273.668,1.069
273.698,1.066
273.728,1.068
273.758,1.066
273.788,1.062
273.818,1.062
273.848,1.064
273.878,1.065
273.908,1.065
273.938,1.069
273.968,1.069
273.998,1.069
274.028,1.072
274.058,1.067
274.088,1.068
274.118,1.072
274.148,1.057
274.178,1.066
274.208,1.072
274.238,1.068
274.268,1.065
274.298,1.068
274.328,1.065
274.358,1.064
274.388,1.063
274.418,1.062
274.448,1.063
274.478,1.064
274.508,1.065
274.538,1.059
274.568,1.073
274.598,1.073
274.628,1.070
274.658,1.068
274.688,1.065
274.718,1.067
274.748,1.066
274.778,1.063
274.808,1.062
274.838,1.068
274.868,1.062
274.898,1.062
274.928,1.066
274.958,1.065
274.988,1.067
275.018,1.062
275.048,1.062
275.078,1.067
275.108,1.067
275.138,1.062
275.168,1.062
275.198,1.070
275.228,1.067
275.258,1.076
275.288,1.071
275.318,1.062
275.348,1.067
275.378,1.070
275.408,1.064
275.438,1.063
275.468,1.073
275.498,1.065
275.528,1.067
275.558,1.066
275.588,1.065
275.618,1.068
275.648,1.065
275.678,1.062
275.708,1.067
275.738,1.067
275.768,1.070
275.798,1.062
275.828,1.075
275.858,1.070
275.888,1.066
275.918,1.065
275.948,1.062
275.978,1.063
276.008,1.067
276.038,1.061
276.068,1.067
276.098,1.070
276.128,1.066
276.158,1.071
276.188,1.072
276.218,1.070
276.248,1.069
276.278,1.068
276.308,1.065
276.338,1.071
276.368,1.065
276.398,1.059
276.428,1.070
276.458,1.074
276.488,1.071
276.518,1.067
276.548,1.070
276.578,1.062
276.608,1.065
276.638,1.061
276.668,1.063
276.698,1.068
276.728,1.065
276.758,1.063
276.788,1.070
276.818,1.064
276.848,1.065
276.878,1.070
276.908,1.063
276.938,1.065
276.968,1.062
276.998,1.062
277.028,1.067
277.058,1.077
277.088,1.069
277.118,1.067
277.148,1.066
277.178,1.068
277.208,1.065
277.238,1.065
277.268,1.067
277.298,1.067
277.328,1.064
277.358,1.071
277.388,1.075
277.418,1.066
277.448,1.072
277.478,1.074
277.508,1.071
277.538,1.074
277.568,1.071
277.598,1.066
277.628,1.064
277.658,1.067
277.688,1.082
277.718,1.078
277.748,1.066
277.778,1.065
277.808,1.071
277.838,1.065
277.868,1.052
277.898,1.053
277.928,1.072
277.958,1.086
277.988,1.074
278.018,1.075
278.048,1.056
278.078,1.045
278.108,1.061
278.138,1.050
278.168,1.042
278.198,1.059
278.228,1.046
278.258,1.052
278.288,1.062
278.318,1.078
278.348,1.057
278.378,1.060
278.408,1.050
278.438,1.060
278.468,1.070
278.498,1.059
278.528,1.053
278.558,1.067
278.588,1.057
278.618,1.054
278.648,1.064
278.678,1.064
278.708,1.056
278.738,1.063
278.768,1.068
278.798,1.062
278.828,1.055
278.858,1.056
278.888,1.058
278.918,1.059
278.948,1.051
278.978,1.064
279.008,1.069
279.038,1.057
279.068,1.061
279.098,1.062
279.128,1.062
279.158,1.052
279.188,1.062
279.218,1.060
279.248,1.064
279.278,1.064
279.308,1.065
279.338,1.059
279.368,1.058
279.398,1.057
279.428,1.062
279.458,1.059
279.488,1.051
279.518,1.071
279.548,1.045
279.578,1.060
279.608,1.051
279.638,1.047
279.668,1.049
279.698,1.047
279.728,1.061
279.758,1.064
279.788,1.041
279.818,1.054
279.848,1.052
279.878,1.059
279.908,1.049
279.938,1.065
279.968,1.074
279.998,1.062
280.028,1.068
280.058,1.063
280.088,1.063
280.118,1.069
280.148,1.069
280.178,1.053
280.208,1.067
280.238,1.075
280.268,1.078
280.298,1.058
280.328,1.056
280.358,1.073
280.388,1.058
280.418,1.058
280.448,1.088
280.478,1.036
280.508,1.040
280.538,1.079
280.568,1.049
280.598,1.037
280.628,1.061
280.658,1.047
280.688,1.074
280.718,1.063
280.748,1.058
280.778,1.059
280.808,1.061
280.838,1.043
280.868,1.064
280.898,1.080
280.928,1.074
280.958,1.070
280.988,1.072
281.018,1.052
281.048,1.061
281.078,1.080
281.108,1.064
281.138,1.062
281.168,1.073
281.198,1.067
281.228,1.060
281.258,1.068
281.288,1.068
281.318,1.070
281.348,1.058
281.378,1.049
281.408,1.061
281.438,1.071
281.468,1.062
281.498,1.065
281.528,1.065
281.558,1.063
281.588,1.064
281.618,1.058
281.648,1.062
281.678,1.082
281.708,1.085
281.738,1.058
281.768,1.056
281.798,1.061
281.828,1.056
281.858,1.062
281.888,1.071
281.918,1.065
281.948,1.070
281.978,1.056
282.008,1.034
282.038,1.066
282.068,1.068
282.098,1.073
282.128,1.097
282.158,1.090
282.188,1.058
282.218,1.071
282.248,1.083
282.278,1.070
282.308,1.070
282.338,1.076
282.368,1.079
282.398,1.079
282.428,1.076
282.458,1.077
282.488,1.082
282.518,1.074
282.548,1.074
282.578,1.082
282.608,1.084
282.638,1.068
282.668,1.068
282.698,1.074
282.728,1.083
282.758,1.078
282.788,1.082
282.818,1.082
282.848,1.074
282.878,1.074
282.908,1.075
282.938,1.075
282.968,1.077
282.998,1.075
283.028,1.081
283.058,1.080
283.088,1.073
283.118,1.077
283.148,1.081
283.178,1.076
283.208,1.072
283.238,1.079
283.268,1.076
283.298,1.080
283.328,1.070
283.358,1.084
283.388,1.083
283.418,1.073
283.448,1.076
283.478,1.083
283.508,1.081
283.538,1.076
283.568,1.079
283.598,1.079
283.628,1.078
283.658,1.076
283.688,1.081
283.718,1.076
283.748,1.079
283.778,1.083
283.808,1.081
283.838,1.083
283.868,1.082
283.898,1.082
283.928,1.084
283.958,1.073
283.988,1.073
284.018,1.081
284.048,1.085
284.078,1.069
284.108,1.079
284.138,1.082
284.168,1.069
284.198,1.083
284.228,1.085
284.258,1.071
284.288,1.083
284.318,1.086
284.348,1.077
284.378,1.082
284.408,1.085
284.438,1.089
284.468,1.064
284.498,1.071
284.528,1.071
284.558,1.083
284.588,1.079
284.618,1.081
284.648,1.079
284.678,1.079
284.708,1.069
284.738,1.079
284.768,1.082
284.798,1.078
284.828,1.074
284.858,1.077
284.888,1.074
284.918,1.075
284.948,1.081
284.978,1.080
285.008,1.074
285.038,1.077
285.068,1.077
285.098,1.074
285.128,1.076
285.158,1.079
285.188,1.089
285.218,1.083
285.248,1.083
285.278,1.083
285.308,1.076
285.338,1.082
285.368,1.087
285.398,1.076
285.428,1.082
285.458,1.101
285.488,1.098
285.518,1.080
285.548,1.084
285.578,1.096
285.608,1.079
285.638,1.085
285.668,1.099
285.698,1.079
285.728,1.077
285.758,1.097
285.788,1.094
285.818,1.092
285.848,1.086
285.878,1.093
285.908,1.085
285.938,1.086
285.968,1.085
285.998,1.075
286.028,1.077
286.058,1.091
286.088,1.097
286.118,1.082
286.148,1.087
286.178,1.082
286.208,1.082
286.238,1.089
286.268,1.085
286.298,1.088
286.328,1.088
286.358,1.088
286.388,1.086
286.418,1.095
286.448,1.086
286.478,1.091
286.508,1.085
286.538,1.091
286.568,1.101
286.598,1.080
286.628,1.078
286.658,1.089
286.688,1.085
286.718,1.079
286.748,1.077
286.778,1.093
286.808,1.092
286.838,1.091
286.868,1.087
286.898,1.084
286.928,1.095
286.958,1.092
286.988,1.095
287.018,1.095
287.048,1.089
287.078,1.094
287.108,1.100
287.138,1.096
287.168,1.093
287.198,1.094
287.228,1.082
287.258,1.088
287.288,1.099
287.318,1.087
287.348,1.088
287.378,1.100
287.408,1.089
287.438,1.089
287.468,1.098
287.498,1.088
287.528,1.091
287.558,1.104
287.588,1.099
287.618,1.080
287.648,1.090
287.678,1.085
287.708,1.087
287.738,1.086
287.768,1.092
287.798,1.096
287.828,1.084
287.858,1.087
287.888,1.099
287.918,1.085
287.948,1.086
287.978,1.088
288.008,1.087
288.038,1.099
288.068,1.092
288.098,1.092
288.128,1.107
288.158,1.098
288.188,1.095
288.218,1.107
288.248,1.092
288.278,1.097
288.308,1.100
288.338,1.098
288.368,1.086
288.398,1.097
288.428,1.103
288.458,1.096
288.488,1.094
288.518,1.100
288.548,1.099
288.578,1.096
288.608,1.094
288.638,1.092
288.668,1.093
288.698,1.091
288.728,1.094
288.758,1.094
288.788,1.090
288.818,1.100
288.848,1.105
288.878,1.092
288.908,1.100
288.938,1.088
288.968,1.096
288.998,1.100
289.028,1.097
289.058,1.089
289.088,1.097
289.118,1.092
289.148,1.088
289.178,1.097
289.208,1.094
289.238,1.086
289.268,1.097
289.298,1.092
289.328,1.091
289.358,1.099
289.388,1.090
289.418,1.091
289.448,1.088
289.478,1.094
289.508,1.103
289.538,1.099
289.568,1.090
289.598,1.089
289.628,1.090
289.658,1.088
289.688,1.096
289.718,1.092
289.748,1.085
289.778,1.094
289.808,1.095
289.838,1.102
289.868,1.106
289.898,1.095
289.928,1.091
289.958,1.084
289.988,1.096
290.018,1.093
290.048,1.086
290.078,1.090
290.108,1.100
290.138,1.090
290.168,1.087
290.198,1.099
290.228,1.099
290.258,1.091
290.288,1.094
290.318,1.093
290.348,1.092
290.378,1.105
290.408,1.111
290.438,1.095
290.468,1.095
290.498,1.102
290.528,1.102
290.558,1.105
290.588,1.101
290.618,1.099
290.648,1.092
290.678,1.118
290.708,1.115
290.738,1.107
290.768,1.108
290.798,1.101
290.828,1.086
290.858,1.097
290.888,1.092
290.918,1.085
290.948,1.087
290.978,1.068
291.008,1.089
291.038,1.117
291.068,1.105
291.098,1.096
291.128,1.094
291.158,1.095
291.188,1.078
291.218,1.074
291.248,1.079
291.278,1.074
291.308,1.063
291.338,1.059
291.368,1.061
291.398,1.062
291.428,1.076
291.458,1.075
291.488,1.078
291.518,1.062
291.548,1.041
291.578,1.057
291.608,1.064
291.638,1.063
291.668,1.063
291.698,1.051
291.728,1.071
291.758,1.082
291.788,1.076
291.818,1.066
291.848,1.090
291.878,1.079
291.908,1.081
291.938,1.090
291.968,1.110
291.998,1.101
292.028,1.085
292.058,1.097
292.088,1.097
292.118,1.093
292.148,1.099
292.178,1.095
292.208,1.084
292.238,1.090
292.268,1.095
292.298,1.093
292.328,1.098
292.358,1.092
292.388,1.082
292.418,1.086
292.448,1.085
292.478,1.071
292.508,1.082
292.538,1.085
292.568,1.079
292.598,1.076
292.628,1.097
292.658,1.083
292.688,1.085
292.718,1.085
292.748,1.076
292.778,1.075
292.808,1.081
292.838,1.094
292.868,1.084
292.898,1.081
292.928,1.087
292.958,1.084
292.988,1.078
293.018,1.089
293.048,1.095
293.078,1.088
293.108,1.090
293.138,1.080
293.168,1.078
293.198,1.089
293.228,1.088
293.258,1.087
293.288,1.086
293.318,1.084
293.348,1.076
293.378,1.085
293.408,1.079
293.438,1.081
293.468,1.095
293.498,1.074
293.528,1.083
293.558,1.097
293.588,1.098
293.618,1.084
293.648,1.072
293.678,1.097
293.708,1.096
293.738,1.084
293.768,1.081
293.798,1.100
293.828,1.089
293.858,1.094
293.888,1.102
293.918,1.089
293.948,1.084
293.978,1.092
294.008,1.089
294.038,1.087
294.068,1.090
294.098,1.086
294.128,1.087
294.158,1.081
294.188,1.073
294.218,1.096
294.248,1.093
294.278,1.085
294.308,1.091
294.338,1.093
294.368,1.090
294.398,1.091
294.428,1.089
294.458,1.088
294.488,1.084
294.518,1.089
294.548,1.089
294.578,1.090
294.608,1.086
294.638,1.087
294.668,1.086
294.698,1.090
294.728,1.094
294.758,1.086
294.788,1.087
294.818,1.081
294.848,1.096
294.878,1.087
294.908,1.083
294.938,1.083
294.968,1.096
294.998,1.092
295.028,1.087
295.058,1.082
295.088,1.079
295.118,1.090
295.148,1.094
295.178,1.085
295.208,1.092
295.238,1.097
295.268,1.090
295.298,1.092
295.328,1.094
295.358,1.093
295.388,1.081
295.418,1.081
295.448,1.090
295.478,1.101
295.508,1.094
295.538,1.091
295.568,1.094
295.598,1.096
295.628,1.090
295.658,1.089
295.688,1.089
295.718,1.087
295.748,1.086
295.778,1.088
295.808,1.091
295.838,1.089
295.868,1.087
295.898,1.089
295.928,1.094
295.958,1.093
295.988,1.094
296.018,1.095
296.048,1.080
296.078,1.086
296.108,1.095
296.138,1.092
296.168,1.080
296.198,1.091
296.228,1.101
296.258,1.091
296.288,1.086
296.318,1.088
296.348,1.088
296.378,1.092
296.408,1.093
296.438,1.088
296.468,1.088
296.498,1.088
296.528,1.094
296.558,1.089
296.588,1.091
296.618,1.088
296.648,1.085
296.678,1.098
296.708,1.102
296.738,1.088
296.768,1.088
296.798,1.102
296.828,1.094
296.858,1.081
296.888,1.102
296.918,1.094
296.948,1.085
296.978,1.094
297.008,1.093
297.038,1.081
297.068,1.089
297.098,1.088
297.128,1.099
297.158,1.104
297.188,1.098
297.218,1.089
297.248,1.086
297.278,1.084
297.308,1.085
297.338,1.089
297.368,1.091
297.398,1.086
297.428,1.088
297.458,1.080
297.488,1.081
297.518,1.098
297.548,1.090
297.578,1.099
297.608,1.091
297.638,1.095
297.668,1.098
297.698,1.100
297.728,1.095
297.758,1.090
297.788,1.102
297.818,1.105
297.848,1.104
297.878,1.100
297.908,1.093
297.938,1.102
297.968,1.101
297.998,1.098
298.028,1.087
298.058,1.071
298.088,1.068
298.118,1.087
298.148,1.087
298.178,1.077
298.208,1.083
298.238,1.101
298.268,1.097
298.298,1.082
298.328,1.096
298.358,1.088
298.388,1.072
298.418,1.084
298.448,1.097
298.478,1.087
298.508,1.085
298.538,1.106
298.568,1.100
298.598,1.080
298.628,1.076
298.658,1.097
298.688,1.104
298.718,1.086
298.748,1.089
298.778,1.093
298.808,1.081
298.838,1.090
298.868,1.099
298.898,1.093
298.928,1.096
298.958,1.104
298.988,1.104
299.018,1.101
299.048,1.097
299.078,1.085
299.108,1.097
299.138,1.103
299.168,1.109
299.198,1.117
299.228,1.106
299.258,1.109
299.288,1.101
299.318,1.086
299.348,1.076
299.378,1.067
299.408,1.080
299.438,1.088
299.468,1.094
299.498,1.104
299.528,1.106
299.558,1.086
299.588,1.086
299.618,1.088
299.648,1.092
299.678,1.078
299.708,1.082
299.738,1.084
299.768,1.083
299.798,1.092
299.828,1.086
299.858,1.091
299.888,1.096
299.918,1.083
299.948,1.087
299.978,1.094
300.008,1.072
300.038,1.078
300.068,1.084
300.098,1.082
300.128,1.083
300.158,1.086
300.188,1.093
300.218,1.093
300.248,1.121
300.278,1.120
300.308,1.103
300.338,1.122
300.368,1.097
300.398,1.056
300.428,1.039
300.458,1.049
300.488,1.012
300.518,1.003
300.548,1.052
300.578,1.064
