df_hash,22ZHK4.QGNKHU
431.095,0
432.012,41
433.047,34
434.069,57
434.946,69
435.873,78
437.043,68
437.968,30
439.092,32
440.017,41
440.942,65
442.014,59
443.137,58
443.918,59
444.796,34
446.068,34
446.890,37
447.767,73
448.989,79
449.864,84
450.743,86
451.962,89
453.031,87
453.801,83
454.935,80
455.857,80
456.738,64
457.909,54
459.125,27
459.711,31
460.881,37
461.809,32
462.685,27
464.161,40
464.875,59
465.659,77
466.923,60
467.904,47
469.002,72
469.855,87
470.728,77
471.605,82
472.824,84
473.750,84
474.628,80
475.799,84
476.675,87
477.602,83
479.037,85
479.652,77
480.690,77
481.794,75
482.672,75
483.549,76
484.768,79
485.645,89
486.569,89
487.739,87
488.911,84
489.591,80
490.716,80
491.593,77
492.616,74
494.030,66
494.571,58
495.498,28
496.669,0
497.540,0
498.466,0
499.880,0
500.517,0
501.441,26
502.610,56
503.582,61
504.416,59
506.068,34
506.705,0
507.388,0
508.798,0
509.486,0
510.386,0
511.823,0
512.457,0
513.627,35
514.600,49
515.486,41
516.310,32
517.632,53
518.653,72
519.474,65
520.531,74
521.570,81
