df_hash,22ZHK4.7HTV1R
430.956,106
431.834,106
432.737,106
433.930,106
434.808,106
435.735,106
436.904,106
437.781,106
438.721,97
439.878,94
440.905,91
441.737,89
442.933,87
443.729,87
444.657,85
445.826,86
446.751,85
447.633,81
448.799,80
449.726,79
450.602,78
451.773,78
452.704,77
453.576,77
454.746,76
455.673,76
456.550,75
457.769,75
458.646,75
459.524,75
460.743,75
461.660,75
462.497,75
463.716,75
464.594,77
465.471,77
466.690,76
467.568,76
468.445,73
469.666,72
470.541,72
471.467,74
472.639,75
473.564,76
474.441,75
475.611,75
476.489,75
477.415,75
478.625,75
479.511,75
480.429,75
481.559,75
482.485,75
483.363,75
484.533,75
485.459,75
486.336,75
487.555,75
488.433,75
489.370,75
490.627,75
491.406,75
492.288,75
