df_hash,22ZHK4.EMHYEC
278.414,600
279.093,685
279.872,675
280.604,710
281.287,780
281.969,740
282.797,660
284.065,695
284.748,1450
285.577,725
286.236,775
287.043,670
288.116,735
288.258,680
288.941,635
289.379,700
289.629,670
290.744,775
290.891,560
292.256,275
292.548,1090
292.726,360
292.737,10
292.840,60
292.843,180
294.108,760
294.355,410
294.649,335
294.830,270
295.034,135
295.912,285
296.643,855
297.423,730
298.106,735
298.837,750
299.373,735
299.519,490
299.522,110
299.567,10
300.351,20
300.447,815
300.884,10
301.618,630
302.395,685
302.981,680
303.809,755
304.638,805
305.418,800
306.198,785
306.929,725
307.758,735
308.538,795
308.643,960
308.745,10
308.830,155
308.834,10
310.635,480
311.337,1390
312.048,760
312.052,665
312.291,10
312.296,175
312.392,30
312.395,10
312.596,10
313.413,315
313.705,805
313.950,350
314.681,250
315.217,635
316.046,630
316.631,820
317.020,600
317.606,345
318.970,590
319.437,1455
320.384,430
320.388,880
320.436,10
320.439,10
320.777,85
321.067,590
321.753,10
322.432,750
323.165,645
323.212,715
323.846,10
324.382,645
325.115,655
325.796,665
326.088,680
327.161,365
328.050,1020
328.135,825
328.722,10
329.405,690
329.549,755
329.745,245
329.793,15
330.817,525
331.501,655
331.792,695
331.889,305
331.893,15
332.035,10
332.140,220
333.450,595
333.742,735
334.572,335
335.741,845
335.745,1100
336.374,10
336.378,705
337.642,10
338.350,1280
339.007,665
339.738,695
340.275,760
340.518,430
340.812,340
341.786,250
342.127,1030
342.130,215
342.227,15
342.490,50
343.053,345
343.590,570
344.294,620
345.540,625
345.686,1355
345.832,240
345.835,10
347.350,985
347.880,615
349.196,540
349.439,1280
349.445,215
349.830,15
350.561,380
351.293,725
351.389,640
351.392,245
351.926,10
352.608,475
353.442,800
354.173,740
354.853,725
355.533,715
356.362,735
357.093,750
357.239,790
357.245,120
357.337,10
357.343,20
357.389,15
357.395,10
357.780,10
358.334,425
358.604,655
358.608,260
359.045,40
359.726,330
360.421,665
361.822,810
361.980,1360
362.066,120
362.072,130
362.114,15
362.120,15
362.125,15
362.131,10
362.166,15
362.171,10
362.359,220
364.456,710
365.284,1460
366.551,735
367.624,1355
368.891,1010
369.722,1295
370.158,780
370.597,455
371.816,490
372.352,1165
372.498,640
372.644,265
372.648,10
372.839,10
373.654,320
374.302,605
375.034,680
375.716,700
376.255,765
376.399,440
377.373,270
378.060,895
379.470,620
380.689,1530
382.016,1280
382.444,1260
382.541,405
382.639,315
383.613,755
383.759,265
383.763,10
383.906,15
384.057,20
384.734,300
385.417,710
386.250,745
386.403,760
386.565,255
386.736,10
387.124,535
387.810,10
388.786,760
389.902,790
391.413,1365
392.243,1550
393.072,775
393.763,815
394.046,680
394.054,295
394.485,10
394.631,385
395.021,195
395.704,455
395.996,645
396.436,250
396.584,465
396.830,10
396.974,375
397.135,10
397.800,255
398.678,825
399.360,740
400.044,770
400.871,705
401.554,745
402.390,760
402.550,820
402.680,295
402.875,10
403.942,470
404.625,715
404.771,970
405.892,1045
406.781,10
407.552,840
407.958,665
408.679,610
409.353,660
410.036,730
410.328,755
410.332,215
410.335,20
410.338,15
410.719,10
411.601,445
411.648,745
412.332,10
412.668,720
413.107,405
413.841,370
414.500,680
415.058,615
416.425,675
416.623,1465
416.650,15
416.675,15
416.721,205
416.765,10
416.768,10
417.105,380
418.527,880
419.347,590
419.808,625
420.176,585
420.326,485
421.833,160
422.029,1455
422.032,225
422.712,20
422.956,690
422.966,235
422.973,10
423.832,10
423.840,765
424.522,10
426.370,780
427.402,1715
428.269,1220
429.344,730
429.926,1180
430.662,565
431.291,700
432.266,720
432.708,955
433.924,460
434.460,1290
434.514,545
436.020,725
436.703,715
437.531,775
438.262,800
439.093,775
439.774,750
440.456,680
441.139,730
441.872,675
442.553,695
442.699,745
442.846,215
443.239,10
444.064,480
444.746,805
445.575,755
446.306,765
447.136,760
447.282,785
447.817,225
448.403,490
448.646,635
448.701,280
449.330,10
449.768,350
450.460,660
451.183,700
451.916,745
452.692,745
453.670,840
454.207,795
454.506,785
454.545,210
454.548,15
454.551,15
454.555,10
455.182,10
455.764,520
456.450,700
457.182,715
457.860,690
458.689,730
459.372,760
460.054,740
460.736,715
461.468,685
462.308,765
463.125,795
463.812,820
464.640,755
465.323,715
466.202,720
466.736,735
467.415,730
468.146,720
468.390,715
468.443,170
468.446,15
468.449,30
468.829,10
469.084,435
469.560,275
470.535,405
470.925,1025
471.754,430
472.583,800
473.269,770
473.948,720
474.679,705
475.361,740
476.244,725
476.873,750
477.556,760
478.384,750
479.164,760
480.041,730
480.480,665
481.163,700
481.894,700
482.752,755
483.434,755
484.368,800
485.063,775
485.797,810
486.623,775
487.866,830
488.583,1305
489.255,655
489.938,730
489.950,680
490.523,10
491.254,580
491.404,830
493.301,1505
493.838,430
495.008,610
495.011,1040
495.105,120
497.202,1350
497.592,790
497.597,405
498.177,10
498.859,630
499.444,610
499.694,590
500.667,320
501.345,875
501.638,715
502.613,295
503.992,995
506.074,1445
508.024,2015
508.029,2020
508.170,10
508.176,40
508.320,60
508.373,15
510.267,10
510.271,2055
510.315,35
510.319,20
510.322,15
510.413,20
510.416,15
510.423,10
510.461,15
510.465,10
510.468,10
510.471,15
510.515,10
510.560,10
510.611,10
510.639,15
510.660,10
510.664,10
510.696,15
510.722,15
510.725,10
510.731,15
510.734,10
510.754,15
510.757,10
510.761,10
510.765,10
510.768,10
510.771,10
510.774,15
510.778,10
510.803,10
510.806,15
510.809,10
510.812,15
510.851,10
510.855,15
510.858,15
510.861,10
510.900,15
510.903,10
510.975,15
510.978,15
510.981,10
512.070,30
512.074,1300
512.120,15
512.123,10
512.126,10
512.217,10
512.220,15
512.265,10
512.268,10
512.272,10
512.317,10
512.320,10
512.324,15
512.509,15
512.609,230
512.762,65
512.951,460
513.045,30
513.049,55
513.192,180
513.435,160
513.439,20
513.484,15
513.488,15
513.492,25
513.777,210
513.780,35
513.783,45
514.025,210
515.024,1030
515.532,325
515.856,195
516.214,285
516.242,70
516.843,380
516.945,755
