df_hash,22ZHK4.EMHYEC
319.313,35.094
320.336,35.094
321.311,35.094
322.383,35.062
323.361,35.031
324.334,35.000
325.308,35.000
326.380,35.031
327.750,35.000
328.348,35.000
329.354,34.969
330.368,34.969
331.354,34.969
332.477,35.000
333.352,35.031
334.327,35.000
335.351,35.062
336.326,35.062
337.398,35.094
338.390,35.094
339.348,35.125
340.323,35.094
341.375,35.094
342.329,35.125
343.345,35.094
344.322,35.125
345.351,35.062
346.393,35.094
347.343,35.062
348.318,35.062
349.391,35.031
350.366,35.031
351.341,35.031
352.316,35.062
353.438,35.031
354.387,35.031
355.338,35.000
356.314,35.000
357.348,35.031
358.361,35.000
359.336,35.062
360.316,35.031
361.335,35.062
362.310,35.031
363.333,35.062
364.357,35.094
365.332,35.125
366.307,35.125
367.331,35.094
368.306,35.125
369.330,35.125
370.305,35.188
371.377,35.188
372.304,35.188
373.337,35.156
374.351,35.125
375.326,35.125
376.350,35.125
377.325,35.188
378.349,35.188
379.324,35.188
380.347,35.188
381.322,35.188
382.347,35.156
383.321,35.188
384.367,35.219
385.322,35.250
386.396,35.312
387.320,35.312
388.347,35.312
389.317,35.281
390.341,35.344
391.319,35.344
392.343,35.375
393.320,35.375
394.339,35.344
395.314,35.312
396.337,35.281
397.313,35.312
398.336,35.312
399.312,35.312
400.335,35.219
401.341,35.250
402.382,35.281
403.309,35.281
404.333,35.281
405.600,35.250
406.331,35.219
407.306,35.219
408.622,35.250
409.305,35.281
410.377,35.312
411.305,35.250
412.399,35.250
413.306,35.219
414.490,35.250
415.350,35.312
416.422,35.312
417.300,35.344
418.332,35.281
419.446,35.250
420.322,35.281
421.298,35.312
422.347,35.312
423.296,35.312
424.320,35.312
425.467,35.281
426.465,35.281
427.347,35.188
428.320,35.219
429.341,35.250
430.657,35.250
431.386,35.188
432.364,35.188
433.436,35.250
434.364,35.281
435.337,35.312
436.371,35.281
437.385,35.375
438.312,35.375
439.335,35.375
440.310,35.375
441.334,35.406
442.309,35.438
443.333,35.406
444.505,35.375
445.331,35.406
446.453,35.406
447.358,35.375
448.306,35.375
449.346,35.344
450.453,35.375
451.328,35.375
452.348,35.406
453.394,35.406
454.302,35.438
455.474,35.375
456.446,35.406
457.425,35.438
458.354,35.469
459.323,35.500
460.302,35.438
461.322,35.406
462.448,35.375
463.369,35.375
464.296,35.375
465.319,35.375
466.343,35.375
467.319,35.375
468.298,35.375
469.343,35.406
470.341,35.438
471.315,35.469
472.439,35.500
473.332,35.469
474.338,35.500
475.315,35.500
476.339,35.469
477.312,35.500
478.336,35.406
479.316,35.406
480.334,35.406
481.309,35.406
482.382,35.562
483.428,35.531
484.585,35.625
485.307,35.625
486.330,35.625
487.306,35.594
488.378,35.688
489.346,35.719
490.328,35.719
491.401,35.750
492.327,35.625
493.451,35.656
494.325,35.562
495.320,35.594
496.324,35.594
497.299,35.594
498.323,35.625
499.300,35.594
500.362,35.562
501.297,35.562
502.320,35.562
503.606,35.562
504.324,35.531
505.295,35.469
506.318,35.406
507.293,35.375
508.476,35.250
509.684,35.125
510.419,35.031
511.291,34.906
512.504,34.781
513.290,34.625
514.413,34.469
515.288,34.375
516.334,34.281
517.357,34.219
