df_hash,22ZHK4.3RS3P8
592.968,21
593.955,0
594.768,0
595.938,38
596.864,36
597.743,40
598.911,29
599.861,17
600.716,24
601.888,0
602.812,39
603.832,33
604.956,34
605.786,29
606.665,23
607.833,33
608.951,27
609.637,24
610.815,31
611.879,40
612.662,1
613.782,0
614.707,0
