df_hash,22ZHK4.3RS3P8
336.338,260
336.345,1350
336.348,15
336.351,35
336.434,15
336.729,350
337.945,1285
337.950,20
338.533,225
339.769,760
340.335,795
341.016,670
342.294,660
342.494,1120
342.528,315
342.531,10
343.698,625
344.040,575
345.600,410
345.745,1580
345.760,45
345.794,50
345.797,10
345.993,10
346.141,220
346.144,20
347.159,20
347.847,1135
348.847,730
349.353,805
349.356,750
350.182,10
350.186,795
350.475,10
350.864,315
351.449,285
351.453,595
351.696,10
351.699,40
351.839,115
352.823,905
353.253,350
353.256,430
354.082,10
354.910,880
355.206,850
355.349,235
355.353,20
355.401,55
355.404,15
355.411,10
355.888,15
355.892,465
356.861,10
356.864,915
356.962,10
357.397,10
358.326,740
359.351,840
360.615,1115
360.858,1500
362.662,495
362.808,1295
362.815,125
362.860,15
363.937,10
365.834,1125
366.709,1670
367.293,1100
368.275,570
368.666,1060
369.341,445
369.635,875
370.901,1275
371.583,10
373.094,790
373.680,1465
374.362,620
375.777,610
375.971,1475
376.019,10
376.035,205
376.266,70
376.461,20
376.851,410
376.900,355
377.141,10
377.973,355
378.945,740
380.213,975
380.540,1250
380.625,310
380.799,335
380.802,10
381.726,270
382.660,700
382.994,850
384.258,350
384.796,1340
385.331,570
385.623,510
386.604,225
387.723,965
388.305,1185
388.695,510
388.944,510
389.004,215
389.377,20
389.816,375
390.646,445
392.010,905
393.293,1400
393.591,1175
393.671,265
394.789,245
394.935,1010
394.938,130
396.739,20
397.667,1910
399.127,645
399.667,1670
400.937,525
401.226,1165
401.516,470
401.519,180
401.771,10
402.296,345
403.031,605
403.418,620
404.100,405
404.929,775
404.932,740
404.980,10
405.079,105
405.563,15
406.635,490
407.026,1115
407.650,480
407.854,515
408.590,295
408.829,685
409.122,285
409.807,290
410.243,600
410.494,430
411.315,275
411.321,840
411.415,15
411.479,250
412.729,625
413.072,585
413.168,420
414.533,840
415.654,590
416.484,1075
417.458,850
418.086,965
419.262,610
420.237,1270
420.774,945
421.366,515
421.895,610
422.530,540
423.015,585
423.698,595
425.360,620
426.481,1670
427.062,1190
427.893,550
428.134,565
428.576,500
429.402,395
429.405,880
429.554,15
429.694,200
429.698,10
429.841,190
430.952,1140
432.181,595
433.692,610
434.289,1630
434.986,535
435.650,700
436.232,755
436.396,690
438.177,995
439.031,715
439.542,940
440.083,495
440.664,550
441.495,540
441.784,545
442.329,585
442.760,560
443.192,465
443.588,430
444.027,350
444.563,490
445.782,600
446.367,1235
447.050,595
448.171,665
449.585,1130
449.682,1300
450.657,215
451.486,945
452.071,925
452.461,455
452.608,595
454.025,280
454.265,1095
455.332,340
455.366,915
455.379,70
455.533,15
455.561,245
456.512,700
457.486,265
458.019,935
458.847,560
460.116,925
460.944,1155
460.948,845
461.090,160
462.896,625
463.430,1230
464.406,500
464.697,1080
465.965,285
466.940,1175
467.358,1020
468.159,480
468.646,765
469.967,440
470.255,1460
470.792,260
471.915,540
472.351,1100
472.790,470
473.424,350
474.691,655
474.708,1300
474.887,10
474.914,145
476.693,1120
477.081,675
477.324,465
477.617,280
478.593,325
478.884,865
479.995,365
480.786,1135
481.371,785
482.053,590
482.738,620
483.324,620
483.860,690
484.686,585
485.416,760
486.099,835
487.076,635
487.272,940
488.052,10
488.293,965
489.561,285
490.268,1235
490.925,720
491.218,540
491.901,550
492.339,615
493.022,465
493.655,695
494.000,525
494.630,385
494.978,585
495.805,390
496.339,905
496.629,290
496.922,520
497.807,255
498.192,825
499.263,420
499.408,1125
499.701,245
500.822,265
501.943,1140
502.479,1115
503.357,445
503.600,1145
504.597,275
504.845,755
505.648,255
505.941,890
506.233,265
506.769,255
507.284,520
507.794,520
508.187,480
509.456,500
509.990,1260
511.108,525
511.499,1115
512.327,440
513.010,820
514.570,680
515.252,1515
515.255,495
515.594,200
516.081,310
516.763,615
517.446,670
517.887,670
518.421,310
518.860,650
519.153,475
519.298,230
519.400,310
520.809,675
521.348,765
522.032,535
522.613,615
523.296,645
524.125,735
524.758,770
524.764,510
524.807,25
525.003,145
527.879,1660
527.882,1480
528.562,10
529.390,730
530.121,740
530.560,725
530.804,445
531.340,260
531.632,505
532.461,340
533.047,855
533.583,590
534.704,515
534.899,1160
535.678,155
536.410,795
537.337,730
538.019,920
538.994,740
539.000,930
539.189,10
539.194,110
539.242,10
539.287,25
539.823,10
540.505,660
541.335,800
542.065,805
543.138,645
543.726,1105
543.869,545
544.600,270
545.234,605
545.917,725
546.356,725
547.038,425
547.867,740
548.549,795
549.138,610
549.966,630
550.646,840
551.621,730
551.914,930
553.034,255
553.451,1195
553.454,420
554.546,10
555.018,1145
556.056,410
556.349,1045
556.354,320
557.227,30
557.763,770
559.421,525
559.664,1800
559.810,260
559.814,30
559.860,10
559.877,75
560.980,10
561.422,1075
561.426,340
561.431,10
562.444,365
563.320,795
563.565,740
563.857,390
565.027,365
565.677,1070
566.525,415
567.026,1065
567.771,615
568.590,700
569.134,780
570.926,645
572.227,1795
572.342,1265
572.583,10
573.412,380
574.143,825
574.972,765
574.976,810
575.122,210
575.947,790
576.107,10
576.486,340
577.312,1075
578.434,10
579.116,1015
580.096,695
580.936,905
581.526,820
581.894,775
581.897,160
581.901,15
582.431,10
583.162,675
583.845,800
584.673,730
585.795,760
586.526,1095
587.453,805
587.989,920
589.261,580
589.271,1150
590.377,10
591.062,1230
591.748,725
592.571,700
592.864,745
592.876,320
593.304,10
594.011,355
594.521,715
594.667,795
595.788,500
596.471,545
597.302,660
597.983,725
598.421,825
598.811,455
599.445,370
600.372,640
601.882,975
602.324,1530
602.573,440
603.839,285
603.978,1210
604.254,10
604.323,360
605.201,10
605.346,1040
605.636,10
606.368,385
607.099,745
607.979,730
608.562,875
609.105,680
609.390,375
609.682,445
609.686,245
610.222,10
610.902,510
611.194,695
611.486,300
611.490,240
611.535,10
611.542,10
611.559,30
612.315,15
612.318,870
613.001,10
613.827,645
613.983,775
614.021,220
614.025,15
614.029,10
614.157,15
614.363,25
615.289,360
