df_hash,22ZHK4.3RS3P8
385.965,35.531
386.989,35.500
387.964,35.469
389.256,35.469
390.307,35.531
390.986,35.531
391.962,35.531
392.985,35.562
394.158,35.594
394.984,35.594
395.959,35.562
396.983,35.594
397.958,35.562
398.982,35.562
399.957,35.500
401.029,35.531
401.956,35.531
403.027,35.500
404.003,35.438
405.076,35.469
405.953,35.469
406.977,35.469
408.001,35.500
408.976,35.500
409.999,35.531
410.974,35.531
411.998,35.562
412.973,35.562
414.045,35.625
414.995,35.594
416.045,35.719
416.991,35.688
418.079,35.688
418.969,35.688
419.993,35.656
421.292,35.656
421.992,35.656
422.967,35.688
423.991,35.688
424.989,35.719
425.989,35.625
426.990,35.625
427.988,35.625
428.964,35.625
430.182,35.625
431.012,35.625
432.086,35.656
432.961,35.656
433.985,35.625
435.255,35.625
436.178,35.625
436.959,35.625
437.982,35.625
439.028,35.625
440.029,35.656
440.956,35.625
441.980,35.625
442.955,35.594
443.978,35.625
445.051,35.562
446.077,35.531
446.954,35.531
447.976,35.594
449.154,35.594
450.121,35.594
450.977,35.594
451.979,35.594
452.949,35.656
453.973,35.625
454.996,35.688
456.011,35.688
456.995,35.688
457.970,35.688
458.994,35.688
459.969,35.688
461.015,35.625
461.968,35.625
462.991,35.625
463.971,35.594
465.038,35.625
466.004,35.625
466.989,35.594
467.964,35.594
468.988,35.625
469.963,35.656
470.987,35.750
471.978,35.781
472.988,35.781
473.960,35.812
474.984,35.844
475.959,35.844
477.041,35.875
477.958,35.906
478.983,35.875
479.992,35.875
481.029,35.844
481.956,35.812
483.028,35.844
484.046,35.875
485.012,35.844
485.953,35.844
486.977,35.812
488.049,35.844
488.976,35.844
489.961,35.844
491.023,35.875
491.949,35.875
492.973,35.844
493.997,35.875
494.972,35.875
496.096,35.875
497.619,35.906
497.946,35.875
498.970,35.906
499.949,35.906
501.312,35.906
502.091,35.906
502.969,35.875
503.991,35.844
504.994,35.844
505.990,35.844
507.111,35.875
507.989,35.875
508.964,35.844
509.987,35.844
510.962,35.875
511.986,35.875
512.961,35.906
514.035,35.938
514.961,35.938
515.984,36.031
516.959,36.031
517.988,36.031
518.957,36.031
519.981,36.031
520.956,36.031
522.028,36.031
522.955,36.000
523.979,36.000
525.006,36.000
525.978,35.906
526.953,35.875
527.976,35.875
528.952,35.875
529.978,35.906
531.099,35.875
531.976,35.875
532.951,35.906
534.021,35.906
534.950,35.938
535.972,35.938
536.947,35.938
537.970,36.000
538.947,35.969
539.969,35.969
540.944,36.000
541.968,35.969
542.943,35.938
543.977,35.938
544.942,35.906
546.260,35.875
546.940,35.875
547.964,35.875
549.134,35.906
549.963,35.906
551.038,35.906
551.962,35.906
552.986,35.906
553.961,35.938
555.015,35.906
555.959,35.969
556.991,35.906
557.958,35.906
559.030,35.875
560.249,35.812
560.984,35.875
562.004,35.875
563.296,35.969
564.003,35.969
565.030,36.000
565.953,35.969
566.977,36.000
568.000,36.000
568.978,36.062
569.961,36.062
571.029,36.031
572.149,36.000
572.973,35.906
574.002,35.906
575.118,35.875
575.996,35.875
576.974,35.906
577.946,35.906
578.969,35.875
580.213,35.875
581.017,35.906
581.950,35.906
582.972,35.875
584.039,35.875
585.267,35.938
586.187,35.906
587.013,35.906
587.945,35.969
588.964,35.938
590.031,35.875
590.962,35.875
591.943,35.875
592.961,35.875
593.978,35.906
594.960,35.875
596.230,35.906
597.010,35.875
597.934,35.844
598.958,35.875
599.933,35.969
600.956,36.031
601.980,36.000
602.955,36.000
604.004,35.969
605.197,35.969
605.978,36.000
607.035,36.000
607.976,36.000
608.956,36.000
610.219,35.969
610.952,35.938
611.974,35.969
612.949,35.969
613.973,36.031
614.948,36.000
