df_hash,22ZHK4.3RS3P8
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.CV3S
person_label,v119
date_time_start,2026-03-10_17-43-05.648000_+03
date_time_start_unix,1773150185.648
date_time_end,2026-03-10_17-53-26.485000_+03
length_difference_noticed,no

time,acc_mag
355.014,0.985
355.044,0.981
355.074,0.977
355.104,0.983
355.134,0.982
355.164,0.982
355.194,0.983
355.224,0.980
355.254,0.979
355.284,0.987
355.314,0.980
355.344,0.979
355.374,0.980
355.404,0.980
355.434,0.979
355.464,0.982
355.494,0.979
355.524,0.977
355.554,0.984
355.584,0.980
355.614,0.980
355.644,0.979
355.674,0.980
355.704,0.983
355.734,0.979
355.764,0.979
355.794,0.980
355.824,0.976
355.854,0.995
355.884,0.980
355.914,0.977
355.944,0.977
355.974,0.981
356.004,0.981
356.034,0.982
356.064,0.981
356.094,0.982
356.124,0.979
356.154,0.979
356.184,0.981
356.214,0.986
356.244,0.979
356.274,0.983
356.304,0.986
356.334,0.979
356.364,0.978
356.394,0.982
356.424,0.981
356.454,0.980
356.484,0.981
356.514,0.984
356.544,0.981
356.574,0.982
356.604,0.981
356.634,0.984
356.664,0.977
356.694,0.987
356.724,0.982
356.754,0.980
356.784,0.976
356.814,0.982
356.844,0.981
356.874,0.980
356.904,0.981
356.934,0.980
356.964,0.982
356.994,0.982
357.024,0.980
357.054,0.982
357.084,0.981
357.114,0.984
357.144,0.985
357.174,0.979
357.204,0.978
357.234,0.981
357.264,0.981
357.294,0.980
357.324,0.981
357.354,0.983
357.384,0.980
357.414,0.985
357.444,0.979
357.474,0.975
357.504,0.988
357.534,0.982
357.564,0.981
357.594,0.979
357.624,0.982
357.654,0.979
357.684,0.979
357.714,0.979
357.744,0.975
357.774,0.981
357.804,0.982
357.834,0.981
357.864,0.979
357.894,0.983
357.924,0.982
357.954,0.979
357.984,0.979
358.014,0.979
358.044,0.979
358.074,0.984
358.104,0.978
358.134,0.980
358.164,0.982
358.194,0.981
358.224,0.980
358.254,0.981
358.284,0.980
358.314,0.982
358.344,0.988
358.374,0.982
358.404,0.981
358.434,0.982
358.464,0.982
358.494,0.982
358.524,0.984
358.554,0.983
358.584,0.978
358.614,0.978
358.644,0.979
358.674,0.982
358.704,0.978
358.734,0.984
358.764,0.982
358.794,0.981
358.824,0.983
358.854,0.979
358.884,0.979
358.914,0.982
358.944,0.980
358.974,0.980
359.004,0.980
359.034,0.982
359.064,0.981
359.094,0.982
359.124,0.978
359.154,0.978
359.184,0.993
359.214,0.984
359.244,0.981
359.274,0.976
359.304,0.979
359.334,0.984
359.364,0.985
359.394,0.981
359.424,0.981
359.454,0.982
359.484,0.979
359.514,0.978
359.544,0.986
359.574,0.995
359.604,0.994
359.634,0.985
359.664,0.992
359.694,0.999
359.724,0.983
359.754,1.006
359.784,1.001
359.814,0.983
359.844,0.946
359.874,0.965
359.904,0.993
359.934,1.003
359.964,1.032
359.994,0.981
360.024,0.973
360.054,1.016
360.084,0.919
360.114,0.929
360.144,0.945
360.174,0.921
360.204,0.991
360.234,1.006
360.264,1.000
360.294,0.992
360.324,0.979
360.354,0.994
360.384,1.006
360.414,0.997
360.444,0.975
360.474,0.958
360.504,0.966
360.534,0.978
360.564,0.980
360.594,0.983
360.624,0.987
360.654,0.980
360.684,0.983
360.714,0.984
360.744,0.982
360.774,0.978
360.804,0.988
360.834,0.981
360.864,0.974
360.894,0.981
360.924,0.985
360.954,0.979
360.984,0.981
361.014,0.980
361.044,0.979
361.074,0.984
361.104,0.988
361.134,0.980
361.164,0.985
361.194,0.988
361.224,0.987
361.254,0.986
361.284,0.979
361.314,0.973
361.344,0.980
361.374,0.985
361.404,0.982
361.434,0.975
361.464,0.975
361.494,0.981
361.524,0.973
361.554,0.986
361.584,0.983
361.614,0.982
361.644,0.980
361.674,0.981
361.704,0.986
361.734,0.979
361.764,0.980
361.794,0.990
361.824,1.002
361.854,0.995
361.884,0.992
361.914,0.979
361.944,0.967
361.974,0.966
362.004,0.964
362.034,0.973
362.064,0.973
362.094,0.975
362.124,0.981
362.154,0.982
362.184,0.974
362.214,0.970
362.244,0.970
362.274,0.965
362.304,0.979
362.334,0.983
362.364,0.975
362.394,0.976
362.424,0.981
362.454,0.978
362.484,0.971
362.514,0.975
362.544,0.971
362.574,0.972
362.604,0.985
362.634,0.989
362.664,0.985
362.694,0.984
362.724,0.984
362.754,0.977
362.784,0.974
362.814,0.977
362.844,0.980
362.874,0.980
362.904,0.979
362.934,0.981
362.964,0.979
362.994,0.977
363.024,0.976
363.054,0.978
363.084,0.985
363.114,0.979
363.144,0.976
363.174,0.979
363.204,0.974
363.234,0.978
363.264,0.979
363.294,0.978
363.324,0.975
363.354,0.975
363.384,0.983
363.414,0.981
363.444,0.976
363.474,0.977
363.504,0.978
363.534,0.989
363.564,0.980
363.594,0.977
363.624,0.981
363.654,0.977
363.684,0.978
363.714,0.984
363.744,0.978
363.774,0.979
363.804,0.977
363.834,0.979
363.864,0.988
363.894,0.978
363.924,0.978
363.954,0.976
363.984,0.979
364.014,0.976
364.044,0.979
364.074,0.978
364.104,0.975
364.134,0.982
364.164,0.993
364.194,0.989
364.224,0.987
364.254,0.985
364.284,0.982
364.314,0.985
364.344,0.991
364.374,0.991
364.404,1.001
364.434,0.997
364.464,0.951
364.494,0.926
364.524,0.917
364.554,0.930
364.584,0.929
364.614,0.965
364.644,0.972
364.674,1.006
364.704,0.993
364.734,0.990
364.764,1.004
364.794,1.001
364.824,0.992
364.854,0.986
364.884,1.008
364.914,1.010
364.944,0.999
364.974,0.996
365.004,1.007
365.034,0.999
365.064,0.989
365.094,0.996
365.124,0.984
365.154,0.988
365.184,0.976
365.214,0.979
365.244,0.968
365.274,0.966
365.304,0.985
365.334,0.980
365.364,0.961
365.394,0.979
365.424,1.001
365.454,1.007
365.484,0.993
365.514,0.973
365.544,0.985
365.574,0.973
365.604,0.977
365.634,0.977
365.664,0.972
365.694,0.956
365.724,0.946
365.754,0.952
365.784,0.961
365.814,0.963
365.844,0.993
365.874,1.019
365.904,1.006
365.934,0.990
365.964,0.971
365.994,0.982
366.024,0.979
366.054,0.953
366.084,0.955
366.114,0.980
366.144,0.993
366.174,0.995
366.204,0.979
366.234,0.971
366.264,0.963
366.294,0.970
366.324,0.978
366.354,0.986
366.384,0.991
366.414,0.989
366.444,0.981
366.474,0.979
366.504,0.976
366.534,0.963
366.564,0.968
366.594,0.983
366.624,0.980
366.654,0.970
366.684,0.973
366.714,0.961
366.744,0.963
366.774,0.952
366.804,0.952
366.834,0.947
366.864,0.973
366.894,0.974
366.924,0.987
366.954,0.999
366.984,0.991
367.014,0.983
367.044,0.994
367.074,0.986
367.104,0.976
367.134,0.976
367.164,0.971
367.194,0.983
367.224,0.991
367.254,0.971
367.284,0.965
367.314,0.979
367.344,0.971
367.374,0.973
367.404,0.972
367.434,0.971
367.464,0.975
367.494,0.972
367.524,0.989
367.554,0.979
367.584,0.977
367.614,0.982
367.644,0.975
367.674,0.973
367.704,0.975
367.734,0.978
367.764,0.979
367.794,0.977
367.824,0.977
367.854,0.968
367.884,0.969
367.914,0.962
367.944,0.976
367.974,0.983
368.004,0.969
368.034,0.970
368.064,0.975
368.094,0.974
368.124,0.966
368.154,0.962
368.184,0.971
368.214,0.969
368.244,0.961
368.274,0.959
368.304,0.980
368.334,0.984
368.364,0.981
368.394,0.966
368.424,0.976
368.454,0.969
368.484,0.961
368.514,0.971
368.544,0.967
368.574,0.973
368.604,0.980
368.634,0.964
368.664,0.967
368.694,0.971
368.724,0.970
368.754,0.972
368.784,0.963
368.814,0.969
368.844,0.965
368.874,0.966
368.904,0.965
368.934,0.973
368.964,0.969
368.994,0.985
369.024,0.988
369.054,0.976
369.084,0.971
369.114,0.965
369.144,0.964
369.174,0.968
369.204,0.971
369.234,0.991
369.264,0.986
369.294,0.968
369.324,0.978
369.354,0.950
369.384,0.938
369.414,0.949
369.444,0.967
369.474,0.965
369.504,0.953
369.534,0.937
369.564,0.937
369.594,0.934
369.624,0.921
369.654,0.940
369.684,0.961
369.714,0.997
369.744,1.010
369.774,0.997
369.804,0.982
369.834,0.967
369.864,0.961
369.894,0.956
369.924,0.962
369.954,0.960
369.984,0.978
370.014,0.982
370.044,0.976
370.074,0.964
370.104,0.967
370.134,0.965
370.164,0.965
370.194,0.956
370.224,0.958
370.254,0.940
370.284,0.948
370.314,0.985
370.344,1.022
370.374,1.025
370.404,1.048
370.434,1.042
370.464,0.972
370.494,0.955
370.524,0.957
370.554,0.961
370.584,0.961
370.614,0.945
370.644,0.946
370.674,0.956
370.704,0.986
370.734,0.985
370.764,0.977
370.794,0.980
370.824,0.968
370.854,0.974
370.884,0.962
370.914,0.975
370.944,0.920
370.974,0.938
371.004,0.973
371.034,0.981
371.064,0.947
371.094,0.947
371.124,0.953
371.154,0.947
371.184,0.944
371.214,0.972
371.244,0.992
371.274,0.975
371.304,0.958
371.334,0.954
371.364,0.938
371.394,0.957
371.424,0.947
371.454,0.926
371.484,0.937
371.514,0.958
371.544,0.949
371.574,0.948
371.604,0.965
371.634,0.960
371.664,0.944
371.694,0.951
371.724,0.933
371.754,0.935
371.784,0.946
371.814,0.955
371.844,0.948
371.874,0.984
371.904,0.970
371.934,0.966
371.964,0.968
371.994,0.967
372.024,0.954
372.054,0.960
372.084,0.959
372.114,0.958
372.144,0.954
372.174,0.950
372.204,0.933
372.234,0.950
372.264,0.951
372.294,0.949
372.324,0.962
372.354,0.960
372.384,0.956
372.414,0.959
372.444,0.968
372.474,0.945
372.504,0.938
372.534,0.933
372.564,0.942
372.594,0.947
372.624,0.946
372.654,0.976
372.684,0.963
372.714,0.982
372.744,0.982
372.774,0.950
372.804,0.951
372.834,0.948
372.864,0.956
372.894,0.953
372.924,0.932
372.954,0.943
372.984,0.960
373.014,0.964
373.044,0.969
373.074,0.983
373.104,0.988
373.134,0.979
373.164,0.971
373.194,0.971
373.224,0.965
373.254,0.958
373.284,0.968
373.314,0.965
373.344,0.970
373.374,0.966
373.404,0.974
373.434,0.981
373.464,0.984
373.494,0.989
373.524,0.976
373.554,0.997
373.584,1.001
373.614,1.004
373.644,1.018
373.674,1.010
373.704,1.001
373.734,1.002
373.764,0.992
373.794,0.985
373.824,0.988
373.854,0.983
373.884,0.999
373.914,0.992
373.944,0.981
373.974,0.984
374.004,0.987
374.034,0.990
374.064,0.977
374.094,0.975
374.124,0.989
374.154,0.985
374.184,0.994
374.214,1.001
374.244,0.997
374.274,0.996
374.304,0.999
374.334,1.001
374.364,0.996
374.394,0.992
374.424,0.991
374.454,1.001
374.484,1.008
374.514,1.011
374.544,1.016
374.574,1.012
374.604,1.024
374.634,1.020
374.664,1.010
374.694,1.004
374.724,1.008
374.754,1.001
374.784,1.013
374.814,1.012
374.844,1.006
374.874,0.996
374.904,1.002
374.934,0.997
374.964,0.985
374.994,0.999
375.024,0.991
375.054,0.989
375.084,0.995
375.114,0.997
375.144,1.001
375.174,1.011
375.204,1.010
375.234,1.002
375.264,1.002
375.294,1.002
375.324,1.001
375.354,1.001
375.384,1.005
375.414,1.006
375.444,0.993
375.474,0.999
375.504,1.000
375.534,1.003
375.564,0.995
375.594,1.002
375.624,1.001
375.654,1.000
375.684,1.000
375.714,0.998
375.744,0.997
375.774,1.005
375.804,1.002
375.834,1.003
375.864,0.993
375.894,0.993
375.924,0.998
375.954,0.993
375.984,0.999
376.014,1.001
376.044,0.998
376.074,1.001
376.104,1.003
376.134,1.005
376.164,1.005
376.194,1.008
376.224,1.004
376.254,1.001
376.284,0.994
376.314,0.994
376.344,0.994
376.374,1.001
376.404,1.004
376.434,1.004
376.464,0.998
376.494,1.001
376.524,0.998
376.554,1.003
376.584,1.000
376.614,0.994
376.644,0.995
376.674,0.997
376.704,0.997
376.734,1.001
376.764,1.001
376.794,1.008
376.824,0.997
376.854,1.009
376.884,1.001
376.914,0.998
376.944,1.001
376.974,1.005
377.004,1.002
377.034,1.002
377.064,0.998
377.094,1.000
377.124,1.005
377.154,1.002
377.184,1.004
377.214,0.999
377.244,0.998
377.274,1.000
377.304,0.998
377.334,0.992
377.364,0.995
377.394,0.997
377.424,1.000
377.454,0.999
377.484,0.993
377.514,1.004
377.544,1.010
377.574,0.999
377.604,1.007
377.634,1.009
377.664,0.998
377.694,1.000
377.724,1.007
377.754,1.008
377.784,1.000
377.814,1.003
377.844,1.000
377.874,1.001
377.904,1.001
377.934,1.006
377.964,1.002
377.994,0.999
378.024,1.000
378.054,1.003
378.084,1.002
378.114,1.011
378.144,1.009
378.174,1.007
378.204,1.004
378.234,0.999
378.264,1.001
378.294,0.991
378.324,1.005
378.354,1.000
378.384,1.005
378.414,1.005
378.444,1.004
378.474,1.001
378.504,0.999
378.534,1.002
378.564,1.002
378.594,1.000
378.624,1.000
378.654,0.998
378.684,1.004
378.714,1.001
378.744,0.998
378.774,1.003
378.804,1.003
378.834,1.001
378.864,1.007
378.894,1.002
378.924,1.003
378.954,1.004
378.984,1.002
379.014,0.996
379.044,1.006
379.074,1.003
379.104,0.991
379.134,0.992
379.164,1.005
379.194,0.996
379.224,1.004
379.254,1.009
379.284,1.010
379.314,1.001
379.344,1.002
379.374,1.002
379.404,1.000
379.434,1.014
379.464,1.010
379.494,1.007
379.524,1.005
379.554,1.000
379.584,1.000
379.614,1.002
379.644,1.003
379.674,1.004
379.704,1.000
379.734,0.996
379.764,0.995
379.794,1.003
379.824,1.021
379.854,0.988
379.884,0.994
379.914,0.997
379.944,1.005
379.974,1.001
380.004,0.996
380.034,1.005
380.064,0.991
380.094,0.988
380.124,0.997
380.154,1.008
380.184,1.003
380.214,1.007
380.244,1.024
380.274,1.025
380.304,1.020
380.334,1.021
380.364,1.016
380.394,1.003
380.424,1.005
380.454,1.001
380.484,1.003
380.514,1.013
380.544,1.008
380.574,1.011
380.604,1.008
380.634,1.013
380.664,1.012
380.694,1.001
380.724,0.992
380.754,1.002
380.784,0.991
380.814,1.006
380.844,0.999
380.874,1.009
380.904,1.013
380.934,1.011
380.964,1.004
380.994,1.005
381.024,1.009
381.054,1.009
381.084,1.008
381.114,1.005
381.144,1.010
381.174,1.013
381.204,1.007
381.234,1.011
381.264,1.007
381.294,1.010
381.324,1.005
381.354,1.002
381.384,1.006
381.414,1.011
381.444,1.008
381.474,1.002
381.504,1.004
381.534,1.004
381.564,1.006
381.594,1.007
381.624,1.005
381.654,1.007
381.684,1.009
381.714,1.007
381.744,1.006
381.774,1.015
381.804,1.010
381.834,1.007
381.864,1.006
381.894,1.000
381.924,1.005
381.954,1.013
381.984,1.009
382.014,1.004
382.044,1.010
382.074,1.007
382.104,1.001
382.134,1.010
382.164,1.010
382.194,1.004
382.224,1.021
382.254,1.023
382.284,1.009
382.314,1.017
382.344,1.007
382.374,1.008
382.404,1.003
382.434,0.997
382.464,1.003
382.494,1.002
382.524,1.011
382.554,1.006
382.584,1.004
382.614,1.008
382.644,1.005
382.674,0.993
382.704,1.010
382.734,1.004
382.764,1.010
382.794,0.993
382.824,1.003
382.854,0.989
382.884,0.993
382.914,1.007
382.944,0.994
382.974,0.996
383.004,0.979
383.034,0.995
383.064,0.985
383.094,0.980
383.124,0.986
383.154,0.986
383.184,0.979
383.214,0.987
383.244,0.990
383.274,0.995
383.304,0.986
383.334,0.975
383.364,0.997
383.394,0.997
383.424,0.994
383.454,1.023
383.484,1.039
383.514,1.044
383.544,0.988
383.574,0.961
383.604,0.953
383.634,0.954
383.664,0.996
383.694,0.993
383.724,0.986
383.754,0.989
383.784,0.976
383.814,0.987
383.844,0.993
383.874,1.000
383.904,1.003
383.934,1.006
383.964,0.994
383.994,0.999
384.024,0.995
384.054,0.999
384.084,1.009
384.114,0.998
384.144,1.001
384.174,0.988
384.204,0.990
384.234,0.997
384.264,0.996
384.294,1.001
384.324,0.996
384.354,1.000
384.384,1.008
384.414,0.999
384.444,0.996
384.474,0.990
384.504,0.995
384.534,0.999
384.564,0.992
384.594,0.985
384.624,0.982
384.654,1.008
384.684,1.013
384.714,0.995
384.744,1.008
384.774,1.021
384.804,1.001
384.834,0.998
384.864,1.006
384.894,0.996
384.924,0.997
384.954,1.004
384.984,0.989
385.014,0.996
385.044,1.009
385.074,1.004
385.104,1.002
385.134,1.010
385.164,0.992
385.194,0.987
385.224,0.996
385.254,1.010
385.284,1.011
385.314,1.006
385.344,1.001
385.374,0.998
385.404,0.996
385.434,0.987
385.464,0.996
385.494,1.004
385.524,1.001
385.554,1.009
385.584,1.006
385.614,1.002
385.644,0.997
385.674,1.001
385.704,0.997
385.734,0.992
385.764,0.998
385.794,1.006
385.824,1.007
385.854,0.998
385.884,1.002
385.914,1.006
385.944,1.001
385.974,0.992
386.004,1.004
386.034,1.001
386.064,1.013
386.094,1.008
386.124,1.010
386.154,0.997
386.184,1.000
386.214,1.010
386.244,1.012
386.274,1.007
386.304,1.007
386.334,1.009
386.364,1.005
386.394,1.016
386.424,1.026
386.454,1.011
386.484,1.009
386.514,0.994
386.544,0.983
386.574,0.963
386.604,0.995
386.634,0.988
386.664,1.006
386.694,1.008
386.724,1.004
386.754,1.026
386.784,0.983
386.814,1.003
386.844,0.991
386.874,0.971
386.904,0.999
386.934,0.970
386.964,0.989
386.994,0.998
387.024,1.001
387.054,0.973
387.084,0.980
387.114,0.977
387.144,0.979
387.174,0.983
387.204,0.981
387.234,0.991
387.264,0.994
387.294,0.980
387.324,0.980
387.354,0.972
387.384,0.957
387.414,0.991
387.444,0.992
387.474,0.997
387.504,0.985
387.534,0.992
387.564,1.004
387.594,1.000
387.624,0.982
387.654,0.991
387.684,1.003
387.714,1.006
387.744,0.999
387.774,0.999
387.804,1.003
387.834,1.000
387.864,0.999
387.894,1.008
387.924,1.011
387.954,1.010
387.984,1.002
388.014,1.006
388.044,0.996
388.074,0.990
388.104,1.003
388.134,1.005
388.164,1.008
388.194,1.010
388.224,1.003
388.254,1.007
388.284,1.009
388.314,1.012
388.344,1.007
388.374,0.998
388.404,1.007
388.434,1.008
388.464,1.004
388.494,0.997
388.524,0.991
388.554,0.999
388.584,1.005
388.614,1.004
388.644,0.995
388.674,1.008
388.704,1.007
388.734,0.999
388.764,0.998
388.794,1.005
388.824,0.996
388.854,1.005
388.884,0.999
388.914,1.002
388.944,1.004
388.974,1.005
389.004,1.003
389.034,0.996
389.064,0.996
389.094,0.999
389.124,1.000
389.154,0.992
389.184,0.995
389.214,1.001
389.244,0.999
389.274,1.000
389.304,1.000
389.334,0.998
389.364,0.998
389.394,1.000
389.424,0.995
389.454,0.995
389.484,1.001
389.514,0.999
389.544,1.000
389.574,1.000
389.604,1.005
389.634,1.005
389.664,1.002
389.694,1.004
389.724,0.996
389.754,0.997
389.784,0.998
389.814,0.983
389.844,0.984
389.874,0.992
389.904,0.996
389.934,0.997
389.964,1.006
389.994,1.006
390.024,1.006
390.054,1.006
390.084,0.998
390.114,0.996
390.144,1.001
390.174,1.003
390.204,1.003
390.234,1.007
390.264,1.004
390.294,1.002
390.324,1.002
390.354,1.001
390.384,1.001
390.414,0.995
390.444,1.003
390.474,1.002
390.504,1.007
390.534,1.013
390.564,1.006
390.594,1.001
390.624,1.007
390.654,1.004
390.684,0.999
390.714,0.997
390.744,0.993
390.774,1.004
390.804,1.000
390.834,1.003
390.864,0.995
390.894,0.963
390.924,0.975
390.954,0.988
390.984,1.068
391.014,1.099
391.044,1.064
391.074,1.018
391.104,0.968
391.134,0.930
391.164,0.952
391.194,0.977
391.224,0.955
391.254,0.986
391.284,1.009
391.314,1.027
391.344,1.031
391.374,0.993
391.404,0.960
391.434,0.981
391.464,0.960
391.494,0.981
391.524,0.982
391.554,0.995
391.584,1.004
391.614,1.009
391.644,0.991
391.674,1.002
391.704,1.015
391.734,1.005
391.764,0.985
391.794,0.995
391.824,1.003
391.854,0.988
391.884,0.981
391.914,0.965
391.944,0.963
391.974,0.971
392.004,0.998
392.034,0.996
392.064,0.981
392.094,1.010
392.124,0.995
392.154,0.985
392.184,1.029
392.214,1.030
392.244,1.003
392.274,0.989
392.304,0.991
392.334,1.011
392.364,1.021
392.394,0.990
392.424,1.009
392.454,1.013
392.484,1.000
392.514,1.007
392.544,1.017
392.574,1.023
392.604,1.015
392.634,1.003
392.664,1.008
392.694,0.991
392.724,0.994
392.754,0.995
392.784,1.001
392.814,1.011
392.844,1.007
392.874,1.009
392.904,1.011
392.934,1.006
392.964,1.004
392.994,1.000
393.024,0.992
393.054,1.001
393.084,1.000
393.114,0.999
393.144,0.997
393.174,0.988
393.204,0.998
393.234,0.997
393.264,0.993
393.294,1.002
393.324,0.999
393.354,1.000
393.384,0.999
393.414,1.001
393.444,1.003
393.474,0.999
393.504,1.002
393.534,1.006
393.564,1.000
393.594,0.996
393.624,1.000
393.654,1.001
393.684,1.003
393.714,0.997
393.744,0.990
393.774,0.990
393.804,1.000
393.834,1.002
393.864,0.996
393.894,1.007
393.924,1.007
393.954,1.001
393.984,1.001
394.014,1.002
394.044,0.997
394.074,0.999
394.104,0.999
394.134,0.996
394.164,1.004
394.194,1.001
394.224,1.003
394.254,1.005
394.284,0.997
394.314,0.999
394.344,0.999
394.374,0.990
394.404,0.999
394.434,1.000
394.464,0.999
394.494,0.991
394.524,0.997
394.554,1.001
394.584,0.997
394.614,0.997
394.644,1.002
394.674,1.002
394.704,1.000
394.734,1.000
394.764,0.988
394.794,0.995
394.824,1.001
394.854,0.996
394.884,0.996
394.914,0.999
394.944,1.008
394.974,1.012
395.004,0.997
395.034,1.000
395.064,0.995
395.094,0.982
395.124,0.997
395.154,0.961
395.184,0.976
395.214,0.981
395.244,0.972
395.274,0.961
395.304,0.976
395.334,0.969
395.364,0.983
395.394,0.986
395.424,1.010
395.454,1.008
395.484,1.005
395.514,1.009
395.544,1.011
395.574,1.017
395.604,1.003
395.634,1.008
395.664,1.009
395.694,0.995
395.724,0.988
395.754,0.996
395.784,1.002
395.814,0.997
395.844,0.999
395.874,1.003
395.904,0.991
395.934,0.989
395.964,0.982
395.994,0.983
396.024,0.992
396.054,0.989
396.084,0.989
396.114,0.991
396.144,0.991
396.174,0.990
396.204,0.990
396.234,0.988
396.264,0.988
396.294,0.982
396.324,0.994
396.354,0.981
396.384,0.992
396.414,0.998
396.444,0.990
396.474,0.994
396.504,0.984
396.534,0.988
396.564,0.987
396.594,0.983
396.624,0.994
396.654,0.996
396.684,0.988
396.714,0.996
396.744,0.999
396.774,0.991
396.804,0.993
396.834,0.988
396.864,0.989
396.894,0.995
396.924,0.987
396.954,0.989
396.984,0.993
397.014,0.985
397.044,0.991
397.074,0.987
397.104,0.985
397.134,0.997
397.164,1.002
397.194,0.989
397.224,0.985
397.254,0.996
397.284,0.985
397.314,0.977
397.344,0.992
397.374,0.991
397.404,0.988
397.434,0.998
397.464,0.988
397.494,0.994
397.524,0.991
397.554,0.993
397.584,0.984
397.614,0.995
397.644,0.997
397.674,0.979
397.704,0.979
397.734,0.991
397.764,0.989
397.794,0.988
397.824,0.989
397.854,0.997
397.884,0.983
397.914,0.990
397.944,0.981
397.974,0.979
398.004,0.966
398.034,0.963
398.064,0.967
398.094,0.981
398.124,0.961
398.154,0.969
398.184,0.988
398.214,0.966
398.244,0.973
398.274,0.969
398.304,0.975
398.334,0.974
398.364,0.985
398.394,1.001
398.424,0.987
398.454,1.011
398.484,1.030
398.514,1.023
398.544,1.014
398.574,1.022
398.604,1.035
398.634,1.017
398.664,0.993
398.694,0.995
398.724,1.013
398.754,1.008
398.784,1.023
398.814,1.029
398.844,1.021
398.874,1.029
398.904,1.014
398.934,1.003
398.964,1.005
398.994,1.013
399.024,0.998
399.054,0.996
399.084,0.996
399.114,0.997
399.144,0.995
399.174,0.996
399.204,1.003
399.234,0.992
399.264,1.002
399.294,1.002
399.324,0.994
399.354,1.000
399.384,1.000
399.414,0.992
399.444,0.997
399.474,0.995
399.504,1.000
399.534,1.004
399.564,0.999
399.594,1.000
399.624,0.997
399.654,1.000
399.684,1.000
399.714,1.006
399.744,1.008
399.774,0.995
399.804,1.007
399.834,1.006
399.864,1.004
399.894,0.999
399.924,0.992
399.954,0.995
399.984,0.993
400.014,1.001
400.044,1.000
400.074,1.001
400.104,0.994
400.134,1.004
400.164,1.001
400.194,0.995
400.224,0.991
400.254,0.999
400.284,0.997
400.314,1.008
400.344,1.008
400.374,0.993
400.404,1.002
400.434,0.996
400.464,1.000
400.494,1.008
400.524,1.009
400.554,1.002
400.584,1.006
400.614,1.003
400.644,1.003
400.674,1.011
400.704,1.000
400.734,1.006
400.764,1.010
400.794,1.003
400.824,1.018
400.854,1.009
400.884,1.014
400.914,1.015
400.944,1.014
400.974,1.016
401.004,1.010
401.034,1.016
401.064,1.006
401.094,1.004
401.124,1.005
401.154,1.007
401.184,1.001
401.214,1.003
401.244,1.007
401.274,1.015
401.304,1.008
401.334,0.997
401.364,0.994
401.394,1.000
401.424,0.996
401.454,1.007
401.484,0.994
401.514,1.006
401.544,1.009
401.574,1.004
401.604,1.009
401.634,0.987
401.664,0.987
401.694,0.991
401.724,0.986
401.754,0.981
401.784,0.990
401.814,0.992
401.844,0.995
401.874,0.998
401.904,0.991
401.934,0.991
401.964,0.991
401.994,1.010
402.024,1.002
402.054,0.995
402.084,1.000
402.114,0.995
402.144,0.993
402.174,0.997
402.204,1.000
402.234,1.002
402.264,0.998
402.294,0.996
402.324,0.998
402.354,1.005
402.384,0.996
402.414,0.994
402.444,1.000
402.474,0.992
402.504,1.000
402.534,0.996
402.564,0.990
402.594,1.001
402.624,0.998
402.654,0.990
402.684,0.992
402.714,0.998
402.744,1.001
402.774,1.006
402.804,0.981
402.834,0.998
402.864,1.007
402.894,0.999
402.924,0.995
402.954,0.996
402.984,0.994
403.014,0.993
403.044,0.991
403.074,1.002
403.104,0.998
403.134,1.008
403.164,1.000
403.194,1.000
403.224,0.993
403.254,0.997
403.284,1.007
403.314,0.997
403.344,0.997
403.374,0.999
403.404,0.999
403.434,1.000
403.464,1.004
403.494,1.005
403.524,1.001
403.554,0.999
403.584,0.998
403.614,0.984
403.644,1.004
403.674,0.997
403.704,0.997
403.734,1.000
403.764,0.993
403.794,1.000
403.824,0.997
403.854,1.001
403.884,0.989
403.914,0.999
403.944,0.990
403.974,0.996
404.004,1.003
404.034,1.013
404.064,0.999
404.094,1.000
404.124,0.988
404.154,1.000
404.184,1.004
404.214,1.012
404.244,1.004
404.274,1.000
404.304,0.997
404.334,0.998
404.364,1.008
404.394,1.003
404.424,0.995
404.454,0.999
404.484,0.993
404.514,1.005
404.544,0.999
404.574,1.026
404.604,1.008
404.634,1.022
404.664,0.989
404.694,1.013
404.724,1.001
404.754,1.000
404.784,1.007
404.814,1.018
404.844,1.002
404.874,1.005
404.904,0.984
404.934,0.987
404.964,0.975
404.994,0.984
405.024,1.006
405.054,1.000
405.084,0.996
405.114,0.989
405.144,0.982
405.174,0.984
405.204,0.994
405.234,0.987
405.264,0.986
405.294,1.002
405.324,0.997
405.354,1.003
405.384,1.010
405.414,1.011
405.444,1.022
405.474,1.047
405.504,1.004
405.534,0.982
405.564,0.982
405.594,0.968
405.624,0.968
405.654,0.976
405.684,0.968
405.714,0.982
405.744,1.004
405.774,1.007
405.804,0.977
405.834,0.971
405.864,0.982
405.894,1.006
405.924,0.998
405.954,1.010
405.984,1.014
406.014,0.995
406.044,1.000
406.074,0.997
406.104,0.995
406.134,0.967
406.164,0.982
406.194,1.020
406.224,1.037
406.254,1.006
406.284,0.989
406.314,0.961
406.344,0.963
406.374,0.973
406.404,0.993
406.434,0.999
406.464,1.006
406.494,1.008
406.524,1.000
406.554,0.979
406.584,0.987
406.614,0.991
406.644,0.983
406.674,0.991
406.704,0.996
406.734,0.992
406.764,0.990
406.794,0.995
406.824,1.000
406.854,0.992
406.884,0.994
