df_hash,22ZHK4.3RS3P8
15.134,320
15.159,322
15.184,321
15.209,314
15.234,300
15.259,280
15.284,256
15.309,229
15.334,200
15.359,172
15.384,145
15.409,116
15.434,78
15.459,32
15.484,-13
15.509,-47
15.534,-70
15.559,-93
15.584,-130
15.609,-173
15.634,-192
15.659,-160
15.684,-76
15.709,28
15.734,116
15.759,172
15.784,209
15.809,249
15.834,297
15.859,342
15.884,368
15.909,371
15.934,360
15.959,346
15.984,334
16.009,325
16.034,320
16.059,317
16.084,315
16.109,308
16.134,294
16.159,274
16.184,249
16.209,221
16.234,191
16.259,159
16.284,128
16.309,97
16.334,61
16.359,21
16.384,-18
16.409,-54
16.434,-88
16.459,-132
16.484,-184
16.509,-226
16.534,-227
16.559,-167
16.584,-63
16.609,45
16.634,126
16.659,173
16.684,204
16.709,239
16.734,280
16.759,317
16.784,338
16.809,343
16.834,339
16.859,333
16.884,331
16.909,331
16.934,329
16.959,320
16.984,301
17.009,272
17.034,242
17.059,216
17.084,196
17.109,181
17.134,166
17.159,150
17.184,129
17.209,102
17.234,69
17.259,36
17.284,5
17.309,-25
17.334,-65
17.359,-118
17.384,-165
17.409,-177
17.434,-134
17.459,-47
17.484,47
17.509,118
17.534,159
17.559,190
17.584,229
17.609,278
17.634,321
17.659,342
17.684,341
17.709,331
17.734,323
17.759,322
17.784,323
17.809,322
17.834,314
17.859,302
17.884,287
17.909,269
17.934,249
17.959,225
17.984,200
18.009,174
18.034,150
18.059,128
18.084,103
18.109,73
18.134,40
18.159,9
18.184,-16
18.209,-44
18.234,-79
18.259,-118
18.284,-138
18.309,-118
18.334,-51
18.359,43
18.384,132
18.409,190
18.434,219
18.459,234
18.484,252
18.509,274
18.534,286
18.559,278
18.584,252
18.609,225
18.634,209
18.659,206
18.684,210
18.709,209
18.734,200
18.759,186
18.784,176
18.809,171
18.834,170
18.859,166
18.884,156
18.909,138
18.934,114
18.959,89
18.984,66
19.009,46
19.034,24
19.059,-3
19.084,-31
19.109,-41
19.134,-16
19.159,47
19.184,132
19.209,211
19.234,266
19.259,303
19.284,338
19.309,380
19.334,423
19.359,454
19.384,463
19.409,455
19.434,440
19.459,428
19.484,423
19.509,422
19.534,417
19.559,399
19.584,358
19.609,298
19.634,235
19.659,181
19.684,138
19.709,94
19.734,39
19.759,-24
19.784,-88
19.809,-146
19.834,-203
19.859,-270
19.884,-339
19.909,-380
19.934,-368
19.959,-299
19.984,-201
20.009,-111
20.034,-45
20.059,2
20.084,52
20.109,115
20.134,188
20.159,261
20.184,328
20.209,388
20.234,440
20.259,480
20.284,502
20.309,505
20.334,494
20.359,472
20.384,441
20.409,397
20.434,341
20.459,278
20.484,216
20.509,156
20.534,96
20.559,32
20.584,-29
20.609,-82
20.634,-127
20.659,-175
20.684,-237
20.709,-314
20.734,-383
20.759,-420
20.784,-414
20.809,-374
20.834,-315
20.859,-237
20.884,-128
20.909,19
20.934,193
20.959,357
20.984,476
21.009,534
21.034,542
21.059,523
21.084,495
21.109,472
21.134,454
21.159,440
21.184,423
21.209,399
21.234,368
21.259,335
21.284,301
21.309,267
21.334,232
21.359,199
21.384,172
21.409,154
21.434,141
21.459,127
21.484,109
21.509,83
21.534,45
21.559,-9
21.584,-73
21.609,-122
21.634,-130
21.659,-90
21.684,-21
21.709,45
21.734,96
21.759,139
21.784,195
21.809,270
21.834,348
21.859,407
21.884,439
21.909,451
21.934,459
21.959,475
21.984,502
22.009,535
22.034,568
22.059,589
22.084,595
22.109,589
22.134,576
22.159,554
22.184,508
22.209,420
22.234,298
22.259,168
22.284,67
22.309,10
22.334,-13
22.359,-33
22.384,-74
22.409,-149
22.434,-259
22.459,-391
22.484,-524
22.509,-629
22.534,-682
22.559,-680
22.584,-638
22.609,-567
22.634,-468
22.659,-328
22.684,-147
22.709,52
22.734,233
22.759,362
22.784,430
22.809,455
22.834,461
22.859,472
22.884,494
22.909,522
22.934,533
22.959,506
22.984,436
23.009,347
23.034,281
23.059,267
23.084,294
23.109,321
23.134,304
23.159,239
23.184,159
23.209,107
23.234,90
23.259,79
23.284,35
23.309,-45
23.334,-123
23.359,-143
23.384,-84
23.409,29
23.434,142
23.459,217
23.484,254
23.509,278
23.534,309
23.559,343
23.584,363
23.609,356
23.634,323
23.659,281
23.684,247
23.709,232
23.734,233
23.759,243
23.784,248
23.809,241
23.834,222
23.859,198
23.884,176
23.909,157
23.934,134
23.959,105
23.984,70
24.009,31
24.034,-16
24.059,-80
24.084,-153
24.109,-214
24.134,-237
24.159,-214
24.184,-160
24.209,-104
24.234,-62
24.259,-31
24.284,3
24.309,50
24.334,101
24.359,140
24.384,159
24.409,162
24.434,165
24.459,178
24.484,198
24.509,215
24.534,224
24.559,224
24.584,218
24.609,207
24.634,187
24.659,164
24.684,151
24.709,157
24.734,168
24.759,157
24.784,111
24.809,55
24.834,44
24.859,116
24.884,252
24.909,389
24.934,474
24.959,507
24.984,528
25.009,569
25.034,616
25.059,630
25.084,597
25.109,543
25.134,507
25.159,501
25.184,501
25.209,478
25.234,428
25.259,371
25.284,320
25.309,271
25.334,211
25.359,137
25.384,62
25.409,-7
25.434,-76
25.459,-155
25.484,-244
25.509,-333
25.534,-410
25.559,-464
25.584,-483
25.609,-446
25.634,-343
25.659,-190
25.684,-30
25.709,95
25.734,177
25.759,238
25.784,304
25.809,373
25.834,412
25.859,386
25.884,285
25.909,132
25.934,-36
25.959,-185
25.984,-291
26.009,-339
26.034,-326
26.059,-261
26.084,-160
26.109,-46
26.134,60
26.159,141
26.184,178
26.209,167
26.234,117
26.259,54
26.284,4
26.309,-17
26.334,-10
26.359,17
26.384,67
26.409,147
26.434,260
26.459,394
26.484,525
26.509,627
26.534,690
26.559,721
26.584,732
26.609,731
26.634,717
26.659,680
26.684,621
26.709,548
26.734,482
26.759,438
26.784,415
26.809,398
26.834,362
26.859,295
26.884,204
26.909,109
26.934,29
26.959,-30
26.984,-73
27.009,-108
27.034,-138
27.059,-152
27.084,-140
27.109,-98
27.134,-37
27.159,21
27.184,52
27.209,43
27.234,6
27.259,-29
27.284,-31
27.309,17
27.334,103
27.359,197
27.384,264
27.409,289
27.434,274
27.459,239
27.484,200
27.509,167
27.534,138
27.559,108
27.584,71
27.609,27
27.634,-19
27.659,-64
27.684,-102
27.709,-129
27.734,-144
27.759,-145
27.784,-134
27.809,-116
27.834,-96
27.859,-75
27.884,-53
27.909,-26
27.934,6
27.959,39
27.984,62
28.009,70
28.034,66
28.059,63
28.084,76
28.109,112
28.134,164
28.159,216
28.184,255
28.209,287
28.234,333
28.259,418
28.284,541
28.309,660
28.334,707
28.359,633
28.384,447
28.409,223
28.434,63
28.459,23
28.484,85
28.509,177
28.534,235
28.559,254
28.584,281
28.609,359
28.634,482
28.659,597
28.684,650
28.709,626
28.734,554
28.759,470
28.784,392
28.809,320
28.834,259
28.859,222
28.884,218
28.909,229
28.934,222
28.959,171
28.984,83
29.009,-16
29.034,-105
29.059,-176
29.084,-235
29.109,-279
29.134,-298
29.159,-286
29.184,-247
29.209,-200
29.234,-152
29.259,-102
29.284,-40
29.309,31
29.334,99
29.359,147
29.384,168
29.409,172
29.434,171
29.459,176
29.484,190
29.509,209
29.534,227
29.559,239
29.584,244
29.609,242
29.634,236
29.659,226
29.684,214
29.709,204
29.734,197
29.759,189
29.784,171
29.809,138
29.834,94
29.859,50
29.884,10
29.909,-35
29.934,-97
29.959,-165
29.984,-208
30.009,-198
30.034,-136
30.059,-56
30.084,3
30.109,30
30.134,44
30.159,64
30.184,89
30.209,100
30.234,87
30.259,70
30.284,79
30.309,134
30.334,220
30.359,306
30.384,367
30.409,397
30.434,406
30.459,403
30.484,390
30.509,368
30.534,340
30.559,312
30.584,291
30.609,280
30.634,273
30.659,263
30.684,244
30.709,220
30.734,195
30.759,171
30.784,139
30.809,90
30.834,26
30.859,-24
30.884,-32
30.909,19
30.934,112
30.959,205
30.984,267
31.009,296
31.034,312
31.059,335
31.084,368
31.109,397
31.134,409
31.159,404
31.184,392
31.209,383
31.234,374
31.259,359
31.284,333
31.309,298
31.334,260
31.359,225
31.384,193
31.409,160
31.434,125
31.459,88
31.484,55
31.509,27
31.534,1
31.559,-28
31.584,-60
31.609,-89
31.634,-110
31.659,-128
31.684,-152
31.709,-184
31.734,-206
31.759,-196
31.784,-137
31.809,-42
31.834,60
31.859,140
31.884,189
31.909,217
31.934,240
31.959,263
31.984,283
32.009,292
32.034,290
32.059,283
32.084,276
32.109,275
32.134,280
32.159,286
32.184,284
32.209,264
32.234,225
32.259,175
32.284,130
32.309,97
32.334,74
32.359,51
32.384,27
32.409,4
32.434,-12
32.459,-29
32.484,-58
32.509,-101
32.534,-141
32.559,-148
32.584,-101
32.609,-9
32.634,94
32.659,179
32.684,235
32.709,275
32.734,315
32.759,358
32.784,385
32.809,385
32.834,362
32.859,337
32.884,327
32.909,332
32.934,337
32.959,328
32.984,306
33.009,279
33.034,254
33.059,228
33.084,196
33.109,160
33.134,126
33.159,97
33.184,69
33.209,34
33.234,-6
33.259,-43
33.284,-70
33.309,-93
33.334,-122
33.359,-158
33.384,-183
33.409,-174
33.434,-121
33.459,-41
33.484,37
33.509,96
33.534,139
33.559,179
33.584,226
33.609,277
33.634,323
33.659,356
33.684,374
33.709,384
33.734,388
33.759,391
33.784,395
33.809,399
33.834,401
33.859,395
33.884,378
33.909,350
33.934,312
33.959,268
33.984,222
34.009,177
34.034,136
34.059,98
34.084,61
34.109,27
34.134,0
34.159,-20
34.184,-41
34.209,-76
34.234,-125
34.259,-170
34.284,-179
34.309,-135
34.334,-49
34.359,42
34.384,108
34.409,144
34.434,169
34.459,207
34.484,257
34.509,302
34.534,325
34.559,325
34.584,315
34.609,310
34.634,310
34.659,309
34.684,305
34.709,297
34.734,288
34.759,277
34.784,262
34.809,244
34.834,228
34.859,217
34.884,201
34.909,170
34.934,122
34.959,69
34.984,25
35.009,-5
35.034,-36
35.059,-74
35.084,-112
35.109,-125
35.134,-95
35.159,-29
35.184,48
35.209,109
35.234,148
35.259,177
35.284,212
35.309,254
35.334,292
35.359,312
35.384,308
35.409,293
35.434,282
35.459,282
35.484,287
35.509,285
35.534,264
35.559,226
35.584,182
35.609,141
35.634,105
35.659,69
35.684,32
35.709,0
35.734,-22
35.759,-38
35.784,-61
35.809,-91
35.834,-112
35.859,-97
35.884,-37
35.909,46
35.934,119
35.959,160
35.984,178
36.009,197
36.034,225
36.059,246
36.084,242
36.109,216
36.134,197
36.159,216
36.184,278
36.209,362
36.234,432
36.259,468
36.284,464
36.309,430
36.334,374
36.359,302
36.384,221
36.409,137
36.434,55
36.459,-23
36.484,-94
36.509,-150
36.534,-178
36.559,-168
36.584,-116
36.609,-39
36.634,35
36.659,85
36.684,112
36.709,136
36.734,175
36.759,221
36.784,242
36.809,219
36.834,174
36.859,163
36.884,227
36.909,349
36.934,462
36.959,499
36.984,447
37.009,343
37.034,239
37.059,159
37.084,94
37.109,24
37.134,-55
37.159,-140
37.184,-223
37.209,-297
37.234,-358
37.259,-395
37.284,-401
37.309,-372
37.334,-309
37.359,-215
37.384,-93
37.409,49
37.434,204
37.459,364
37.484,529
37.509,692
37.534,830
37.559,913
37.584,928
37.609,895
37.634,848
37.659,807
37.684,755
37.709,658
37.734,511
37.759,351
37.784,234
37.809,191
37.834,204
37.859,225
37.884,213
37.909,154
37.934,65
37.959,-30
37.984,-114
38.009,-176
38.034,-221
38.059,-261
38.084,-305
38.109,-348
38.134,-364
38.159,-331
38.184,-245
38.209,-136
38.234,-42
38.259,15
38.284,47
38.309,80
38.334,135
38.359,207
38.384,274
38.409,315
38.434,328
38.459,330
38.484,339
38.509,361
38.534,388
38.559,406
38.584,409
38.609,404
38.634,393
38.659,368
38.684,311
38.709,210
38.734,74
38.759,-77
38.784,-226
38.809,-362
38.834,-480
38.859,-570
38.884,-623
38.909,-642
38.934,-638
38.959,-624
38.984,-591
39.009,-514
39.034,-380
39.059,-209
39.084,-43
39.109,82
39.134,166
39.159,232
39.184,304
39.209,383
39.234,452
39.259,498
39.284,522
39.309,535
39.334,547
39.359,563
39.384,583
39.409,610
39.434,648
39.459,693
39.484,738
39.509,770
39.534,783
39.559,777
39.584,759
39.609,740
39.634,722
39.659,705
39.684,689
39.709,675
39.734,667
39.759,657
39.784,627
39.809,562
39.834,468
39.859,376
39.884,319
39.909,299
39.934,283
39.959,230
39.984,130
40.009,15
40.034,-71
40.059,-114
40.084,-133
40.109,-156
40.134,-191
40.159,-228
40.184,-255
40.209,-284
40.234,-338
40.259,-422
40.284,-517
40.309,-591
40.334,-622
40.359,-613
40.384,-574
40.409,-517
40.434,-451
40.459,-387
40.484,-333
40.509,-294
40.534,-260
40.559,-226
40.584,-192
40.609,-167
40.634,-153
40.659,-133
40.684,-82
40.709,6
40.734,117
40.759,221
40.784,301
40.809,363
40.834,425
40.859,490
40.884,544
40.909,570
40.934,565
40.959,547
40.984,534
41.009,533
41.034,534
41.059,526
41.084,505
41.109,480
41.134,459
41.159,443
41.184,427
41.209,405
41.234,376
41.259,342
41.284,302
41.309,256
41.334,205
41.359,151
41.384,99
41.409,52
41.434,13
41.459,-8
41.484,-5
41.509,24
41.534,73
41.559,122
41.584,159
41.609,183
41.634,207
41.659,239
41.684,273
41.709,297
41.734,302
41.759,291
41.784,278
41.809,270
41.834,268
41.859,262
41.884,248
41.909,224
41.934,197
41.959,171
41.984,146
42.009,124
42.034,103
42.059,80
42.084,53
42.109,22
42.134,-8
42.159,-37
42.184,-64
42.209,-91
42.234,-120
42.259,-140
42.284,-134
42.309,-92
42.334,-23
42.359,51
42.384,109
42.409,146
42.434,173
42.459,200
42.484,229
42.509,253
42.534,268
42.559,275
42.584,278
42.609,282
42.634,284
42.659,283
42.684,275
42.709,259
42.734,237
42.759,212
42.784,189
42.809,173
42.834,158
42.859,141
42.884,118
42.909,94
42.934,72
42.959,48
42.984,16
43.009,-22
43.034,-51
43.059,-46
43.084,-3
43.109,58
43.134,110
43.159,140
43.184,164
43.209,200
43.234,251
43.259,298
43.284,322
43.309,321
43.334,310
43.359,302
43.384,296
43.409,286
43.434,271
43.459,257
43.484,246
43.509,235
43.534,216
43.559,191
43.584,165
43.609,143
43.634,122
43.659,101
43.684,82
43.709,66
43.734,47
43.759,13
43.784,-34
43.809,-76
43.834,-86
43.859,-55
43.884,0
43.909,51
43.934,86
43.959,106
43.984,115
44.009,109
44.034,87
44.059,74
44.084,104
44.109,189
44.134,290
44.159,341
44.184,309
44.209,229
44.234,178
44.259,210
44.284,311
44.309,420
44.334,484
44.359,499
44.384,481
44.409,445
44.434,389
44.459,315
44.484,244
44.509,193
44.534,150
44.559,87
44.584,1
44.609,-68
44.634,-70
44.659,1
44.684,99
44.709,164
44.734,191
44.759,219
44.784,280
44.809,354
44.834,399
44.859,407
44.884,408
44.909,411
44.934,348
44.959,126
44.984,-258
45.009,-658
45.034,-861
45.059,-758
45.084,-434
45.109,-95
45.134,100
45.159,143
45.184,121
45.209,114
45.234,131
45.259,140
45.284,134
45.309,128
45.334,134
45.359,133
45.384,108
45.409,75
45.434,75
45.459,128
45.484,208
45.509,269
45.534,293
45.559,301
45.584,320
45.609,356
45.634,389
45.659,401
45.684,397
45.709,389
45.734,384
45.759,378
45.784,368
45.809,360
45.834,356
45.859,348
45.884,326
45.909,292
45.934,260
45.959,237
45.984,216
46.009,185
46.034,140
46.059,95
46.084,56
46.109,18
46.134,-34
46.159,-96
46.184,-142
46.209,-142
46.234,-95
46.259,-28
46.284,26
46.309,58
46.334,82
46.359,115
46.384,159
46.409,199
46.434,223
46.459,230
46.484,230
46.509,233
46.534,242
46.559,255
46.584,264
46.609,263
46.634,251
46.659,233
46.684,212
46.709,186
46.734,152
46.759,111
46.784,73
46.809,47
46.834,36
46.859,24
46.884,-7
46.909,-59
46.934,-105
46.959,-112
46.984,-66
47.009,18
47.034,103
47.059,163
47.084,195
47.109,219
47.134,252
47.159,298
47.184,343
47.209,368
47.234,364
47.259,338
47.284,307
47.309,292
47.334,301
47.359,327
47.384,352
47.409,359
47.434,343
47.459,308
47.484,263
47.509,210
47.534,150
47.559,85
47.584,16
47.609,-51
47.634,-113
47.659,-157
47.684,-169
47.709,-138
47.734,-69
47.759,13
47.784,88
47.809,142
47.834,182
47.859,218
47.884,253
47.909,277
47.934,278
47.959,260
47.984,242
48.009,242
48.034,260
48.059,278
48.084,278
48.109,257
48.134,231
48.159,216
48.184,210
48.209,200
48.234,174
48.259,136
48.284,99
48.309,71
48.334,42
48.359,2
48.384,-43
48.409,-72
48.434,-61
48.459,-10
48.484,60
48.509,124
48.534,173
48.559,218
48.584,272
48.609,331
48.634,376
48.659,390
48.684,373
48.709,342
48.734,315
48.759,300
48.784,286
48.809,264
48.834,232
48.859,197
48.884,168
48.909,144
48.934,116
48.959,76
48.984,28
49.009,-17
49.034,-58
49.059,-101
49.084,-162
49.109,-237
49.134,-305
49.159,-334
49.184,-309
49.209,-241
49.234,-153
49.259,-53
49.284,61
49.309,189
49.334,309
49.359,386
49.384,404
49.409,376
49.434,338
49.459,311
49.484,295
49.509,278
49.534,259
49.559,253
49.584,270
49.609,297
49.634,309
49.659,290
49.684,253
49.709,220
49.734,200
49.759,178
49.784,133
49.809,62
49.834,-7
49.859,-41
49.884,-20
49.909,43
49.934,120
49.959,188
49.984,240
50.009,286
50.034,333
50.059,380
50.084,414
50.109,422
50.134,401
50.159,365
50.184,330
50.209,311
50.234,304
50.259,299
50.284,285
50.309,261
50.334,233
50.359,205
50.384,175
50.409,142
50.434,107
50.459,76
50.484,51
50.509,23
50.534,-15
50.559,-65
50.584,-106
50.609,-115
50.634,-83
50.659,-27
50.684,25
50.709,60
50.734,83
50.759,112
50.784,154
50.809,202
50.834,239
50.859,259
50.884,267
50.909,273
50.934,280
50.959,285
50.984,280
51.009,264
51.034,241
51.059,216
51.084,191
51.109,168
51.134,143
51.159,117
51.184,86
51.209,53
51.234,16
51.259,-22
51.284,-63
51.309,-100
51.334,-117
51.359,-104
51.384,-60
51.409,-4
51.434,39
51.459,58
51.484,59
51.509,61
51.534,70
51.559,79
51.584,76
51.609,59
51.634,41
51.659,34
51.684,40
51.709,51
51.734,65
51.759,89
51.784,125
51.809,166
51.834,201
51.859,224
51.884,243
51.909,263
51.934,280
51.959,283
51.984,271
52.009,264
52.034,284
52.059,336
52.084,395
52.109,430
52.134,427
52.159,400
52.184,365
52.209,326
52.234,273
52.259,200
52.284,123
52.309,74
52.334,72
52.359,107
52.384,152
52.409,188
52.434,213
52.459,236
52.484,264
52.509,290
52.534,306
52.559,315
52.584,324
52.609,333
52.634,329
52.659,298
52.684,245
52.709,200
52.734,194
52.759,232
52.784,291
52.809,335
52.834,347
52.859,337
52.884,322
52.909,307
52.934,281
52.959,234
52.984,167
53.009,94
53.034,26
53.059,-32
53.084,-85
53.109,-134
53.134,-179
53.159,-224
53.184,-268
53.209,-310
53.234,-338
53.259,-338
53.284,-308
53.309,-267
53.334,-234
53.359,-212
53.384,-177
53.409,-93
53.434,50
53.459,227
53.484,382
53.509,479
53.534,519
53.559,533
53.584,548
53.609,559
53.634,545
53.659,494
53.684,422
53.709,354
53.734,302
53.759,252
53.784,191
53.809,124
53.834,72
53.859,41
53.884,14
53.909,-31
53.934,-101
53.959,-180
53.984,-258
54.009,-345
54.034,-445
54.059,-524
54.084,-514
54.109,-372
54.134,-129
54.159,120
54.184,296
54.209,394
54.234,473
54.259,579
54.284,697
54.309,767
54.334,752
54.359,679
54.384,608
54.409,573
54.434,558
54.459,523
54.484,451
54.509,361
54.534,279
54.559,213
54.584,149
54.609,68
54.634,-29
54.659,-131
54.684,-217
54.709,-273
54.734,-296
54.759,-292
54.784,-264
54.809,-210
54.834,-124
54.859,-10
54.884,112
54.909,213
54.934,276
54.959,312
54.984,346
55.009,393
55.034,439
55.059,460
55.084,449
55.109,425
55.134,413
55.159,420
55.184,430
55.209,423
55.234,397
55.259,363
55.284,328
55.309,290
55.334,246
55.359,196
55.384,148
55.409,101
55.434,49
55.459,-7
55.484,-54
55.509,-75
55.534,-71
55.559,-62
55.584,-67
55.609,-80
55.634,-76
55.659,-36
55.684,28
55.709,87
55.734,118
55.759,128
55.784,144
55.809,181
55.834,230
55.859,268
55.884,279
55.909,271
55.934,254
55.959,234
55.984,206
56.009,163
56.034,115
56.059,71
56.084,33
56.109,-10
56.134,-71
56.159,-140
56.184,-189
56.209,-189
56.234,-137
56.259,-58
56.284,14
56.309,70
56.334,119
56.359,178
56.384,246
56.409,304
56.434,334
56.459,333
56.484,319
56.509,312
56.534,316
56.559,323
56.584,322
56.609,311
56.634,300
56.659,293
56.684,291
56.709,283
56.734,260
56.759,225
56.784,187
56.809,157
56.834,139
56.859,121
56.884,90
56.909,44
56.934,3
56.959,-6
56.984,27
57.009,89
57.034,149
57.059,186
57.084,205
57.109,227
57.134,265
57.159,309
57.184,337
57.209,338
57.234,324
57.259,311
57.284,306
57.309,302
57.334,292
57.359,276
57.384,259
57.409,240
57.434,214
57.459,180
57.484,148
57.509,128
57.534,116
57.559,99
57.584,63
57.609,15
57.634,-33
57.659,-78
57.684,-128
57.709,-189
57.734,-245
57.759,-263
57.784,-221
57.809,-130
57.834,-28
57.859,52
57.884,105
57.909,148
57.934,198
57.959,255
57.984,305
58.009,338
58.034,352
58.059,352
58.084,346
58.109,338
58.134,329
58.159,318
58.184,302
58.209,279
58.234,252
58.259,224
58.284,195
58.309,159
58.334,115
58.359,66
58.384,22
58.409,-13
58.434,-52
58.459,-104
58.484,-167
58.509,-219
58.534,-234
58.559,-206
58.584,-154
58.609,-107
58.634,-84
58.659,-84
58.684,-92
58.709,-98
58.734,-96
58.759,-85
58.784,-52
58.809,22
58.834,156
58.859,346
58.884,562
58.909,760
58.934,898
58.959,953
58.984,931
59.009,859
59.034,767
59.059,677
59.084,595
59.109,519
59.134,444
59.159,367
59.184,284
59.209,194
59.234,98
59.259,3
59.284,-73
59.309,-114
59.334,-106
59.359,-54
59.384,22
59.409,98
59.434,158
59.459,205
59.484,251
59.509,300
59.534,340
59.559,357
59.584,344
59.609,312
59.634,274
59.659,234
59.684,189
59.709,137
59.734,85
59.759,39
59.784,-1
59.809,-44
59.834,-89
59.859,-127
59.884,-146
59.909,-149
59.934,-148
59.959,-150
59.984,-150
60.009,-140
60.034,-126
60.059,-125
60.084,-146
60.109,-173
60.134,-171
60.159,-123
60.184,-43
60.209,31
60.234,79
60.259,107
60.284,138
60.309,179
60.334,220
