df_hash,22ZHK4.7H06EP
430.550,84
431.408,84
432.354,84
433.426,83
434.401,83
435.230,83
436.449,83
437.326,84
438.301,85
439.500,85
440.398,85
441.234,84
442.494,83
443.322,82
444.200,81
445.370,81
446.247,80
447.173,80
448.316,80
449.664,80
450.128,81
451.366,82
452.220,82
453.170,83
454.297,84
455.298,84
456.094,85
457.313,85
458.147,86
459.121,85
460.338,85
461.213,84
462.046,84
463.309,83
464.139,83
464.974,82
466.234,82
467.112,81
467.989,81
469.162,82
470.134,83
470.962,85
472.193,86
473.013,85
473.985,85
475.109,85
476.104,85
476.910,85
478.177,85
479.006,84
479.932,84
481.102,83
482.077,83
483.052,83
484.224,83
484.953,83
485.833,76
487.302,80
487.878,78
488.853,82
489.978,83
490.910,85
491.801,86
493.045,87
493.877,88
494.995,88
495.971,89
496.896,89
497.774,90
498.992,90
499.870,90
500.796,89
501.927,89
502.898,89
503.725,89
504.943,93
505.768,94
506.844,96
507.913,97
508.742,96
509.717,96
510.887,96
511.764,96
512.690,96
513.860,96
514.787,96
515.664,96
516.808,96
517.760,96
518.594,97
519.762,96
520.705,97
521.675,96
522.781,95
523.715,92
524.585,90
525.757,87
526.632,84
527.510,82
528.728,80
529.560,78
530.532,76
531.653,74
532.628,72
533.457,70
534.724,70
535.553,70
536.528,71
537.650,72
538.575,71
539.475,71
540.671,72
541.501,72
542.475,72
543.597,72
544.575,71
545.400,71
546.667,71
547.447,71
548.328,71
549.594,71
550.500,71
551.404,71
552.520,70
553.444,69
554.325,68
555.539,68
556.392,68
557.351,69
558.487,70
559.439,71
560.268,71
561.535,71
562.394,71
563.290,70
564.460,69
565.442,68
566.264,66
567.482,65
568.360,64
569.214,64
570.407,65
571.287,67
572.211,69
573.334,70
574.328,68
575.136,68
576.403,68
577.235,68
578.227,68
579.328,68
580.305,68
581.132,68
582.350,68
583.228,66
584.203,66
585.275,63
586.250,64
587.127,64
588.346,64
589.175,63
590.007,63
591.271,63
592.100,63
593.075,63
594.196,63
595.221,63
595.999,63
597.232,63
598.060,63
599.022,63
600.162,63
601.164,63
601.949,63
603.214,58
604.043,59
605.050,56
606.139,57
607.135,57
607.894,57
609.161,56
609.990,56
610.867,56
612.086,56
613.210,56
613.929,56
