df_hash,22ZHK4.7H06EP
431.528,82
432.357,87
433.429,82
434.405,70
435.236,68
436.452,67
437.331,63
438.306,67
439.666,70
440.401,66
441.484,75
442.499,80
443.326,82
444.203,84
445.374,81
446.251,87
447.177,90
448.587,79
449.667,79
450.132,73
451.369,80
452.223,80
453.173,78
454.688,76
455.429,75
456.098,74
457.316,72
458.289,70
459.263,68
460.385,74
461.254,70
462.194,71
463.314,71
464.142,70
464.977,67
466.237,73
467.146,80
467.996,70
469.305,59
470.137,51
470.966,57
472.331,56
473.159,46
473.988,40
475.255,35
476.227,34
476.915,34
478.180,28
479.009,45
479.935,49
481.108,46
482.082,23
483.057,28
484.271,33
484.956,29
485.880,30
487.305,21
487.881,23
488.856,50
490.123,50
490.949,53
491.875,54
493.049,58
493.974,60
495.000,59
496.007,65
496.901,80
497.777,76
498.996,77
499.873,69
500.799,44
502.161,33
503.039,39
503.772,40
504.989,43
505.773,42
506.849,55
507.916,38
508.745,37
509.722,0
510.891,0
511.772,0
512.696,0
513.866,16
514.791,17
515.667,18
516.883,15
517.763,22
518.741,22
519.954,0
520.932,23
521.906,32
522.785,32
523.759,37
524.589,40
525.806,43
526.636,76
527.523,86
528.732,83
529.755,71
530.535,73
531.659,76
532.632,86
533.462,70
534.730,61
535.559,62
536.532,66
537.798,66
538.579,67
539.479,71
540.675,74
541.649,75
542.479,76
543.603,73
544.769,74
545.498,75
546.670,71
547.451,75
548.474,73
549.790,77
550.570,79
551.593,81
552.763,77
553.451,75
554.567,80
555.545,82
556.396,73
557.638,66
558.493,74
559.442,78
560.273,77
561.539,77
562.609,78
563.295,69
564.464,83
565.586,79
566.269,74
567.487,78
568.378,79
569.484,76
570.426,66
571.303,75
572.214,70
573.481,58
574.457,35
575.141,29
576.408,29
577.378,26
578.356,24
579.331,28
580.452,29
581.137,28
582.356,20
583.231,30
584.206,0
585.281,28
586.255,25
587.133,18
588.349,8
589.199,20
590.010,0
591.274,3
592.103,0
593.081,0
594.199,0
595.564,0
596.005,0
597.365,15
598.196,0
599.025,0
600.294,12
601.316,0
601.954,4
603.220,23
604.048,0
605.058,36
606.142,25
607.262,21
607.897,0
609.164,18
609.994,18
610.870,15
612.089,21
613.213,17
614.047,0
