df_hash,22ZHK4.7H06EP
319.889,825
320.621,730
321.353,805
322.132,705
322.863,790
323.790,715
323.887,955
323.936,155
323.939,10
323.985,10
324.673,15
325.496,645
326.227,850
326.959,770
327.738,765
328.275,695
329.120,710
329.553,695
329.786,385
330.420,325
330.956,695
331.784,615
332.516,720
333.296,805
334.006,720
334.808,775
335.636,755
336.230,745
337.147,765
337.792,780
338.463,770
339.341,725
340.220,770
340.904,810
341.486,760
342.315,725
343.246,825
343.923,815
344.780,715
345.487,785
346.263,750
346.800,720
347.678,720
348.321,745
349.197,680
349.779,895
350.510,610
350.944,660
351.773,615
352.313,705
353.040,715
353.820,700
354.697,680
355.380,775
356.212,725
356.793,820
357.623,770
358.110,750
358.403,695
359.913,825
360.210,780
360.791,260
361.382,540
362.254,785
362.789,765
363.180,435
364.349,615
364.897,1070
366.153,365
366.740,1380
367.324,650
367.957,635
368.162,630
368.542,195
368.567,20
369.274,380
369.468,655
369.712,240
370.249,305
370.297,390
370.492,230
370.785,10
371.229,785
372.101,415
372.394,595
372.784,205
373.423,385
373.467,585
373.904,180
374.492,430
375.221,605
375.856,640
376.591,680
377.171,670
377.755,665
378.584,630
379.271,695
380.113,780
380.729,765
381.607,735
382.484,820
383.319,840
383.996,835
384.928,820
385.705,850
386.384,755
387.164,765
388.004,740
388.480,765
389.358,695
390.164,720
390.777,720
391.454,715
392.390,720
392.825,795
393.161,835
395.798,1010
396.232,1770
396.476,380
397.327,300
397.472,750
397.502,170
397.988,10
398.815,550
398.819,785
398.866,155
398.965,10
400.085,435
400.379,705
401.497,265
401.984,1130
402.282,650
402.715,215
403.380,365
403.941,685
404.670,680
405.396,650
406.225,750
406.817,720
407.200,770
407.203,270
407.445,40
408.273,280
408.955,770
409.589,680
410.279,780
411.057,665
412.026,705
412.172,845
412.562,335
412.809,360
414.276,330
414.925,1350
415.682,645
416.183,655
417.048,695
417.583,675
418.168,715
418.948,695
419.680,700
420.516,725
421.191,735
421.830,720
422.612,710
423.287,685
423.874,725
424.701,715
425.383,695
425.968,775
426.803,700
427.625,690
428.308,730
428.942,740
429.673,710
430.404,690
431.135,735
431.792,775
432.556,720
433.333,765
433.573,710
433.865,245
434.596,455
435.376,715
436.112,690
436.693,685
437.473,670
438.155,685
438.789,735
439.671,730
440.304,750
441.080,725
441.788,770
442.592,775
443.420,745
444.152,770
444.931,770
445.614,750
446.491,775
447.082,800
447.807,710
448.592,680
449.172,740
449.923,685
450.683,685
451.269,695
451.951,720
452.731,725
453.368,725
454.145,665
454.782,685
455.461,710
456.197,665
456.777,685
457.508,760
458.299,705
458.970,710
459.268,730
459.604,195
460.095,455
460.410,430
461.119,400
462.042,725
462.588,720
463.456,720
464.090,755
464.938,770
465.551,800
466.381,755
467.016,675
467.648,705
468.336,690
468.525,660
468.916,175
469.312,385
469.718,275
470.329,440
470.914,640
471.499,665
472.044,665
472.340,395
472.425,305
472.917,145
473.595,445
474.131,635
474.771,605
475.106,685
475.548,295
476.235,395
477.108,715
477.739,795
478.568,750
478.713,755
479.835,215
480.663,1240
481.249,685
481.638,575
481.911,430
482.906,290
483.069,1110
484.278,555
484.578,705
484.908,295
485.689,355
486.137,680
486.416,665
487.052,245
488.171,510
488.467,1325
488.785,180
488.788,35
488.902,10
489.682,395
490.267,705
490.851,645
491.635,690
491.881,660
492.218,305
492.802,330
493.533,660
494.264,685
494.751,635
495.535,655
496.116,665
496.800,625
497.438,665
498.172,685
498.457,730
498.602,300
499.440,260
500.552,645
500.556,1100
500.698,150
500.894,245
500.953,20
500.995,10
502.173,970
502.259,270
502.653,250
503.050,230
503.679,385
504.257,700
504.794,520
505.427,655
506.110,555
506.649,610
507.231,675
507.524,620
507.767,320
508.645,260
508.795,930
509.571,410
509.912,305
510.400,495
510.790,495
511.429,305
511.716,670
512.801,285
513.056,1035
513.470,330
514.592,360
514.798,1160
515.274,265
515.277,325
515.567,485
516.888,1215
518.056,875
518.203,170
518.749,270
519.418,555
519.959,770
520.646,505
521.418,630
522.050,690
522.342,780
522.635,305
522.732,410
524.439,820
525.267,780
525.901,835
526.779,770
527.608,810
528.583,885
529.411,910
530.165,855
531.215,910
531.949,910
532.775,875
533.604,705
534.578,810
535.407,930
536.093,875
537.018,780
537.803,865
538.478,875
539.415,775
540.290,815
541.159,895
541.890,875
542.691,735
543.744,870
544.571,900
545.254,805
546.232,835
546.814,900
547.843,780
548.617,810
549.495,880
550.421,910
551.250,795
552.176,910
553.054,975
553.979,885
554.802,900
555.737,895
556.514,760
557.266,830
558.075,900
559.001,770
559.780,855
560.658,875
561.730,840
562.621,930
563.339,1015
564.412,845
565.438,950
566.410,1035
567.243,930
568.214,895
568.947,950
569.773,840
569.828,815
570.651,10
571.340,855
572.163,730
573.639,885
573.825,1465
574.164,190
575.282,290
575.428,1075
575.576,215
576.745,545
577.383,795
578.066,600
579.474,670
579.767,1415
579.914,315
581.668,255
581.966,1595
582.789,430
583.326,740
583.863,515
584.934,570
585.226,1205
585.422,235
586.445,135
586.938,1080
587.140,455
587.761,325
588.067,530
588.835,260
589.029,1040
591.520,1820
592.977,660
593.465,1495
595.024,390
595.030,1680
595.073,15
595.079,20
595.085,50
595.171,10
597.169,15
597.173,2055
597.224,25
597.378,20
597.413,15
597.416,15
597.419,10
597.422,10
597.511,10
597.517,10
597.520,10
597.523,15
597.559,10
597.563,10
597.566,10
597.569,10
597.625,10
597.636,10
597.658,10
597.665,10
597.669,10
597.672,10
597.705,15
597.729,45
597.734,25
597.755,15
597.758,10
597.761,15
597.765,15
597.804,10
597.807,10
597.810,10
597.813,10
598.929,35
599.230,1440
599.266,25
599.271,15
599.276,15
599.281,15
599.510,15
599.515,10
599.521,15
599.526,25
599.595,140
599.626,20
599.637,15
599.656,10
599.664,10
599.667,10
599.671,10
599.676,10
599.753,15
599.758,15
599.806,20
599.997,70
600.582,850
600.728,35
600.935,320
600.975,15
601.013,15
601.024,30
601.654,340
601.752,350
601.898,100
602.196,415
602.484,75
602.543,235
602.775,25
602.781,40
602.821,200
602.827,40
602.925,255
603.121,35
603.608,90
603.704,395
603.848,50
603.994,470
604.238,145
604.306,60
604.903,665
604.921,15
604.925,10
604.929,10
604.932,10
604.969,10
604.975,15
604.978,10
604.980,15
605.505,30
605.508,510
605.603,45
605.606,15
605.900,10
605.918,15
605.944,10
605.963,10
606.675,20
606.678,945
606.775,20
606.920,255
606.968,30
607.119,205
607.321,190
607.554,265
607.748,30
608.138,130
608.479,480
608.492,270
608.651,35
608.888,65
609.362,285
609.649,510
609.942,355
610.136,295
610.434,130
610.456,260
610.527,35
610.929,160
610.939,310
610.968,30
610.971,15
611.408,35
611.754,465
611.943,330
612.041,30
612.623,240
612.768,645
612.772,20
612.817,20
612.820,25
612.828,30
612.870,40
612.915,30
612.918,20
612.925,20
612.931,15
612.963,15
612.966,10
613.842,30
