df_hash,22ZHK4.8GUL1J
222.881,10
222.886,735
223.125,10
223.130,190
223.174,15
223.178,40
223.181,20
223.664,20
224.495,520
224.636,875
224.639,130
224.783,115
224.786,15
224.932,10
225.367,415
225.376,175
225.926,15
226.733,555
227.415,785
228.252,760
228.295,795
229.073,10
229.951,810
230.006,800
230.633,10
231.465,790
232.290,785
232.973,790
233.802,755
233.851,805
234.533,10
235.508,790
236.883,960
237.065,1370
237.166,210
238.970,385
239.652,1525
240.529,730
240.533,825
240.633,10
240.675,65
240.680,15
240.683,25
240.687,10
241.358,10
242.430,720
243.844,1000
245.063,1435
245.502,1270
245.795,370
245.941,400
246.184,10
246.188,365
247.015,10
247.602,845
248.573,500
248.817,965
250.136,265
250.670,1340
250.685,565
250.690,10
251.498,10
251.503,820
252.035,455
252.619,10
253.692,600
255.132,1200
255.398,1355
255.645,290
255.788,330
256.379,10
257.256,680
257.739,715
258.031,675
258.086,290
258.177,10
258.183,10
258.519,35
259.396,250
259.399,1030
259.737,225
259.834,205
259.981,140
259.986,10
260.420,335
261.249,10
261.493,1155
263.489,1275
263.540,675
263.981,10
264.271,570
265.002,300
265.254,660
266.518,350
266.709,1250
267.116,140
267.736,430
268.366,605
268.853,640
270.238,545
270.804,1225
271.099,690
272.071,190
272.222,1095
272.268,200
272.363,25
273.625,10
273.903,1150
274.021,415
274.024,15
274.027,195
274.704,510
275.516,165
275.593,640
275.596,205
275.679,10
275.684,10
276.317,25
276.803,430
277.239,760
277.532,365
278.458,370
278.750,995
279.579,280
279.728,865
280.261,10
280.557,620
280.602,305
280.605,10
280.749,10
280.752,70
280.849,195
282.409,635
282.920,735
282.924,715
283.820,10
284.458,760
285.137,785
286.433,740
287.477,1205
288.208,1080
288.891,785
288.942,610
289.573,75
290.304,600
291.133,755
291.136,790
291.864,10
291.868,805
291.962,10
292.108,270
292.936,725
292.940,10
293.083,15
293.090,115
293.232,25
293.327,25
294.204,290
294.210,785
294.304,10
295.426,15
295.569,1295
296.886,10
297.276,1450
297.666,410
298.495,360
299.323,885
299.326,825
299.617,10
299.713,320
300.006,400
300.834,10
300.838,760
300.842,15
301.273,60
301.419,550
301.423,10
302.324,750
302.327,15
302.331,15
302.541,10
302.545,255
302.787,10
303.077,10
303.762,260
303.777,1010
304.345,15
305.319,595
305.856,940
307.514,530
309.079,1635
309.902,1580
309.951,805
310.195,10
311.267,310
312.000,1105
312.827,670
313.363,915
313.518,595
313.559,15
313.562,15
313.566,10
313.659,170
313.704,10
313.708,10
314.884,370
314.923,855
314.926,10
314.930,10
315.022,15
315.033,15
315.043,20
315.075,15
315.078,10
315.085,10
315.481,15
315.557,400
316.142,10
317.559,775
319.067,1415
319.071,1490
319.116,15
319.145,10
319.210,10
319.603,15
319.607,510
320.335,10
320.338,715
321.018,10
321.725,695
322.533,685
322.821,810
322.968,460
323.120,85
323.214,85
323.220,10
324.531,780
325.308,580
326.139,805
326.144,700
326.575,10
327.306,640
328.058,695
328.817,680
328.821,735
328.964,10
329.354,215
330.231,445
331.011,740
331.112,690
331.602,10
332.132,715
332.890,665
332.961,685
332.977,10
333.156,30
333.198,125
334.229,1165
334.912,10
335.693,655
336.325,695
337.007,745
337.061,685
337.303,10
337.937,10
338.422,745
339.109,700
339.934,700
340.964,775
341.371,700
342.860,690
343.006,1515
343.397,10
343.442,605
343.542,10
343.979,15
343.982,505
344.542,10
345.371,625
345.783,745
347.294,500
348.027,1465
348.862,815
349.585,765
350.219,735
351.048,745
351.730,755
352.462,680
352.515,710
352.670,10
352.754,350
352.758,15
352.886,15
353.002,240
354.514,780
355.094,655
355.097,670
355.923,10
356.611,735
357.435,740
358.703,795
359.413,1285
360.118,705
360.959,740
361.628,755
361.635,805
362.456,10
363.138,790
363.869,755
364.653,675
365.234,705
365.965,710
367.379,655
368.160,1405
368.696,890
369.140,560
370.402,320
371.474,1370
371.477,1035
371.772,10
371.776,210
371.818,15
371.914,15
372.059,365
372.063,10
372.931,270
373.571,490
373.864,735
374.011,350
374.059,90
374.302,245
375.813,805
376.691,720
376.793,920
377.081,10
377.084,375
377.764,10
379.128,710
379.860,1305
379.863,695
380.406,10
381.078,640
381.517,735
381.956,410
382.639,325
383.467,790
383.470,755
384.175,10
384.178,770
384.978,10
385.027,770
385.710,10
386.636,755
387.904,735
388.440,1455
388.443,530
388.489,10
390.000,790
390.708,715
391.126,810
391.520,320
393.071,405
394.144,1580
394.436,1080
395.119,315
396.679,725
397.524,1545
398.336,830
399.165,785
400.582,875
401.261,1415
401.457,785
401.565,10
401.707,210
401.713,20
401.724,10
401.944,20
402.772,300
402.919,835
403.358,145
404.186,530
404.869,775
405.698,760
406.380,765
407.111,735
407.794,765
408.979,690
409.315,740
410.036,765
410.530,735
410.576,510
412.012,920
412.913,530
413.694,930
413.698,680
413.791,185
415.496,1325
416.765,350
417.106,1290
417.252,555
419.202,450
419.592,1515
419.963,320
420.567,310
421.005,780
421.396,290
421.688,455
422.386,345
422.810,715
424.226,360
424.467,1215
425.174,530
426.270,610
427.003,1200
427.733,670
427.833,635
427.838,195
428.074,225
428.079,10
428.123,10
428.130,15
428.135,15
428.272,205
429.634,690
430.347,680
430.999,705
431.003,640
431.682,10
432.511,680
433.096,685
433.632,730
433.636,590
434.071,10
434.074,385
434.217,10
434.220,205
434.905,660
435.585,10
436.341,630
436.362,705
437.142,10
437.973,865
438.799,865
439.629,850
440.458,855
441.286,785
441.383,775
442.018,10
442.895,780
443.675,795
444.514,805
444.572,835
445.242,10
446.015,755
446.843,840
447.721,870
448.550,865
449.420,795
450.207,850
451.048,855
451.865,855
452.840,830
453.669,880
454.546,890
455.473,880
456.302,890
457.179,895
458.008,900
458.982,840
458.986,880
459.811,10
460.640,855
461.469,830
462.336,870
462.411,850
463.127,10
463.956,795
464.832,850
465.665,860
465.719,790
466.497,10
467.319,845
468.152,850
469.004,830
469.805,845
470.638,855
471.515,855
472.341,865
473.183,830
473.998,775
474.545,840
474.828,605
475.718,255
475.802,850
475.811,180
476.094,10
476.338,525
477.313,795
477.459,270
477.462,10
478.044,650
478.873,615
479.564,190
479.702,870
480.828,895
481.067,460
482.627,840
482.871,760
483.459,185
483.468,530
483.476,110
483.650,15
483.655,15
483.699,25
483.703,30
483.706,15
483.749,10
483.762,10
483.797,10
483.800,15
483.897,15
483.902,15
483.992,15
484.872,290
485.454,730
485.798,725
486.235,385
486.527,370
486.771,365
487.209,325
487.746,410
488.477,495
488.481,710
488.574,10
489.241,85
489.989,660
490.378,790
490.966,360
492.475,540
494.143,1565
