df_hash,22ZHK4.8GUL1J
426.174,76
427.050,75
428.220,75
429.100,75
430.073,75
431.208,83
432.121,82
432.998,85
434.168,85
435.094,87
435.972,88
437.191,89
438.070,88
438.946,88
440.168,84
441.105,81
441.920,79
443.187,78
444.016,77
444.893,77
446.112,76
446.993,76
447.931,75
449.086,73
449.963,72
450.893,72
452.060,72
452.986,72
453.864,71
455.034,71
456.009,70
456.837,69
458.056,68
458.934,68
459.833,68
461.030,68
462.154,69
462.785,70
464.054,70
465.079,71
465.815,71
466.978,71
467.858,72
468.781,72
469.961,72
470.829,72
471.755,71
472.929,71
473.858,71
474.729,71
475.937,72
476.828,73
477.703,74
478.876,74
479.802,75
480.702,74
481.895,74
482.806,74
483.803,74
484.880,74
485.747,74
486.624,74
487.843,74
488.720,74
489.598,77
490.817,75
491.716,76
492.621,76
493.839,76
