df_hash,22ZHK4.2N6TLG
270.182,10
270.233,90
270.327,175
270.331,15
270.379,10
270.382,10
270.433,75
270.474,15
270.477,10
270.481,15
270.484,25
271.700,290
272.667,965
272.721,945
272.820,10
273.350,15
274.329,745
274.510,925
274.767,205
274.932,290
275.009,15
275.017,10
275.155,15
276.228,380
277.005,885
277.835,870
278.663,890
279.345,765
279.349,750
280.174,10
281.003,840
281.832,860
281.978,800
282.172,275
282.176,10
283.659,560
283.930,950
284.515,10
285.390,885
285.487,795
286.170,195
286.998,590
287.002,895
287.979,10
289.485,955
290.314,1500
291.288,890
292.073,940
292.076,740
292.848,10
293.531,780
294.116,805
294.213,540
294.359,165
295.188,15
296.016,880
296.848,855
297.284,870
297.288,405
297.579,10
297.698,10
298.405,405
299.234,760
299.624,840
300.062,390
300.067,430
301.090,10
301.427,895
301.704,435
301.714,110
301.740,145
304.357,1220
304.501,1460
304.686,10
304.790,325
304.798,10
304.802,15
304.839,15
304.844,10
304.847,10
304.865,10
304.972,235
306.743,795
308.551,840
308.583,1550
308.794,630
308.840,10
309.666,810
310.348,10
310.543,730
310.642,280
310.689,20
310.692,10
310.696,15
310.699,20
310.737,20
311.865,300
312.882,910
313.666,940
314.498,860
315.223,795
316.197,815
316.201,920
317.124,10
317.714,805
318.781,760
319.366,800
320.097,835
320.248,750
320.780,10
320.879,695
321.610,10
322.583,820
323.265,895
323.270,775
324.002,10
324.830,730
325.752,835
326.531,865
327.165,750
327.994,760
327.998,745
328.140,10
328.286,305
328.290,15
328.338,15
329.433,395
329.674,760
329.726,10
329.800,140
329.810,25
329.817,10
329.824,10
329.830,15
329.837,10
329.843,15
329.848,20
330.236,35
331.066,470
331.947,895
332.074,820
332.190,190
332.579,15
332.589,45
332.602,15
332.748,15
332.773,490
332.779,10
332.870,10
333.014,120
333.018,125
333.116,15
333.125,10
333.551,590
333.554,10
333.746,20
333.749,75
333.752,15
333.846,15
334.429,15
335.257,690
335.988,865
336.768,725
337.598,750
338.289,860
338.426,795
339.111,10
339.840,755
340.832,755
341.643,955
342.472,870
343.157,760
343.254,685
344.129,10
344.668,775
345.494,795
346.371,805
346.375,900
347.200,10
347.885,805
348.711,755
349.539,740
349.543,875
350.376,10
351.265,890
352.075,795
352.903,845
353.735,885
354.414,790
355.101,700
355.934,755
355.977,805
356.683,10
357.583,735
358.196,745
358.997,785
359.728,830
360.557,725
361.389,760
362.214,870
363.043,870
363.872,770
364.785,815
364.850,825
365.382,10
365.387,710
365.968,10
366.065,655
366.113,10
366.652,125
367.624,565
368.356,860
368.459,820
369.282,10
370.114,840
370.941,850
371.670,880
372.597,785
373.474,860
373.478,895
374.303,10
375.135,835
375.193,795
375.961,10
376.789,835
377.618,880
378.300,775
379.057,815
380.007,615
380.307,975
381.961,365
382.200,1695
382.883,195
383.623,665
383.663,780
383.764,10
383.882,145
384.006,30
384.009,35
384.012,10
384.491,10
385.417,600
385.421,955
386.252,10
386.392,840
386.541,195
386.552,10
386.560,10
386.929,15
387.613,450
388.342,705
389.170,770
389.853,780
390.682,650
391.272,935
391.464,500
392.778,10
392.781,1540
392.924,10
392.927,10
392.930,40
392.973,25
392.976,15
392.979,10
393.021,15
393.024,15
393.028,25
393.031,20
393.115,20
393.118,20
393.122,15
393.265,20
393.460,20
393.466,465
394.449,10
395.124,885
395.364,715
395.849,10
396.678,735
397.507,845
397.652,825
398.200,115
399.018,580
399.700,775
401.360,740
402.625,1420
402.917,1490
402.927,285
402.966,30
402.980,15
403.000,15
403.113,10
403.364,20
404.184,340
404.721,930
405.409,480
405.717,685
407.207,280
407.938,1570
408.913,730
410.570,1015
410.574,1575
410.961,10
411.700,440
412.521,760
413.203,765
414.568,675
415.202,1395
415.496,605
415.689,255
416.128,335
416.137,465
416.713,10
417.493,480
418.614,810
419.199,1100
420.179,605
421.002,965
421.685,830
422.514,755
422.808,840
423.343,325
423.927,495
424.535,580
424.659,555
424.855,155
424.863,20
424.907,25
425.734,260
425.906,760
425.926,180
425.932,15
425.938,10
425.943,10
426.416,15
426.706,525
426.713,315
426.984,10
427.102,405
428.509,940
428.512,405
428.609,20
429.046,15
430.020,515
430.849,985
431.827,830
432.506,865
433.384,895
433.628,840
434.218,170
435.042,580
435.882,805
436.894,965
437.675,940
438.503,825
439.624,890
440.598,1030
441.574,1055
442.552,1000
443.523,955
444.498,935
445.330,960
446.302,935
447.131,895
448.109,845
449.080,985
449.910,1000
450.738,835
450.889,895
451.859,10
452.834,995
453.663,1035
454.053,855
454.687,395
454.691,555
454.695,30
454.784,10
454.788,15
454.831,20
454.835,20
454.839,20
454.846,10
454.849,15
454.881,10
454.885,10
454.932,10
454.936,15
455.174,15
455.613,385
456.588,375
457.432,1025
457.514,840
458.391,10
459.366,940
459.513,1035
459.761,315
460.002,10
461.316,695
462.291,910
463.266,985
464.100,980
464.931,820
465.996,895
466.971,1020
467.848,975
468.823,925
469.798,1000
470.795,980
470.870,885
471.699,215
471.702,835
472.576,10
473.556,850
474.380,970
475.355,775
475.359,970
476.282,10
477.308,980
478.134,1020
478.280,820
478.524,445
479.792,915
481.457,270
482.423,1675
483.399,1030
484.373,995
485.203,930
485.641,885
485.646,445
485.739,10
485.906,210
487.591,765
487.981,990
487.987,435
488.566,10
488.583,545
488.961,10
489.005,330
489.010,10
489.015,10
489.021,10
489.434,10
490.370,465
490.613,905
490.616,355
490.662,10
490.759,10
490.762,15
490.808,15
490.813,20
490.818,20
490.857,15
490.864,15
490.869,10
490.874,15
490.905,10
490.912,10
491.003,15
492.027,20
494.098,1135
495.344,1745
496.472,1535
497.145,1015
498.159,845
498.705,985
499.290,545
500.217,470
500.902,1100
501.212,380
502.607,680
503.447,1425
504.263,735
504.409,910
504.508,170
504.559,15
504.799,10
505.776,310
506.602,1025
507.431,840
508.162,755
508.992,775
509.819,765
509.873,855
509.966,210
511.184,555
511.770,695
512.013,560
512.159,330
512.847,10
514.112,745
514.694,1265
515.621,545
515.767,1190
516.596,505
517.570,265
518.302,1055
518.447,660
518.692,380
519.813,1090
519.959,65
519.962,150
519.966,10
520.524,15
522.055,515
522.058,1505
522.451,10
523.274,460
