df_hash,22ZHK4.JN5XDQ
281.459,570
284.257,1325
284.823,1450
285.798,605
286.045,760
286.049,315
286.140,80
286.163,25
286.167,15
286.747,15
288.529,740
289.118,1750
290.137,595
290.140,935
290.283,10
290.287,145
290.722,400
291.221,15
292.428,640
293.161,1235
295.116,755
295.300,1885
295.358,170
295.646,15
296.329,410
296.914,645
296.935,605
297.596,10
297.888,745
297.892,270
298.133,10
298.974,260
299.547,735
300.248,635
301.209,750
301.895,855
302.133,695
302.152,40
302.188,170
303.154,1120
303.300,195
303.693,415
304.863,1105
304.959,10
304.963,10
305.202,40
305.987,280
306.616,705
307.444,740
308.029,775
308.274,630
308.278,220
308.828,15
309.394,400
310.128,700
310.808,730
311.539,775
312.319,710
313.110,720
313.684,700
314.280,680
314.952,655
315.636,650
315.940,700
316.389,250
317.048,495
317.888,720
318.559,755
319.242,745
319.534,760
319.584,165
319.978,10
320.656,515
321.413,685
322.073,675
322.605,660
323.240,615
323.832,590
324.556,630
325.104,655
325.774,685
326.604,710
327.334,745
327.871,685
328.586,670
329.335,690
329.967,700
330.650,655
331.332,675
332.064,745
332.746,700
334.257,730
335.087,1545
335.817,730
336.500,720
337.183,730
337.866,730
338.646,680
339.447,720
340.108,750
340.792,735
341.538,710
342.350,725
343.033,755
343.569,700
344.375,675
344.379,695
345.187,10
345.473,745
345.898,10
346.494,730
347.323,735
348.055,760
348.736,725
349.472,710
350.101,710
350.833,730
351.516,690
352.200,700
352.886,710
353.612,650
354.294,665
354.977,710
355.660,705
356.390,705
357.073,695
357.756,725
358.446,705
359.169,710
360.023,725
360.543,710
361.266,695
361.997,710
362.631,690
363.313,675
364.006,690
364.581,665
365.264,645
365.946,660
366.541,675
367.416,640
368.022,665
368.676,695
369.604,685
369.608,670
370.002,10
370.678,685
371.266,665
371.945,640
372.581,655
373.210,655
373.893,630
374.433,660
375.355,665
375.842,675
376.525,665
377.211,675
377.847,680
378.475,640
379.404,665
379.759,670
380.474,645
381.205,640
381.698,650
381.935,635
382.430,175
382.912,450
383.691,655
383.792,655
384.230,210
384.862,420
385.596,640
386.129,645
386.811,675
387.635,645
388.181,655
388.761,655
389.493,645
390.030,630
390.761,645
391.470,680
392.025,645
392.721,655
393.370,685
393.591,685
394.176,10
394.758,640
395.294,680
395.979,690
396.272,680
396.708,190
397.408,455
398.001,680
398.658,655
398.758,660
399.250,140
399.879,435
400.559,610
400.564,705
400.608,10
400.611,20
400.615,15
400.660,10
400.669,15
400.706,15
401.000,15
401.388,420
402.266,230
402.425,930
402.813,170
403.397,390
403.950,590
404.611,590
405.338,645
406.019,755
406.754,720
407.392,670
408.067,680
408.799,690
409.335,690
410.017,645
410.775,660
411.431,700
412.163,680
412.945,655
413.627,690
414.211,705
414.898,690
415.575,710
416.268,725
416.846,665
417.576,670
418.230,695
418.939,650
419.621,675
420.304,720
420.987,730
421.864,725
422.546,750
423.229,705
423.911,705
424.643,715
425.325,705
426.016,675
426.743,695
427.324,695
427.982,665
428.641,675
429.346,705
430.054,685
430.744,670
431.419,695
432.250,740
432.931,760
433.954,695
434.363,705
434.945,710
435.173,670
435.617,195
436.392,475
436.446,685
436.977,10
437.715,705
437.811,685
438.391,10
439.073,665
439.077,720
439.241,10
439.365,140
439.369,20
439.372,15
439.377,15
439.414,15
439.418,15
439.421,10
439.442,20
439.756,20
440.438,385
441.176,675
441.917,710
442.389,675
443.178,685
443.807,685
444.484,725
445.167,665
445.899,670
446.581,685
447.263,685
447.361,720
447.849,10
448.566,620
449.214,615
450.045,665
450.335,615
451.018,595
451.167,615
451.359,255
451.554,10
452.338,355
452.843,650
453.650,665
454.333,725
455.064,740
455.749,695
455.896,715
456.429,10
457.307,730
457.843,705
458.769,680
458.775,825
459.894,10
460.670,1255
461.548,575
461.599,950
461.840,180
462.571,275
463.254,685
463.259,650
463.894,10
464.526,635
465.204,695
465.889,705
466.569,695
467.360,705
467.996,705
468.665,665
469.496,670
470.083,685
470.776,670
471.590,695
472.126,730
472.865,715
473.593,720
474.222,735
474.226,690
474.932,10
475.637,685
476.318,720
477.001,695
477.978,645
478.414,675
478.952,680
479.633,675
480.364,675
481.047,695
481.731,715
482.029,700
482.412,10
483.142,685
483.825,690
484.404,665
485.054,615
485.826,645
486.311,645
486.896,645
486.899,575
487.432,10
487.579,580
487.724,10
487.730,180
487.827,25
488.189,15
488.191,335
488.261,10
488.654,245
489.401,340
489.922,775
490.064,680
491.581,770
492.166,710
492.843,650
493.381,630
494.122,605
494.646,610
494.651,615
495.231,10
495.914,610
496.694,610
497.327,620
497.921,655
498.594,690
499.083,670
499.819,645
500.496,670
501.034,660
501.764,650
502.453,670
503.128,680
503.278,660
503.713,205
504.404,460
505.078,700
505.761,710
506.736,690
507.278,715
507.859,720
508.539,650
509.225,660
509.807,655
510.489,630
510.982,630
511.074,410
511.369,220
512.438,690
512.975,620
513.706,650
514.681,665
516.338,1000
516.740,1610
516.828,465
516.833,10
516.839,15
517.996,15
518.580,1280
518.975,565
519.068,365
519.131,10
519.945,195
519.951,765
520.628,10
520.634,660
520.677,10
520.921,10
521.231,250
521.945,360
522.291,665
522.579,640
525.116,1565
525.502,1010
525.908,490
525.949,300
526.869,10
527.599,970
527.860,695
528.143,295
528.720,300
529.256,620
529.549,565
530.086,265
530.282,510
530.380,120
530.625,45
531.742,450
532.327,1125
532.719,515
533.984,455
535.105,1210
535.788,1215
536.470,695
537.840,635
538.282,1280
538.964,560
539.882,655
540.373,885
540.906,480
541.637,685
542.180,670
542.613,595
543.148,365
543.515,520
544.134,340
544.277,625
544.711,170
545.391,455
545.927,720
547.194,460
547.882,1315
548.413,515
548.998,710
549.001,625
549.684,10
549.887,610
550.948,250
552.315,1005
552.898,1360
554.121,600
554.850,1325
555.579,675
556.213,770
557.824,665
558.211,1565
559.284,360
559.722,1130
559.727,435
559.819,170
563.037,1765
563.622,1365
564.158,550
564.724,670
565.815,495
566.116,1140
566.392,230
566.941,365
567.765,590
569.032,710
569.569,1335
570.254,615
570.938,650
572.791,735
573.199,1770
573.322,490
573.327,10
574.297,10
576.155,975
576.491,1850
577.222,510
578.343,575
579.048,1235
579.270,600
579.464,525
580.683,600
581.950,575
581.956,1245
582.389,15
583.023,505
583.608,585
584.290,575
585.558,770
587.508,1215
588.064,1935
589.317,630
590.042,1225
591.261,645
592.236,1380
593.747,890
594.284,1570
594.970,590
595.551,605
596.087,655
596.379,590
596.672,205
596.818,160
597.500,305
598.184,715
598.866,670
599.647,660
600.280,660
600.820,710
601.841,645
602.630,750
603.204,1025
604.720,560
605.690,1555
606.283,970
606.668,620
606.958,310
607.152,330
607.207,190
607.301,40
607.643,10
608.176,430
608.907,595
609.011,675
609.301,190
609.305,10
610.272,10
610.716,1205
611.686,430
612.222,950
612.371,605
612.615,165
612.660,190
612.664,15
612.782,200
613.635,675
614.025,145
614.464,465
614.904,435
615.440,330
615.977,565
617.248,615
617.339,880
617.784,360
618.612,505
618.949,935
619.637,285
619.729,605
619.756,135
620.265,535
620.269,15
620.752,10
621.386,535
622.068,590
622.654,720
623.190,555
623.993,615
624.165,650
625.214,265
625.730,1055
627.240,565
627.529,1445
628.064,345
628.640,575
629.039,585
629.046,390
629.387,15
629.868,295
630.697,540
630.843,765
631.672,160
631.969,850
632.547,280
632.946,540
633.037,460
633.232,235
633.238,10
634.901,1135
635.426,580
636.260,565
636.400,835
636.407,180
636.693,250
637.911,700
638.594,565
639.325,660
639.715,730
640.016,410
640.690,240
641.288,690
641.811,645
642.494,570
643.225,690
643.761,630
644.549,650
645.129,635
645.732,655
646.393,645
647.081,685
647.807,625
647.916,875
648.928,770
649.757,295
650.014,780
650.439,270
651.414,405
651.419,995
651.804,10
652.829,445
653.364,970
653.754,555
653.757,430
654.467,20
654.729,935
656.294,960
656.985,645
657.508,605
658.195,640
658.482,635
659.458,285
659.994,1000
661.261,590
661.944,1260
662.872,630
663.659,675
663.942,640
664.624,685
665.161,630
665.843,660
666.429,700
666.531,475
667.793,195
668.475,1225
668.479,705
668.768,10
668.772,225
669.060,85
669.745,280
669.792,630
669.795,10
669.897,50
670.865,65
670.962,1020
671.108,285
671.844,305
671.961,600
673.646,1360
674.918,255
674.921,1080
675.161,10
675.447,475
675.837,345
675.983,340
675.990,175
676.032,15
676.421,10
676.963,365
677.647,600
678.225,605
678.479,570
679.444,355
679.495,915
680.178,10
681.549,410
682.126,1770
682.815,575
683.347,640
684.224,605
684.611,610
685.223,625
685.984,585
686.414,585
686.707,860
689.195,920
689.344,1605
689.373,55
689.396,160
689.635,10
690.704,280
691.143,1035
691.972,400
692.411,850
693.093,525
693.780,685
694.606,725
695.287,710
695.887,705
696.578,660
697.091,680
697.821,610
698.358,615
699.040,615
700.556,595
700.749,1410
700.990,340
701.477,295
702.014,385
702.826,595
703.625,520
704.310,1180
704.771,605
705.329,470
705.864,610
706.255,535
707.132,430
708.067,840
709.618,915
711.422,1510
713.079,1840
713.762,1770
714.590,620
715.769,830
717.516,1100
717.961,1895
718.931,420
720.440,995
720.447,1465
721.173,10
722.585,790
723.219,1345
724.193,655
725.028,995
725.315,865
726.631,285
726.689,1320
726.728,105
726.732,20
726.829,10
727.118,15
727.851,405
728.386,585
729.069,620
729.926,690
730.726,815
731.811,895
732.551,910
733.359,870
734.089,835
734.776,735
735.460,685
737.260,690
738.528,1905
739.500,900
739.504,1280
739.603,45
739.649,15
739.673,125
739.699,20
739.865,10
739.872,10
739.875,15
739.881,15
740.039,10
740.044,15
740.049,15
740.866,335
741.555,730
742.279,740
742.965,670
743.693,700
744.332,715
745.061,680
745.740,685
746.497,725
747.105,730
747.885,695
748.763,720
748.780,780
748.813,75
748.833,15
748.839,10
748.863,10
749.201,10
749.932,530
750.680,710
751.298,675
751.980,685
752.711,695
753.540,750
754.368,800
755.051,765
755.344,765
755.349,225
755.888,10
756.562,550
757.293,740
757.975,720
758.805,745
759.487,705
760.170,720
760.903,715
761.583,715
762.415,740
763.094,770
763.825,750
764.654,750
765.191,730
765.873,680
766.644,680
766.853,690
767.291,235
767.677,440
767.683,350
767.969,10
768.703,340
768.751,745
769.090,10
769.094,380
769.187,15
769.191,15
769.243,10
769.382,245
770.769,665
771.910,765
772.551,1080
773.283,750
773.428,660
773.526,175
773.530,10
773.965,15
774.648,450
775.267,665
775.398,610
775.769,200
776.061,355
776.356,230
777.572,405
777.865,1165
778.839,370
779.427,955
779.961,540
780.546,605
781.200,495
782.625,720
784.543,1370
786.641,2030
786.886,2035
786.890,10
788.686,15
788.690,2125
788.743,10
788.755,10
788.833,10
788.836,10
788.888,10
788.908,10
788.912,10
788.979,15
788.983,60
788.986,10
788.989,15
789.028,10
789.039,10
789.043,15
789.069,15
789.128,10
789.131,10
789.271,10
789.275,205
790.494,110
790.503,1195
790.685,155
790.745,30
790.785,140
790.929,35
790.933,30
790.980,45
790.984,25
790.987,30
791.101,100
791.124,25
791.127,15
791.130,15
791.174,15
791.327,150
791.336,20
791.339,20
791.342,35
791.475,50
791.514,100
791.621,40
792.497,885
792.500,20
792.504,50
792.607,20
792.743,95
793.068,85
793.274,300
793.286,305
793.289,15
793.712,10
794.295,390
794.310,565
794.318,10
794.413,25
794.561,175
794.565,15
794.568,60
794.590,15
794.682,95
794.686,10
794.742,10
794.748,10
794.751,20
794.829,50
794.832,10
794.881,85
794.885,10
794.893,10
795.219,350
795.242,10
795.267,15
795.273,10
795.278,10
795.366,10
795.391,15
795.669,15
795.709,290
795.714,30
795.719,20
795.902,35
796.486,225
796.638,635
796.779,240
796.784,20
796.827,10
796.833,10
796.838,10
796.897,20
796.925,120
797.022,10
797.028,20
797.183,150
797.224,100
797.616,410
797.766,10
797.851,20
797.856,15
797.862,15
797.867,215
797.901,10
797.998,20
798.143,160
798.147,10
798.293,20
798.296,75
798.438,205
798.582,65
798.586,110
798.826,205
798.830,10
798.875,10
798.878,75
798.882,10
799.134,220
799.267,20
799.276,40
799.293,20
799.801,590
799.809,10
799.850,20
799.853,30
799.856,20
799.901,10
799.951,15
800.094,75
800.108,20
800.145,65
800.148,15
800.151,85
800.240,95
800.251,20
800.776,380
800.779,90
800.783,20
801.068,65
801.219,375
801.385,175
801.507,15
801.510,10
801.675,155
801.904,100
801.907,15
801.911,10
801.915,10
801.941,170
801.946,15
801.976,10
801.984,60
801.987,25
802.082,30
802.192,150
802.336,15
802.339,135
802.342,25
802.580,350
802.726,10
803.018,195
803.021,35
803.024,20
803.027,85
803.067,15
803.070,75
803.555,350
803.558,80
803.604,20
804.145,35
804.291,550
804.303,10
804.332,15
804.337,170
804.383,100
804.387,15
804.434,15
804.454,35
804.465,10
804.676,185
804.679,10
804.825,20
804.828,10
805.014,255
805.123,15
805.150,15
805.190,20
805.651,70
805.654,565
805.699,15
805.702,10
805.705,15
806.102,15
806.188,370
806.198,75
806.203,15
806.333,270
806.479,15
806.483,25
806.626,50
806.772,210
806.918,170
806.922,10
807.064,10
807.068,175
807.183,80
807.362,15
807.367,25
807.373,140
807.420,15
807.434,10
807.440,15
807.444,10
807.492,20
807.601,85
807.894,430
808.040,180
808.140,10
808.185,10
808.189,10
808.192,10
808.196,15
808.234,20
808.237,10
808.241,10
808.255,20
808.484,225
808.576,15
808.582,10
808.585,15
808.588,85
808.625,30
808.868,330
809.015,10
809.112,225
809.117,10
809.404,220
809.410,10
809.453,45
809.551,80
809.556,10
809.697,205
809.941,200
809.990,105
809.998,10
810.111,70
810.233,100
810.379,230
810.385,20
810.593,25
810.625,45
810.635,55
810.672,25
810.675,10
810.726,15
810.742,90
810.774,15
810.818,15
810.821,10
810.825,15
811.356,565
811.506,35
811.518,110
811.598,25
811.653,190
811.798,15
811.817,15
811.942,30
812.329,585
812.333,20
812.378,15
812.384,15
812.388,15
812.500,10
812.624,15
813.339,25
813.363,840
813.450,90
813.454,140
813.597,20
813.600,15
813.646,15
813.657,15
813.660,10
813.694,20
813.698,15
813.701,20
813.745,25
813.840,195
813.844,10
813.987,185
814.182,35
814.279,160
814.282,10
814.428,25
814.572,265
814.816,30
814.974,325
815.108,150
815.111,20
815.259,185
815.355,10
815.363,10
815.409,145
815.546,15
815.550,15
815.553,135
815.644,40
815.648,20
815.790,65
815.793,10
815.796,60
815.941,115
816.229,305
816.625,40
816.787,575
816.866,15
816.912,95
817.058,115
817.100,15
817.132,30
817.204,15
817.212,20
817.242,125
817.350,10
817.354,10
817.358,20
817.363,15
817.404,60
817.419,40
817.509,85
817.594,10
817.598,10
817.601,10
817.607,10
818.325,555
818.423,250
818.426,125
818.474,10
818.477,10
818.715,10
818.861,320
818.865,100
819.154,10
819.159,15
819.162,30
819.449,340
819.455,10
819.986,770
820.129,15
820.132,25
820.226,125
820.229,15
820.275,30
820.373,160
820.376,10
820.422,15
820.425,15
820.428,25
820.519,125
820.522,10
820.665,10
820.668,10
820.719,10
820.743,15
820.752,30
820.811,25
820.839,75
820.866,75
820.874,10
820.878,10
820.881,10
820.957,100
820.961,15
821.250,255
821.256,15
821.399,10
821.599,10
821.790,180
822.082,295
822.087,50
822.090,20
822.469,20
822.619,800
823.054,290
823.151,140
823.155,50
823.200,15
823.204,15
823.208,15
823.444,15
823.474,25
823.980,215
823.984,630
824.037,15
824.127,20
824.272,235
824.276,25
824.280,20
824.419,25
824.423,25
824.568,55
824.712,250
824.955,245
825.102,230
825.248,30
825.252,15
825.257,10
825.296,15
825.300,45
825.394,150
826.076,600
826.083,30
826.294,200
826.515,40
826.518,225
826.523,35
826.526,15
826.661,30
826.759,215
826.762,25
827.051,225
827.054,30
827.197,30
827.201,45
827.490,175
827.493,40
827.496,75
827.885,110
828.187,595
828.562,380
828.568,15
828.611,15
828.616,10
828.621,15
828.855,20
828.860,290
829.001,30
829.544,50
829.590,565
829.601,15
829.614,10
829.830,20
830.127,315
830.424,250
831.243,280
831.247,775
831.292,10
831.295,10
831.299,15
831.341,10
831.347,10
831.372,10
831.379,10
831.410,30
831.414,35
831.487,20
832.073,10
832.219,930
832.316,15
832.320,15
832.364,15
832.368,35
832.371,25
832.482,150
832.613,15
832.636,10
832.674,10
832.677,10
832.681,10
832.685,15
832.765,95
832.807,15
832.810,10
832.813,15
832.816,15
832.819,25
833.729,920
833.733,15
833.876,160
833.879,10
833.927,20
833.949,25
834.025,160
834.145,25
834.149,40
834.168,20
834.172,10
834.217,10
834.220,10
834.242,10
834.266,10
834.269,15
834.294,20
834.558,120
834.562,200
834.610,10
834.613,10
834.617,10
834.709,150
834.734,10
834.997,215
835.533,550
835.538,10
835.582,10
835.679,75
835.683,15
835.686,10
835.826,265
835.923,15
835.926,30
836.069,140
836.509,255
837.483,235
837.487,940
837.532,10
837.535,10
837.538,10
837.683,10
837.686,50
837.689,25
837.692,20
837.730,40
837.732,10
837.735,10
837.873,10
837.876,150
837.922,10
837.925,25
837.928,25
837.932,10
838.020,45
838.044,30
838.458,465
839.141,45
839.298,770
839.348,20
839.356,15
839.360,60
839.437,15
839.677,320
839.682,15
839.726,15
839.731,10
839.738,15
839.823,20
839.900,10
840.070,15
840.075,15
840.115,20
840.408,525
840.413,10
840.459,15
840.465,30
840.469,20
840.659,210
840.700,15
840.703,20
840.707,25
840.710,25
840.798,25
840.823,55
840.847,20
840.850,10
840.853,15
840.857,20
840.945,25
840.969,50
841.540,555
841.774,40
842.212,325
842.215,365
842.219,15
842.358,15
842.362,55
842.455,10
842.459,15
842.462,15
842.602,100
842.606,40
842.894,45
842.919,165
843.043,280
843.209,25
843.333,265
843.336,120
843.382,10
843.385,25
843.434,15
843.479,20
843.483,10
843.486,10
843.489,15
843.579,95
843.630,15
843.672,20
843.716,40
843.727,15
843.869,10
843.872,15
844.015,160
844.033,60
844.162,225
844.165,25
844.310,40
844.844,680
844.847,45
844.990,105
844.994,30
845.145,165
845.306,20
845.380,15
845.384,70
845.388,170
845.550,20
845.624,130
845.829,230
845.879,25
845.908,15
845.927,10
846.005,20
846.114,190
846.137,10
846.140,10
846.143,20
846.263,140
846.356,20
846.359,20
846.502,150
846.505,35
846.673,190
846.676,10
846.680,15
847.184,465
847.187,30
847.626,40
847.674,330
847.769,170
847.773,10
848.197,330
848.305,100
848.309,35
848.312,170
848.316,10
848.455,15
848.598,80
848.601,70
848.648,10
848.654,30
848.657,10
848.660,45
848.744,15
848.750,90
848.932,80
849.039,15
849.043,10
849.719,760
849.722,120
849.726,15
849.866,70
850.258,420
850.305,10
850.313,10
850.361,15
850.386,25
850.414,30
850.430,15
850.502,10
850.505,85
850.696,195
850.840,15
850.844,85
850.846,35
851.669,295
851.816,555
851.912,405
852.111,20
852.117,20
852.205,185
852.210,15
852.351,20
852.357,25
852.502,35
852.611,225
852.681,35
852.692,15
852.697,15
852.711,10
852.734,15
852.840,180
852.890,60
853.035,215
853.472,330
853.478,20
853.524,25
853.619,25
853.765,330
853.864,125
854.010,15
854.023,80
854.157,110
854.302,100
854.306,15
854.330,45
854.399,10
854.404,50
855.153,765
855.278,75
855.422,15
855.523,275
855.569,20
855.574,20
855.579,15
855.618,25
855.623,25
855.813,135
855.863,55
855.959,155
855.963,20
856.007,15
856.012,10
856.017,10
856.108,25
856.397,275
856.495,110
856.940,70
856.988,445
857.010,15
857.050,40
857.075,20
857.232,125
857.240,25
857.421,175
857.427,10
857.470,15
857.476,25
857.481,15
857.622,235
857.763,65
857.768,165
857.908,25
857.914,20
857.959,30
859.030,470
859.327,640
860.982,300
860.993,1635
861.129,10
861.131,10
861.248,255
861.808,540
861.812,10
861.857,10
861.860,10
861.863,15
861.914,15
862.360,20
862.499,565
862.502,25
862.506,10
862.787,20
862.930,365
862.950,15
862.957,25
862.964,65
862.981,10
862.984,10
862.987,70
863.055,10
863.078,10
863.086,10
863.090,45
863.173,10
863.176,10
863.180,35
863.183,95
863.338,80
863.466,15
863.469,10
863.473,100
863.780,280
864.733,10
864.737,1015
864.880,230
864.983,20
865.024,10
865.032,10
865.037,10
865.074,10
865.080,20
865.085,15
865.091,10
865.096,15
865.270,215
865.275,10
865.416,110
865.562,220
865.708,65
865.714,15
865.757,10
865.762,10
865.768,10
865.955,15
866.540,870
866.588,10
866.701,30
866.732,10
866.738,15
866.743,10
866.749,45
866.781,10
866.786,10
866.808,15
866.927,85
866.932,80
867.756,395
867.759,470
867.804,20
867.808,10
867.812,10
867.902,10
867.905,10
867.909,10
867.912,15
868.065,10
868.161,140
868.343,15
868.349,10
868.353,10
868.356,65
868.384,175
868.389,10
868.393,10
868.396,10
868.399,10
868.440,10
868.444,15
868.495,200
868.731,265
868.877,15
868.881,15
868.977,20
869.316,10
869.322,500
869.462,20
869.467,10
869.562,15
869.706,270
869.709,35
869.852,40
869.855,15
869.859,115
869.998,20
870.028,125
870.060,15
870.076,10
870.079,10
870.082,10
870.144,15
870.147,15
870.296,230
870.310,35
871.128,765
871.267,145
871.271,30
871.274,20
871.279,10
871.461,20
871.513,175
871.609,20
871.626,30
871.802,200
871.805,20
871.851,10
871.854,10
871.857,10
871.951,25
872.123,225
872.146,25
872.149,15
872.158,25
872.162,40
872.241,25
872.387,160
872.505,100
873.069,285
873.073,360
873.215,35
873.220,20
873.462,15
873.468,10
873.757,35
873.782,465
873.804,25
873.807,15
873.849,20
873.861,15
873.866,10
873.901,15
874.190,15
874.434,450
874.437,180
874.752,300
874.874,60
874.878,180
875.019,20
875.025,40
875.068,20
875.074,10
875.091,15
875.186,145
875.410,205
875.702,285
875.707,15
875.750,10
875.757,15
875.762,10
875.994,15
876.070,15
876.144,225
876.531,80
876.677,660
876.680,15
876.826,10
876.978,165
877.024,25
877.047,10
877.054,10
877.081,10
877.118,10
877.122,10
877.125,15
877.152,130
877.169,20
877.181,15
877.505,75
877.511,15
877.533,40
877.543,205
877.554,30
877.559,25
877.564,10
877.569,15
877.652,25
877.655,25
877.798,190
877.811,15
877.898,15
877.901,25
878.626,520
878.630,265
878.633,30
878.773,30
879.016,285
879.173,145
879.217,45
879.230,30
879.243,15
879.246,25
880.018,725
880.024,35
880.138,235
880.284,25
880.287,30
880.430,15
880.433,20
880.437,135
880.579,25
880.599,20
880.657,35
881.113,615
881.116,15
881.262,20
881.411,210
881.469,30
881.478,15
881.481,15
881.486,10
881.559,20
882.526,1065
882.530,20
882.577,10
882.599,10
882.624,10
882.628,15
882.675,15
882.679,10
882.773,185
882.918,20
882.921,15
882.924,30
882.931,30
883.210,350
883.356,15
883.359,15
883.404,15
883.407,15
883.410,10
883.413,15
883.452,10
883.457,15
883.460,10
883.463,10
883.502,10
883.598,40
884.583,110
884.622,1035
