df_hash,22ZHK4.Z7HMM1
454.847,45
455.899,49
456.796,57
457.912,52
458.892,52
459.960,59
460.789,57
461.912,58
462.885,53
463.713,53
464.864,46
465.961,27
466.593,27
467.858,0
468.738,0
469.609,0
470.786,0
471.757,0
472.541,0
473.808,31
474.880,19
475.607,24
476.733,0
477.757,0
478.537,0
479.707,0
480.593,0
481.512,25
482.681,11
483.582,0
484.485,37
485.657,62
486.627,62
487.507,56
488.632,56
489.507,27
490.436,39
