df_hash,22ZHK4.4XY8EU
435.443,97
436.321,91
437.248,94
438.418,93
439.295,93
440.221,92
441.489,92
442.269,93
443.238,94
444.365,93
445.291,93
446.169,93
447.339,93
448.265,93
449.191,93
450.361,90
451.244,91
452.116,90
453.354,90
454.261,90
455.090,90
456.312,90
457.284,91
458.112,93
459.283,91
460.180,91
461.086,91
462.291,90
463.186,90
464.170,90
465.240,89
466.210,89
467.038,88
468.360,87
469.130,87
470.008,87
471.178,87
472.104,87
472.981,87
474.200,87
475.127,87
475.955,88
477.174,88
478.073,88
478.930,87
480.148,87
481.320,87
481.903,87
483.121,87
484.048,87
484.925,87
486.098,87
486.973,87
487.905,87
489.216,87
489.946,87
490.922,83
492.045,85
492.969,84
