df_hash,22ZHK4.SWSTG1
424.176,78
425.375,78
426.225,78
427.130,78
428.320,78
429.197,78
430.270,78
431.298,78
432.269,77
433.098,78
434.268,78
435.366,77
436.088,77
437.241,77
438.133,77
438.997,77
440.215,76
441.096,77
442.019,77
443.189,78
444.106,78
444.993,80
446.163,78
447.040,83
447.966,80
449.188,81
450.014,80
450.940,80
452.136,80
452.993,80
454.084,79
455.084,79
455.972,78
456.888,78
458.058,79
458.984,78
459.861,78
461.032,78
461.958,78
