df_hash,22ZHK4.SWSTG1
424.179,47
425.379,40
426.232,32
427.199,0
428.323,28
429.201,26
430.274,28
431.302,0
432.276,35
433.147,46
434.272,43
435.369,24
436.271,25
437.247,0
438.170,27
439.003,0
440.219,40
441.144,68
442.022,83
443.192,76
444.313,69
445.027,54
446.167,37
447.058,43
447.971,14
449.191,0
450.021,0
450.943,0
452.140,28
452.996,28
454.404,36
455.087,36
456.075,48
456.893,55
458.061,52
458.990,24
459.867,0
461.038,0
461.974,24
