df_hash,22ZHK4.CSFR2S
318.063,36.000
319.038,36.000
320.061,36.000
321.037,36.000
322.061,36.000
323.035,36.000
324.059,36.031
325.082,36.031
326.059,36.031
327.033,36.000
328.157,35.938
329.247,35.938
330.055,35.938
331.184,35.938
332.054,35.938
333.029,35.969
334.073,35.938
335.028,35.938
336.052,35.906
337.051,35.938
338.099,35.969
339.025,35.938
340.049,35.906
341.028,35.906
342.151,35.875
343.023,35.875
344.047,35.875
345.318,35.875
346.045,35.906
347.021,35.906
348.049,35.906
349.068,35.938
350.043,35.969
351.072,35.969
352.142,35.969
353.065,35.906
354.042,35.938
355.070,35.938
356.188,35.969
357.064,35.969
358.040,35.969
359.062,36.000
360.037,35.969
361.064,35.969
362.110,35.938
363.060,36.031
364.034,35.969
365.069,35.938
366.044,35.938
367.154,35.906
368.032,35.875
369.059,35.875
370.057,35.875
371.055,35.875
372.033,35.875
373.078,35.875
374.029,35.906
375.091,35.906
376.029,35.875
377.443,35.906
378.026,35.875
379.067,35.875
380.025,35.844
381.097,35.875
382.465,35.906
383.048,35.844
384.022,35.844
385.046,35.844
386.021,35.844
387.191,35.812
388.020,35.812
389.044,35.812
390.043,35.812
391.042,35.812
392.068,35.812
393.041,35.812
394.019,35.812
395.062,35.781
396.015,35.781
397.039,35.844
398.063,35.875
399.038,35.844
400.061,35.844
401.040,35.844
402.453,35.812
403.036,35.781
404.059,35.812
405.034,35.812
406.057,35.844
407.034,35.844
408.056,35.812
409.031,35.812
410.079,35.812
411.030,35.812
412.054,35.844
413.032,35.906
414.299,35.906
415.048,35.938
416.067,35.969
417.027,35.906
418.050,35.938
419.025,35.938
420.049,35.969
421.030,35.969
422.047,35.969
423.172,35.938
424.047,35.938
425.022,35.906
426.046,35.875
427.050,35.969
428.044,35.969
429.019,36.031
430.043,36.031
431.043,36.094
432.042,36.125
433.057,36.125
434.042,36.156
435.016,36.250
436.042,36.250
437.063,36.188
438.038,36.250
439.013,36.281
440.037,36.250
441.012,36.219
442.184,36.219
443.016,36.219
444.035,36.250
445.109,36.219
446.033,36.250
447.058,36.281
448.057,36.312
449.089,36.281
450.031,36.312
451.054,36.312
452.126,36.344
453.053,36.344
454.028,36.375
455.052,36.375
456.036,36.344
457.051,36.375
458.026,36.375
459.050,36.344
460.030,36.375
461.048,36.344
462.271,36.344
463.047,36.312
464.022,36.312
465.055,36.312
466.021,36.312
467.142,36.312
468.020,36.312
469.044,36.312
470.019,36.312
471.042,36.344
472.017,36.344
473.293,36.312
474.016,36.344
475.039,36.312
476.015,36.344
477.041,36.344
478.462,36.375
479.042,36.406
480.044,36.375
481.036,36.375
482.213,36.406
483.035,36.406
484.207,36.375
485.033,36.375
486.057,36.406
487.032,36.375
488.008,36.375
489.228,36.375
490.011,36.375
491.085,36.375
492.133,36.375
