df_hash,22ZHK4.CSFR2S
233.968,350
235.625,780
236.210,785
236.893,640
237.870,625
238.258,760
238.994,705
239.526,630
239.817,665
239.821,235
240.209,10
240.803,355
241.038,600
241.475,310
242.158,400
242.304,665
242.307,150
242.353,15
242.450,10
242.455,130
242.599,10
242.603,10
242.746,10
243.279,290
243.962,550
244.644,700
245.375,670
246.064,690
246.204,660
246.222,140
246.350,20
246.357,10
246.600,420
247.471,665
247.862,270
248.008,310
248.154,250
248.398,10
249.129,325
249.132,680
249.376,265
250.640,250
250.644,1010
250.787,250
251.323,265
252.005,275
252.011,650
252.054,10
252.059,15
252.168,145
253.129,340
253.723,575
254.001,605
254.397,315
254.979,355
255.662,615
256.198,665
256.880,600
257.319,610
258.050,550
258.587,620
259.270,630
260.342,635
260.926,1160
261.463,500
262.296,655
262.441,790
262.733,10
263.121,295
263.559,590
263.571,300
263.732,245
265.073,555
265.655,855
266.548,450
266.786,855
267.313,325
267.857,575
268.435,575
269.120,515
269.409,655
269.654,315
270.238,255
270.970,665
271.457,605
272.784,570
272.872,1275
273.022,145
273.261,10
273.553,465
273.556,230
274.170,10
274.528,320
275.118,650
275.652,540
276.332,580
277.017,630
277.600,650
278.135,605
278.428,625
279.111,290
279.404,675
280.086,255
280.768,740
280.772,675
280.970,155
281.210,215
281.246,10
282.523,890
282.581,230
283.258,410
283.840,625
284.522,630
285.512,590
285.644,965
286.326,275
287.008,600
287.300,755
287.593,210
288.276,335
288.812,700
289.446,550
290.228,590
290.909,780
291.402,695
291.591,335
292.212,410
292.468,565
293.151,330
293.687,705
294.524,560
295.638,750
296.222,1095
296.910,650
297.295,720
297.880,410
298.425,530
299.098,490
299.391,755
299.544,410
300.921,665
301.878,755
302.316,935
302.320,315
302.324,125
302.706,10
303.827,405
304.120,1125
304.123,280
304.656,10
305.269,590
305.926,575
306.024,665
306.074,10
306.170,165
306.173,10
307.045,645
307.581,280
307.874,610
307.878,255
308.266,10
308.850,310
309.541,625
310.072,660
310.655,585
311.188,525
311.871,650
312.310,625
312.846,415
312.992,600
312.997,195
313.431,10
313.968,340
314.669,560
315.625,720
316.210,1010
317.189,565
317.429,950
318.696,285
318.701,1220
318.862,170
320.376,1185
320.503,375
321.768,10
322.011,1395
323.279,325
323.815,1185
324.400,545
324.403,600
324.546,10
324.645,295
325.641,260
325.912,660
326.204,265
327.277,320
327.861,1060
328.252,605
329.040,375
329.283,820
330.202,270
330.499,895
330.932,325
331.615,335
332.448,775
332.834,880
332.883,325
333.566,35
333.813,720
334.004,220
334.007,10
334.101,10
334.541,265
335.077,515
335.516,525
336.203,350
336.881,800
337.466,625
338.538,550
338.830,1145
339.123,230
340.342,365
340.781,1290
341.317,425
341.609,540
341.783,315
341.791,10
341.804,30
341.810,15
342.292,40
342.881,495
343.413,565
343.852,550
344.539,530
344.929,575
344.975,420
345.363,10
345.655,535
346.048,255
346.338,660
347.459,615
348.145,460
349.116,790
349.120,945
349.263,10
349.410,230
350.628,660
351.213,640
352.044,525
352.334,870
353.019,285
354.138,635
354.528,1200
354.967,390
355.127,370
355.944,265
356.624,735
357.015,785
357.745,385
358.282,685
358.672,585
359.403,350
360.086,760
360.768,655
361.452,705
361.763,670
362.182,340
362.474,360
362.479,395
363.157,10
363.306,595
364.230,180
364.815,955
365.350,540
365.936,650
367.161,570
367.333,1155
367.596,255
368.861,475
369.397,1005
370.226,620
370.958,835
371.202,675
371.737,255
372.029,535
372.371,580
374.129,1255
374.817,615
375.276,665
375.929,375
376.939,690
377.762,1080
378.562,815
379.110,835
379.805,585
380.513,570
380.902,755
381.487,390
382.024,620
382.708,550
383.291,635
383.467,550
383.827,265
384.948,415
385.512,1025
386.070,540
386.314,590
386.606,340
387.195,270
388.117,525
388.264,1170
389.531,435
389.970,815
390.653,405
391.045,690
392.310,490
392.604,1155
392.749,300
392.996,440
393.967,290
394.552,630
394.799,570
394.802,325
394.805,30
395.774,10
396.212,770
396.746,575
397.575,630
397.868,790
398.405,325
398.989,530
399.537,560
400.110,505
400.500,540
400.503,515
401.085,10
401.767,535
402.011,715
402.604,225
403.132,605
403.718,495
404.400,545
404.705,775
404.936,260
405.229,250
405.765,285
405.769,590
406.204,10
406.740,420
407.041,530
407.337,315
407.861,255
408.446,510
408.690,675
409.528,270
409.963,740
410.348,430
410.932,465
411.486,510
412.152,580
412.887,680
413.029,435
413.711,485
414.711,725
415.370,895
415.662,680
415.954,300
416.152,345
416.883,165
417.319,630
417.879,560
418.440,595
418.830,465
419.567,490
420.245,755
421.073,635
421.756,825
422.194,775
422.746,340
423.044,580
423.705,285
424.242,740
424.534,575
425.216,265
425.657,710
425.948,420
427.507,285
429.423,1420
430.091,1980
430.920,680
431.492,945
431.749,470
432.432,320
432.871,670
433.668,470
434.138,645
434.382,620
434.967,325
435.713,455
435.796,935
437.014,655
437.989,605
438.296,1145
440.476,1170
440.621,1095
440.826,285
441.597,335
441.889,550
442.718,330
443.010,755
443.157,485
444.375,565
444.521,695
444.534,75
444.674,15
444.962,10
445.643,445
445.789,710
446.326,145
446.914,535
447.154,600
447.739,215
448.275,525
448.568,645
448.958,295
449.641,415
450.225,600
450.615,660
450.911,580
452.181,645
452.569,615
453.155,515
453.687,570
454.126,590
455.345,390
455.638,1485
456.856,400
457.587,845
458.416,695
458.806,915
459.537,345
459.927,800
460.519,370
461.731,615
462.023,1200
463.303,305
463.391,1285
464.124,10
464.802,785
465.485,645
466.610,680
467.145,1160
468.410,610
468.655,1275
469.092,170
469.246,495
469.290,100
469.295,10
469.300,10
469.628,20
470.458,475
471.432,750
471.725,975
471.734,265
471.871,175
471.874,10
472.700,345
473.700,525
473.972,940
474.650,320
474.942,740
475.332,250
475.917,360
476.599,600
477.176,670
477.868,640
478.550,695
478.652,705
478.696,10
478.793,240
478.797,15
479.769,295
480.354,620
481.040,640
481.718,650
481.864,695
482.401,190
483.140,505
483.376,630
483.668,405
484.361,255
485.037,670
485.472,630
486.301,520
486.608,820
486.984,255
487.276,440
487.569,305
488.398,300
488.941,720
489.644,590
490.201,670
490.884,685
491.566,685
492.407,680
